OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Strong Wind - Number of Events,Strong Wind - Annualized Frequency,Strong Wind - Exposure - Impacted Area (sq mi),Strong Wind - Exposure - Building Value,Strong Wind - Exposure - Population,Strong Wind - Exposure - Population Equivalence,Strong Wind - Exposure - Agriculture Value,Strong Wind - Exposure - Total,Strong Wind - Historic Loss Ratio - Buildings,Strong Wind - Historic Loss Ratio - Population,Strong Wind - Historic Loss Ratio - Agriculture,Strong Wind - Historic Loss Ratio - Total Rating,Strong Wind - Expected Annual Loss - Building Value,Strong Wind - Expected Annual Loss - Population,Strong Wind - Expected Annual Loss - Population Equivalence,Strong Wind - Expected Annual Loss - Agriculture Value,Strong Wind - Expected Annual Loss - Total,Strong Wind - Expected Annual Loss Score,Strong Wind - Expected Annual Loss Rating,Strong Wind - Expected Annual Loss Rate - Building,Strong Wind - Expected Annual Loss Rate - Population,Strong Wind - Expected Annual Loss Rate - Agriculture,Strong Wind - Expected Annual Loss Rate - National Percentile,Strong Wind - Hazard Type Risk Index Value,Strong Wind - Hazard Type Risk Index Score,Strong Wind - Hazard Type Risk Index Rating,National Risk Index Version
24403,T15009030405,Hawaii,HI,15,Maui,County,009,15009,030405,15009030405,1850,"283,023,721.00","7,726,415.00",15.33,1.00,0.00,15.33,"283,023,721.00","1,850.00","25,345,000,000.00","7,726,415.00","25,635,750,136.00",0.00,0.00,0.00,Very Low,8.80,0.00,16.91,6.05,31.76,0.95,Very Low,0.00,0.00,0.00,36.38,30.34,0.37,Very Low,December 2025
24404,T15009030406,Hawaii,HI,15,Maui,County,009,15009,030406,15009030406,7490,"1,239,896,704.00","26,733.00",2.68,1.00,0.00,2.68,"1,239,896,704.00","7,490.00","102,613,000,000.00","26,733.00","103,852,923,437.00",0.00,0.00,0.00,Very Low,38.54,0.00,68.45,0.02,107.01,2.29,Very Low,0.00,0.00,0.00,5.94,142.34,1.80,Very Low,December 2025
24405,T15009030501,Hawaii,HI,15,Maui,County,009,15009,030501,15009030501,2493,"428,282,442.00","7,598,054.00",9.77,1.00,0.00,7.79,"428,282,442.00","2,493.00","34,154,100,000.00","7,598,054.00","34,589,980,496.00",0.00,0.00,0.00,Very Low,13.31,0.00,22.78,5.95,42.05,1.11,Very Low,0.00,0.00,0.00,30.29,46.57,0.52,Very Low,December 2025
24406,T15009030705,Hawaii,HI,15,Maui,County,009,15009,030705,15009030705,4566,"707,204,092.00","16,774,544.00",19.73,1.00,0.00,19.73,"707,204,092.00","4,566.00","62,554,200,000.00","16,774,544.00","63,278,178,636.00",0.00,0.00,0.00,Very Low,21.98,0.00,41.73,13.14,76.85,1.78,Very Low,0.00,0.00,0.00,34.02,83.04,1.01,Very Low,December 2025
24407,T15009030706,Hawaii,HI,15,Maui,County,009,15009,030706,15009030706,2472,"398,158,286.00",0.00,1.00,1.00,0.00,0.40,"398,158,286.00","2,472.00","33,866,400,000.00",0.00,"34,264,558,286.00",0.00,0.00,0.00,Very Low,12.38,0.00,22.59,0.00,34.97,1.01,Very Low,0.00,0.00,0.00,5.65,31.94,0.38,Very Low,December 2025
24408,T15009030708,Hawaii,HI,15,Maui,County,009,15009,030708,15009030708,3157,"599,808,331.00",4.00,1.81,1.00,0.00,1.38,"599,808,331.00","3,157.00","43,250,900,000.00",4.00,"43,850,708,335.00",0.00,0.00,0.00,Very Low,18.64,0.00,28.85,0.00,47.50,1.20,Very Low,0.00,0.00,0.00,6.35,63.30,0.72,Very Low,December 2025
24409,T15009030709,Hawaii,HI,15,Maui,County,009,15009,030709,15009030709,3416,"992,511,725.00",0.00,1.41,1.00,0.00,0.93,"992,511,725.00","3,416.00","46,799,200,000.00",0.00,"47,791,711,725.00",0.00,0.00,0.00,Very Low,30.85,0.00,31.22,0.00,62.07,1.51,Very Low,0.00,0.00,0.00,7.62,89.91,1.12,Very Low,December 2025
24410,T15009030710,Hawaii,HI,15,Maui,County,009,15009,030710,15009030710,2403,"701,673,844.00",0.00,0.88,1.00,0.00,0.50,"701,673,844.00","2,403.00","32,921,100,000.00",0.00,"33,622,773,844.00",0.00,0.00,0.00,Very Low,21.81,0.00,21.96,0.00,43.77,1.14,Very Low,0.00,0.00,0.00,7.68,59.81,0.68,Very Low,December 2025
24411,T15009030711,Hawaii,HI,15,Maui,County,009,15009,030711,15009030711,2438,"379,884,682.00",0.00,0.30,1.00,0.00,0.30,"379,884,682.00","2,438.00","33,400,600,000.00",0.00,"33,780,484,682.00",0.00,0.00,0.00,Very Low,11.81,0.00,22.28,0.00,34.09,0.99,Very Low,0.00,0.00,0.00,5.51,33.64,0.40,Very Low,December 2025
24412,T15009030712,Hawaii,HI,15,Maui,County,009,15009,030712,15009030712,1990,"278,907,113.00",0.00,0.23,1.00,0.00,0.23,"278,907,113.00","1,990.00","27,263,000,000.00",0.00,"27,541,907,113.00",0.00,0.00,0.00,Very Low,8.67,0.00,18.19,0.00,26.86,0.85,Very Low,0.00,0.00,0.00,5.05,29.18,0.36,Very Low,December 2025
24413,T15009030713,Hawaii,HI,15,Maui,County,009,15009,030713,15009030713,3366,"770,056,440.00",0.00,1.56,1.00,0.00,0.66,"770,056,440.00","3,366.00","46,114,200,000.00",0.00,"46,884,256,440.00",0.00,0.00,0.00,Very Low,23.94,0.00,30.76,0.00,54.70,1.33,Very Low,0.00,0.00,0.00,7.02,57.99,0.65,Very Low,December 2025
24414,T15009030800,Hawaii,HI,15,Maui,County,009,15009,030800,15009030800,7413,"1,008,121,501.00","4,651,378.00",59.82,1.00,0.00,55.25,"1,008,121,501.00","7,413.00","101,558,100,000.00","4,651,378.00","102,570,872,879.00",0.00,0.00,0.00,Very Low,31.34,0.00,67.75,3.64,102.73,2.22,Very Low,0.00,0.00,0.00,13.08,92.20,1.16,Very Low,December 2025
24415,T15009030901,Hawaii,HI,15,Maui,County,009,15009,030901,15009030901,2830,"653,042,159.00",0.00,0.40,1.00,0.00,0.40,"653,042,159.00","2,830.00","38,771,000,000.00",0.00,"39,424,042,159.00",0.00,0.00,0.00,Very Low,20.30,0.00,25.86,0.00,46.16,1.18,Very Low,0.00,0.00,0.00,7.08,72.83,0.87,Very Low,December 2025
24416,T15009030902,Hawaii,HI,15,Maui,County,009,15009,030902,15009030902,3428,"856,207,730.00",0.00,0.63,1.00,0.00,0.51,"856,207,730.00","3,428.00","46,963,600,000.00",0.00,"47,819,807,730.00",0.00,0.00,0.00,Very Low,26.61,0.00,31.33,0.00,57.94,1.41,Very Low,0.00,0.00,0.00,7.26,59.57,0.67,Very Low,December 2025
24417,T15009030903,Hawaii,HI,15,Maui,County,009,15009,030903,15009030903,6505,"572,441,501.00","117,503.00",1.33,1.00,0.00,1.03,"572,441,501.00","6,505.00","89,118,500,000.00","117,503.00","89,691,059,004.00",0.00,0.00,0.00,Very Low,17.79,0.00,59.45,0.09,77.33,1.80,Very Low,0.00,0.00,0.00,3.79,76.65,0.92,Very Low,December 2025
24418,T15009031001,Hawaii,HI,15,Maui,County,009,15009,031001,15009031001,6473,"1,005,927,974.00","102,988.00",2.87,1.00,0.00,2.87,"1,005,927,974.00","6,473.00","88,680,100,000.00","102,988.00","89,686,130,962.00",0.00,0.00,0.00,Very Low,31.27,0.00,59.16,0.08,90.51,2.01,Very Low,0.00,0.00,0.00,5.89,63.75,0.73,Very Low,December 2025
24419,T15009031002,Hawaii,HI,15,Maui,County,009,15009,031002,15009031002,4162,"1,358,023,088.00",0.00,1.01,1.00,0.00,1.01,"1,358,023,088.00","4,162.00","57,019,400,000.00",0.00,"58,377,423,088.00",0.00,0.00,0.00,Very Low,42.21,0.00,38.04,0.00,80.25,1.84,Very Low,0.00,0.00,0.00,8.00,122.30,1.51,Very Low,December 2025
24420,T15009031102,Hawaii,HI,15,Maui,County,009,15009,031102,15009031102,5865,"560,187,909.00",0.00,0.54,1.00,0.00,0.54,"560,187,909.00","5,865.00","80,350,500,000.00",0.00,"80,910,687,909.00",0.00,0.00,0.00,Very Low,17.41,0.00,53.60,0.00,71.01,1.69,Very Low,0.00,0.00,0.00,3.38,89.14,1.11,Very Low,December 2025
24421,T15009031104,Hawaii,HI,15,Maui,County,009,15009,031104,15009031104,2144,"247,139,666.00",0.00,0.66,1.00,0.00,0.66,"247,139,666.00","2,144.00","29,372,800,000.00",0.00,"29,619,939,666.00",0.00,0.00,0.00,Very Low,7.68,0.00,19.59,0.00,27.28,0.86,Very Low,0.00,0.00,0.00,4.14,19.21,0.31,Very Low,December 2025
24422,T15009031105,Hawaii,HI,15,Maui,County,009,15009,031105,15009031105,6446,"599,245,023.00",0.00,0.62,1.00,0.00,0.62,"599,245,023.00","6,446.00","88,310,200,000.00",0.00,"88,909,445,023.00",0.00,0.00,0.00,Very Low,18.63,0.00,58.91,0.00,77.54,1.80,Very Low,0.00,0.00,0.00,3.26,84.07,1.02,Very Low,December 2025
24423,T15009031106,Hawaii,HI,15,Maui,County,009,15009,031106,15009031106,6002,"864,669,710.00",0.00,0.96,1.00,0.00,0.96,"864,669,710.00","6,002.00","82,227,400,000.00",0.00,"83,092,069,710.00",0.00,0.00,0.00,Very Low,26.88,0.00,54.85,0.00,81.73,1.86,Very Low,0.00,0.00,0.00,5.22,57.57,0.64,Very Low,December 2025
24424,T15009031107,Hawaii,HI,15,Maui,County,009,15009,031107,15009031107,2079,"396,195,316.00",0.00,1.69,1.00,0.00,1.69,"396,195,316.00","2,079.00","28,482,300,000.00",0.00,"28,878,495,316.00",0.00,0.00,0.00,Very Low,12.32,0.00,19.00,0.00,31.32,0.94,Very Low,0.00,0.00,0.00,6.30,45.45,0.51,Very Low,December 2025
24425,T15009031402,Hawaii,HI,15,Maui,County,009,15009,031402,15009031402,3208,"555,539,298.00","272,858.00",9.85,1.00,0.00,9.05,"555,539,298.00","3,208.00","43,949,600,000.00","272,858.00","44,505,412,156.00",0.00,0.00,0.00,Very Low,17.27,0.00,29.32,0.21,46.80,1.19,Very Low,0.00,0.00,0.00,7.65,58.24,0.65,Very Low,December 2025
24426,T15009031404,Hawaii,HI,15,Maui,County,009,15009,031404,15009031404,3195,"951,067,632.00",0.00,1.32,1.00,0.00,0.59,"951,067,632.00","3,195.00","43,771,500,000.00",0.00,"44,722,567,632.00",0.00,0.00,0.00,Very Low,29.56,0.00,29.20,0.00,58.76,1.44,Very Low,0.00,0.00,0.00,7.82,54.92,0.61,Very Low,December 2025
24427,T15009031405,Hawaii,HI,15,Maui,County,009,15009,031405,15009031405,6280,"634,180,511.00","150,450.00",6.71,1.00,0.00,6.71,"634,180,511.00","6,280.00","86,036,000,000.00","150,450.00","86,670,330,961.00",0.00,0.00,0.00,Very Low,19.71,0.00,57.39,0.12,77.22,1.79,Very Low,0.00,0.00,0.00,4.59,82.99,1.01,Very Low,December 2025
24428,T15009031501,Hawaii,HI,15,Maui,County,009,15009,031501,15009031501,2367,"759,605,258.00","23,093.00",2.52,1.00,0.00,1.37,"759,605,258.00","2,367.00","32,427,900,000.00","23,093.00","33,187,528,351.00",0.00,0.00,0.00,Very Low,23.61,0.00,21.63,0.02,45.26,1.16,Very Low,0.00,0.00,0.00,8.04,42.03,0.47,Very Low,December 2025
24429,T15009031503,Hawaii,HI,15,Maui,County,009,15009,031503,15009031503,2544,"2,495,691,775.00","2,109,836.00",16.37,1.00,0.00,14.99,"2,495,691,775.00","2,544.00","34,852,800,000.00","2,109,836.00","37,350,601,611.00",0.00,0.00,0.00,Very Low,77.57,0.00,23.25,1.65,102.48,2.22,Very Low,0.00,0.00,0.00,12.65,102.30,1.26,Very Low,December 2025
24430,T15009031504,Hawaii,HI,15,Maui,County,009,15009,031504,15009031504,1202,"369,341,552.00","886,801.00",34.87,1.00,0.00,29.45,"369,341,552.00","1,202.00","16,467,400,000.00","886,801.00","16,837,628,353.00",0.00,0.00,0.00,Very Low,11.48,0.00,10.99,0.69,23.16,0.79,Very Low,0.00,0.00,0.00,13.35,21.00,0.32,Very Low,December 2025
24431,T15009031505,Hawaii,HI,15,Maui,County,009,15009,031505,15009031505,3541,"1,053,822,377.00","519,000.00",5.94,1.00,0.00,4.34,"1,053,822,377.00","3,541.00","48,511,700,000.00","519,000.00","49,566,041,377.00",0.00,0.00,0.00,Very Low,32.76,0.00,32.36,0.41,65.52,1.59,Very Low,0.00,0.00,0.00,9.26,56.76,0.63,Very Low,December 2025
24432,T15009031601,Hawaii,HI,15,Maui,County,009,15009,031601,15009031601,3367,"629,195,610.00","356,469.00",165.63,1.00,0.00,142.49,"629,195,610.00","3,367.00","46,127,900,000.00","356,469.00","46,757,452,079.00",0.00,0.00,0.00,Very Low,19.84,0.00,30.78,0.28,50.90,1.26,Very Low,0.00,0.00,0.00,8.28,61.27,0.70,Very Low,December 2025
24433,T15009031700,Hawaii,HI,15,Maui,County,009,15009,031700,15009031700,4419,"789,146,168.00","441,390.00",145.74,1.00,0.00,124.51,"789,146,168.00","4,419.00","60,540,300,000.00","441,390.00","61,329,887,558.00",0.00,0.00,0.00,Very Low,73.32,0.00,104.58,0.76,178.66,3.44,Very Low,0.00,0.00,0.00,14.55,293.54,3.70,Very Low,December 2025
24434,T15009031801,Hawaii,HI,15,Maui,County,009,15009,031801,15009031801,2845,"527,546,626.00","8,383,209.00",150.15,1.00,0.01,127.06,"527,546,626.00","2,845.00","38,976,500,000.00","8,383,209.00","39,512,429,835.00",0.00,0.00,0.00,Very Low,68.51,0.00,110.26,26.72,205.49,3.87,Very Low,0.00,0.00,0.00,36.33,264.35,3.31,Very Low,December 2025
24435,T15009031900,Hawaii,HI,15,Maui,County,009,15009,031900,15009031900,6257,"2,905,010,347.00","22,935,686.00",29.15,1.00,0.00,26.18,"2,905,010,347.00","6,257.00","85,720,900,000.00","22,935,686.00","88,648,846,033.00",0.00,0.00,0.00,Very Low,90.30,0.00,57.18,17.96,165.44,3.23,Very Low,0.00,0.00,0.00,26.65,255.44,3.20,Very Low,December 2025
24436,T15009032000,Hawaii,HI,15,Maui,County,009,15009,032000,15009032000,1112,"501,934,079.00","7,998,064.00",48.47,1.00,0.00,44.14,"501,934,079.00","1,112.00","15,234,400,000.00","7,998,064.00","15,744,332,143.00",0.00,0.00,0.00,Very Low,15.60,0.00,10.16,6.26,32.03,0.95,Very Low,0.00,0.00,0.00,37.82,41.60,0.47,Very Low,December 2025
24437,T15009980000,Hawaii,HI,15,Maui,County,009,15009,980000,15009980000,0,0.00,0.00,54.29,1.00,0.00,45.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
