OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Strong Wind - Number of Events,Strong Wind - Annualized Frequency,Strong Wind - Exposure - Impacted Area (sq mi),Strong Wind - Exposure - Building Value,Strong Wind - Exposure - Population,Strong Wind - Exposure - Population Equivalence,Strong Wind - Exposure - Agriculture Value,Strong Wind - Exposure - Total,Strong Wind - Historic Loss Ratio - Buildings,Strong Wind - Historic Loss Ratio - Population,Strong Wind - Historic Loss Ratio - Agriculture,Strong Wind - Historic Loss Ratio - Total Rating,Strong Wind - Expected Annual Loss - Building Value,Strong Wind - Expected Annual Loss - Population,Strong Wind - Expected Annual Loss - Population Equivalence,Strong Wind - Expected Annual Loss - Agriculture Value,Strong Wind - Expected Annual Loss - Total,Strong Wind - Expected Annual Loss Score,Strong Wind - Expected Annual Loss Rating,Strong Wind - Expected Annual Loss Rate - Building,Strong Wind - Expected Annual Loss Rate - Population,Strong Wind - Expected Annual Loss Rate - Agriculture,Strong Wind - Expected Annual Loss Rate - National Percentile,Strong Wind - Hazard Type Risk Index Value,Strong Wind - Hazard Type Risk Index Score,Strong Wind - Hazard Type Risk Index Rating,National Risk Index Version
24131,T15003003701,Hawaii,HI,15,Honolulu,County,003,15003,003701,15003003701,2522,"403,859,237.00",0.00,0.07,1.00,0.01,0.07,"403,859,237.00","2,522.00","34,551,400,000.00",0.00,"34,955,259,237.00",0.00,0.00,0.00,Very Low,50.21,0.00,107.11,0.00,157.32,3.12,Very Low,0.00,0.00,0.00,13.79,230.67,2.91,Very Low,December 2025
24132,T15003003702,Hawaii,HI,15,Honolulu,County,003,15003,003702,15003003702,3929,"500,541,596.00",0.00,0.10,1.00,0.01,0.10,"500,541,596.00","3,929.00","53,827,300,000.00",0.00,"54,327,841,596.00",0.00,0.00,0.00,Very Low,62.23,0.00,166.86,0.00,229.09,4.24,Very Low,0.00,0.00,0.00,12.59,211.45,2.67,Very Low,December 2025
24133,T15003003703,Hawaii,HI,15,Honolulu,County,003,15003,003703,15003003703,3434,"1,568,260,956.00",0.00,0.88,1.00,0.01,0.52,"1,568,260,956.00","3,434.00","47,045,800,000.00",0.00,"48,614,060,956.00",0.00,0.00,0.00,Very Low,194.99,0.00,145.84,0.00,340.83,5.99,Very Low,0.00,0.00,0.00,20.90,448.86,5.56,Very Low,December 2025
24134,T15003003801,Hawaii,HI,15,Honolulu,County,003,15003,003801,15003003801,4909,"833,000,973.00",0.00,0.49,1.00,0.01,0.39,"833,000,973.00","4,909.00","67,253,300,000.00",0.00,"68,086,300,973.00",0.00,0.00,0.00,Very Low,103.57,0.00,208.48,0.00,312.05,5.51,Very Low,0.00,0.00,0.00,14.53,351.32,4.45,Very Low,December 2025
24135,T15003003802,Hawaii,HI,15,Honolulu,County,003,15003,003802,15003003802,5114,"677,184,256.00",0.00,0.11,1.00,0.01,0.11,"677,184,256.00","5,114.00","70,061,800,000.00",0.00,"70,738,984,256.00",0.00,0.00,0.00,Very Low,84.20,0.00,217.19,0.00,301.38,5.36,Very Low,0.00,0.00,0.00,12.83,408.80,5.13,Very Low,December 2025
24136,T15003003900,Hawaii,HI,15,Honolulu,County,003,15003,003900,15003003900,559,"936,277,982.00",0.00,0.55,1.00,0.01,0.39,"936,277,982.00",559.00,"7,658,300,000.00",0.00,"8,594,577,982.00",0.00,0.00,0.00,Very Low,116.41,0.00,23.74,0.00,140.15,2.85,Very Low,0.00,0.00,0.00,27.68,245.38,3.08,Very Low,December 2025
24137,T15003004000,Hawaii,HI,15,Honolulu,County,003,15003,004000,15003004000,1627,"2,136,812,541.00",0.00,0.12,1.00,0.01,0.12,"2,136,812,541.00","1,627.00","22,289,900,000.00",0.00,"24,426,712,541.00",0.00,0.00,0.00,Very Low,265.68,0.00,69.10,0.00,334.77,5.89,Very Low,0.00,0.00,0.00,26.66,442.16,5.48,Very Low,December 2025
24138,T15003004101,Hawaii,HI,15,Honolulu,County,003,15003,004101,15003004101,1618,"207,696,099.00",0.00,0.06,1.00,0.01,0.06,"207,696,099.00","1,618.00","22,166,600,000.00",0.00,"22,374,296,099.00",0.00,0.00,0.00,Very Low,25.82,0.00,68.71,0.00,94.54,2.08,Very Low,0.00,0.00,0.00,12.98,133.58,1.66,Very Low,December 2025
24139,T15003004102,Hawaii,HI,15,Honolulu,County,003,15003,004102,15003004102,2438,"1,008,125,851.00",0.00,0.20,1.00,0.01,0.20,"1,008,125,851.00","2,438.00","33,400,600,000.00",0.00,"34,408,725,851.00",0.00,0.00,0.00,Very Low,125.34,0.00,103.54,0.00,228.88,4.23,Very Low,0.00,0.00,0.00,20.34,347.40,4.40,Very Low,December 2025
24140,T15003004201,Hawaii,HI,15,Honolulu,County,003,15003,004201,15003004201,1602,"197,439,868.00",0.00,0.01,1.00,0.01,0.01,"197,439,868.00","1,602.00","21,947,400,000.00",0.00,"22,144,839,868.00",0.00,0.00,0.00,Very Low,24.55,0.00,68.04,0.00,92.58,2.05,Very Low,0.00,0.00,0.00,12.34,128.56,1.59,Very Low,December 2025
24141,T15003004202,Hawaii,HI,15,Honolulu,County,003,15003,004202,15003004202,1901,"191,182,044.00",0.00,0.09,1.00,0.01,0.09,"191,182,044.00","1,901.00","26,043,700,000.00",0.00,"26,234,882,044.00",0.00,0.00,0.00,Very Low,23.77,0.00,80.73,0.00,104.50,2.25,Very Low,0.00,0.00,0.00,11.51,126.36,1.56,Very Low,December 2025
24142,T15003004301,Hawaii,HI,15,Honolulu,County,003,15003,004301,15003004301,2273,"278,320,938.00",0.00,0.37,1.00,0.01,0.37,"278,320,938.00","2,273.00","31,140,100,000.00",0.00,"31,418,420,938.00",0.00,0.00,0.00,Very Low,34.60,0.00,96.53,0.00,131.14,2.71,Very Low,0.00,0.00,0.00,12.46,148.90,1.89,Very Low,December 2025
24143,T15003004302,Hawaii,HI,15,Honolulu,County,003,15003,004302,15003004302,3313,"483,764,356.00",0.00,0.15,1.00,0.01,0.15,"483,764,356.00","3,313.00","45,388,100,000.00",0.00,"45,871,864,356.00",0.00,0.00,0.00,Very Low,60.15,0.00,140.70,0.00,200.85,3.79,Very Low,0.00,0.00,0.00,13.43,265.70,3.33,Very Low,December 2025
24144,T15003004401,Hawaii,HI,15,Honolulu,County,003,15003,004401,15003004401,2536,"340,680,166.00",0.00,0.19,1.00,0.01,0.19,"340,680,166.00","2,536.00","34,743,200,000.00",0.00,"35,083,880,166.00",0.00,0.00,0.00,Very Low,42.36,0.00,107.70,0.00,150.06,3.00,Very Low,0.00,0.00,0.00,13.09,143.45,1.82,Very Low,December 2025
24145,T15003004402,Hawaii,HI,15,Honolulu,County,003,15003,004402,15003004402,2550,"304,794,320.00",0.00,1.26,1.00,0.01,1.26,"304,794,320.00","2,550.00","34,935,000,000.00",0.00,"35,239,794,320.00",0.00,0.00,0.00,Very Low,37.90,0.00,108.30,0.00,146.19,2.96,Very Low,0.00,0.00,0.00,12.58,192.83,2.43,Very Low,December 2025
24146,T15003004500,Hawaii,HI,15,Honolulu,County,003,15003,004500,15003004500,5360,"1,152,513,114.00",0.00,3.10,1.00,0.01,3.10,"1,152,513,114.00","5,360.00","73,432,000,000.00",0.00,"74,584,513,114.00",0.00,0.00,0.00,Very Low,143.30,0.00,227.63,0.00,370.93,6.42,Very Low,0.00,0.00,0.00,15.95,436.90,5.42,Very Low,December 2025
24147,T15003004600,Hawaii,HI,15,Honolulu,County,003,15003,004600,15003004600,3883,"807,788,422.00",0.00,2.68,1.00,0.01,2.68,"807,788,422.00","3,883.00","53,197,100,000.00",0.00,"54,004,888,422.00",0.00,0.00,0.00,Very Low,100.43,0.00,164.91,0.00,265.34,4.79,Very Low,0.00,0.00,0.00,15.86,279.46,3.51,Very Low,December 2025
24148,T15003004701,Hawaii,HI,15,Honolulu,County,003,15003,004701,15003004701,2305,"415,642,967.00",0.00,0.24,1.00,0.01,0.24,"415,642,967.00","2,305.00","31,578,500,000.00",0.00,"31,994,142,967.00",0.00,0.00,0.00,Very Low,51.68,0.00,97.89,0.00,149.57,2.99,Very Low,0.00,0.00,0.00,14.77,166.49,2.12,Very Low,December 2025
24149,T15003004702,Hawaii,HI,15,Honolulu,County,003,15003,004702,15003004702,2477,"649,481,877.00",0.00,0.30,1.00,0.01,0.30,"649,481,877.00","2,477.00","33,934,900,000.00",0.00,"34,584,381,877.00",0.00,0.00,0.00,Very Low,80.75,0.00,105.20,0.00,185.95,3.56,Very Low,0.00,0.00,0.00,17.20,207.20,2.62,Very Low,December 2025
24150,T15003004801,Hawaii,HI,15,Honolulu,County,003,15003,004801,15003004801,3079,"822,039,718.00",0.00,1.17,1.00,0.01,1.17,"822,039,718.00","3,079.00","42,182,300,000.00",0.00,"43,004,339,718.00",0.00,0.00,0.00,Very Low,102.21,0.00,130.76,0.00,232.97,4.29,Very Low,0.00,0.00,0.00,17.49,183.18,2.32,Very Low,December 2025
24151,T15003004802,Hawaii,HI,15,Honolulu,County,003,15003,004802,15003004802,3873,"432,960,000.00",0.00,0.20,1.00,0.01,0.20,"432,960,000.00","3,873.00","53,060,100,000.00",0.00,"53,493,060,000.00",0.00,0.00,0.00,Very Low,53.83,0.00,164.48,0.00,218.31,4.05,Very Low,0.00,0.00,0.00,12.23,216.12,2.74,Very Low,December 2025
24152,T15003004900,Hawaii,HI,15,Honolulu,County,003,15003,004900,15003004900,3351,"397,146,538.00",0.00,0.16,1.00,0.01,0.16,"397,146,538.00","3,351.00","45,908,700,000.00",0.00,"46,305,846,538.00",0.00,0.00,0.00,Very Low,49.38,0.00,142.31,0.00,191.69,3.65,Very Low,0.00,0.00,0.00,12.27,282.45,3.55,Very Low,December 2025
24153,T15003005000,Hawaii,HI,15,Honolulu,County,003,15003,005000,15003005000,4106,"869,129,630.00",0.00,0.21,1.00,0.01,0.21,"869,129,630.00","4,106.00","56,252,200,000.00",0.00,"57,121,329,630.00",0.00,0.00,0.00,Very Low,108.06,0.00,174.38,0.00,282.44,5.06,Very Low,0.00,0.00,0.00,15.78,370.68,4.68,Very Low,December 2025
24154,T15003005100,Hawaii,HI,15,Honolulu,County,003,15003,005100,15003005100,2905,"267,472,840.00",0.00,0.07,1.00,0.01,0.07,"267,472,840.00","2,905.00","39,798,500,000.00",0.00,"40,065,972,840.00",0.00,0.00,0.00,Very Low,33.26,0.00,123.37,0.00,156.63,3.10,Very Low,0.00,0.00,0.00,11.12,269.68,3.38,Very Low,December 2025
24155,T15003005200,Hawaii,HI,15,Honolulu,County,003,15003,005200,15003005200,3000,"327,103,580.00",0.00,0.08,1.00,0.01,0.08,"327,103,580.00","3,000.00","41,100,000,000.00",0.00,"41,427,103,580.00",0.00,0.00,0.00,Very Low,40.67,0.00,127.41,0.00,168.08,3.27,Very Low,0.00,0.00,0.00,12.08,290.98,3.66,Very Low,December 2025
24156,T15003005300,Hawaii,HI,15,Honolulu,County,003,15003,005300,15003005300,4235,"337,835,440.00",0.00,0.14,1.00,0.01,0.14,"337,835,440.00","4,235.00","58,019,500,000.00",0.00,"58,357,335,440.00",0.00,0.00,0.00,Very Low,42.00,0.00,179.86,0.00,221.86,4.11,Very Low,0.00,0.00,0.00,10.52,313.60,3.95,Very Low,December 2025
24157,T15003005400,Hawaii,HI,15,Honolulu,County,003,15003,005400,15003005400,1545,"49,331,926.00",0.00,0.03,1.00,0.01,0.03,"49,331,926.00","1,545.00","21,166,500,000.00",0.00,"21,215,831,926.00",0.00,0.00,0.00,Very Low,6.13,0.00,65.61,0.00,71.75,1.70,Very Low,0.00,0.00,0.00,6.08,122.09,1.51,Very Low,December 2025
24158,T15003005500,Hawaii,HI,15,Honolulu,County,003,15003,005500,15003005500,2157,"160,087,370.00",0.00,0.08,1.00,0.01,0.08,"160,087,370.00","2,157.00","29,550,900,000.00",0.00,"29,710,987,370.00",0.00,0.00,0.00,Very Low,19.90,0.00,91.61,0.00,111.51,2.38,Very Low,0.00,0.00,0.00,10.40,137.85,1.73,Very Low,December 2025
24159,T15003005601,Hawaii,HI,15,Honolulu,County,003,15003,005601,15003005601,1808,"172,993,730.00",0.00,0.06,1.00,0.01,0.06,"172,993,730.00","1,808.00","24,769,600,000.00",0.00,"24,942,593,730.00",0.00,0.00,0.00,Very Low,21.51,0.00,76.78,0.00,98.29,2.14,Very Low,0.00,0.00,0.00,11.40,134.83,1.68,Very Low,December 2025
24160,T15003005602,Hawaii,HI,15,Honolulu,County,003,15003,005602,15003005602,5124,"537,892,741.00",0.00,0.31,1.00,0.01,0.31,"537,892,741.00","5,124.00","70,198,800,000.00",0.00,"70,736,692,741.00",0.00,0.00,0.00,Very Low,66.88,0.00,217.61,0.00,284.49,5.08,Very Low,0.00,0.00,0.00,11.91,223.70,2.83,Very Low,December 2025
24161,T15003005700,Hawaii,HI,15,Honolulu,County,003,15003,005700,15003005700,2483,"2,389,813,804.00",0.00,2.32,1.00,0.01,1.58,"2,389,813,804.00","2,483.00","34,017,100,000.00",0.00,"36,406,913,804.00",0.00,0.00,0.00,Very Low,297.13,0.00,105.45,0.00,402.58,6.84,Very Low,0.00,0.00,0.00,25.21,674.33,7.48,Very Low,December 2025
24162,T15003005800,Hawaii,HI,15,Honolulu,County,003,15003,005800,15003005800,3322,"684,910,317.00",0.00,0.20,1.00,0.01,0.20,"684,910,317.00","3,322.00","45,511,400,000.00",0.00,"46,196,310,317.00",0.00,0.00,0.00,Very Low,85.16,0.00,141.08,0.00,226.24,4.19,Very Low,0.00,0.00,0.00,15.54,384.87,4.85,Very Low,December 2025
24163,T15003005900,Hawaii,HI,15,Honolulu,County,003,15003,005900,15003005900,2981,"2,040,438,884.00",0.00,1.02,1.00,0.01,0.93,"2,040,438,884.00","2,981.00","40,839,700,000.00",0.00,"42,880,138,884.00",0.00,0.00,0.00,Very Low,253.69,0.00,126.60,0.00,380.29,6.52,Very Low,0.00,0.00,0.00,23.61,640.00,7.26,Very Low,December 2025
24164,T15003006000,Hawaii,HI,15,Honolulu,County,003,15003,006000,15003006000,5661,"988,129,105.00",0.00,0.28,1.00,0.01,0.28,"988,129,105.00","5,661.00","77,555,700,000.00",0.00,"78,543,829,105.00",0.00,0.00,0.00,Very Low,122.86,0.00,240.42,0.00,363.27,6.32,Very Low,0.00,0.00,0.00,14.58,394.46,4.98,Very Low,December 2025
24165,T15003006100,Hawaii,HI,15,Honolulu,County,003,15003,006100,15003006100,4517,"467,418,708.00",0.00,0.19,1.00,0.01,0.19,"467,418,708.00","4,517.00","61,882,900,000.00",0.00,"62,350,318,708.00",0.00,0.00,0.00,Very Low,58.12,0.00,191.83,0.00,249.95,4.55,Very Low,0.00,0.00,0.00,11.80,196.54,2.48,Very Low,December 2025
24166,T15003006202,Hawaii,HI,15,Honolulu,County,003,15003,006202,15003006202,2705,"118,005,866.00",0.00,0.06,1.00,0.01,0.06,"118,005,866.00","2,705.00","37,058,500,000.00",0.00,"37,176,505,866.00",0.00,0.00,0.00,Very Low,14.67,0.00,114.88,0.00,129.55,2.68,Very Low,0.00,0.00,0.00,7.70,148.46,1.88,Very Low,December 2025
24167,T15003006203,Hawaii,HI,15,Honolulu,County,003,15003,006203,15003006203,6425,"390,941,978.00",0.00,0.19,1.00,0.01,0.19,"390,941,978.00","6,425.00","88,022,500,000.00",0.00,"88,413,441,978.00",0.00,0.00,0.00,Very Low,48.61,0.00,272.86,0.00,321.47,5.68,Very Low,0.00,0.00,0.00,9.18,252.77,3.17,Very Low,December 2025
24168,T15003006301,Hawaii,HI,15,Honolulu,County,003,15003,006301,15003006301,4068,"411,213,205.00",0.00,0.31,1.00,0.01,0.31,"411,213,205.00","4,068.00","55,731,600,000.00",0.00,"56,142,813,205.00",0.00,0.00,0.00,Very Low,51.13,0.00,172.76,0.00,223.89,4.15,Very Low,0.00,0.00,0.00,11.69,232.35,2.93,Very Low,December 2025
24169,T15003006302,Hawaii,HI,15,Honolulu,County,003,15003,006302,15003006302,3152,"145,872,126.00",0.00,0.26,1.00,0.01,0.26,"145,872,126.00","3,152.00","43,182,400,000.00",0.00,"43,328,272,126.00",0.00,0.00,0.00,Very Low,18.14,0.00,133.86,0.00,152.00,3.03,Very Low,0.00,0.00,0.00,8.02,163.02,2.08,Very Low,December 2025
24170,T15003006401,Hawaii,HI,15,Honolulu,County,003,15003,006401,15003006401,2362,"182,133,804.00",0.00,0.08,1.00,0.01,0.08,"182,133,804.00","2,362.00","32,359,400,000.00",0.00,"32,541,533,804.00",0.00,0.00,0.00,Very Low,22.65,0.00,100.31,0.00,122.96,2.58,Very Low,0.00,0.00,0.00,10.41,96.68,1.21,Very Low,December 2025
24171,T15003006402,Hawaii,HI,15,Honolulu,County,003,15003,006402,15003006402,6393,"610,563,234.00",0.00,0.99,1.00,0.01,0.99,"610,563,234.00","6,393.00","87,584,100,000.00",0.00,"88,194,663,234.00",0.00,0.00,0.00,Very Low,75.91,0.00,271.50,0.00,347.42,6.08,Very Low,0.00,0.00,0.00,11.40,273.18,3.43,Very Low,December 2025
24172,T15003006500,Hawaii,HI,15,Honolulu,County,003,15003,006500,15003006500,4694,"488,628,411.00",0.00,3.78,1.00,0.01,3.78,"488,628,411.00","4,694.00","64,307,800,000.00",0.00,"64,796,428,411.00",0.00,0.00,0.00,Very Low,60.75,0.00,199.35,0.00,260.10,4.71,Very Low,0.00,0.00,0.00,11.69,204.52,2.59,Very Low,December 2025
24173,T15003006703,Hawaii,HI,15,Honolulu,County,003,15003,006703,15003006703,1725,"430,262,997.00",0.00,0.74,1.00,0.01,0.74,"430,262,997.00","1,725.00","23,632,500,000.00",0.00,"24,062,762,997.00",0.00,0.00,0.00,Very Low,53.50,0.00,73.26,0.00,126.76,2.64,Very Low,0.00,0.00,0.00,16.97,154.53,1.97,Very Low,December 2025
24174,T15003006704,Hawaii,HI,15,Honolulu,County,003,15003,006704,15003006704,7162,"1,225,132,334.00",0.00,7.13,1.00,0.01,7.13,"1,225,132,334.00","7,162.00","98,119,400,000.00",0.00,"99,344,532,334.00",0.00,0.00,0.00,Very Low,152.32,0.00,304.16,0.00,456.49,7.40,Very Low,0.00,0.00,0.00,14.51,460.51,5.68,Very Low,December 2025
24175,T15003006806,Hawaii,HI,15,Honolulu,County,003,15003,006806,15003006806,1758,"318,770,574.00",0.00,0.19,1.00,0.01,0.19,"318,770,574.00","1,758.00","24,084,600,000.00",0.00,"24,403,370,574.00",0.00,0.00,0.00,Very Low,39.63,0.00,74.66,0.00,114.29,2.43,Very Low,0.00,0.00,0.00,15.19,128.55,1.59,Very Low,December 2025
24176,T15003006810,Hawaii,HI,15,Honolulu,County,003,15003,006810,15003006810,2374,"170,276,353.00",0.00,0.39,1.00,0.01,0.39,"170,276,353.00","2,374.00","32,523,800,000.00",0.00,"32,694,076,353.00",0.00,0.00,0.00,Very Low,21.17,0.00,100.82,0.00,121.99,2.56,Very Low,0.00,0.00,0.00,10.28,95.92,1.20,Very Low,December 2025
24177,T15003006811,Hawaii,HI,15,Honolulu,County,003,15003,006811,15003006811,1047,"94,559,770.00",0.00,0.37,1.00,0.01,0.37,"94,559,770.00","1,047.00","14,343,900,000.00",0.00,"14,438,459,770.00",0.00,0.00,0.00,Very Low,11.76,0.00,44.47,0.00,56.22,1.38,Very Low,0.00,0.00,0.00,11.23,44.21,0.49,Very Low,December 2025
24178,T15003006812,Hawaii,HI,15,Honolulu,County,003,15003,006812,15003006812,1363,"292,419,913.00",0.00,0.21,1.00,0.01,0.21,"292,419,913.00","1,363.00","18,673,100,000.00",0.00,"18,965,519,913.00",0.00,0.00,0.00,Very Low,36.36,0.00,57.89,0.00,94.24,2.07,Very Low,0.00,0.00,0.00,15.81,125.24,1.55,Very Low,December 2025
24179,T15003006813,Hawaii,HI,15,Honolulu,County,003,15003,006813,15003006813,4680,"611,856,922.00",0.00,0.72,1.00,0.01,0.72,"611,856,922.00","4,680.00","64,116,000,000.00",0.00,"64,727,856,922.00",0.00,0.00,0.00,Very Low,76.07,0.00,198.76,0.00,274.83,4.93,Very Low,0.00,0.00,0.00,12.68,305.55,3.83,Very Low,December 2025
24180,T15003006814,Hawaii,HI,15,Honolulu,County,003,15003,006814,15003006814,2442,"189,112,844.00",0.00,0.03,1.00,0.01,0.03,"189,112,844.00","2,442.00","33,455,400,000.00",0.00,"33,644,512,844.00",0.00,0.00,0.00,Very Low,23.51,0.00,103.71,0.00,127.22,2.65,Very Low,0.00,0.00,0.00,10.34,142.65,1.81,Very Low,December 2025
24181,T15003006815,Hawaii,HI,15,Honolulu,County,003,15003,006815,15003006815,2165,"193,287,813.00",0.00,0.03,1.00,0.01,0.03,"193,287,813.00","2,165.00","29,660,500,000.00",0.00,"29,853,787,813.00",0.00,0.00,0.00,Very Low,24.03,0.00,91.95,0.00,115.98,2.47,Very Low,0.00,0.00,0.00,10.91,117.90,1.45,Very Low,December 2025
24182,T15003006816,Hawaii,HI,15,Honolulu,County,003,15003,006816,15003006816,2411,"175,818,458.00",0.00,0.08,1.00,0.01,0.08,"175,818,458.00","2,411.00","33,030,700,000.00",0.00,"33,206,518,458.00",0.00,0.00,0.00,Very Low,21.86,0.00,102.39,0.00,124.25,2.60,Very Low,0.00,0.00,0.00,10.08,97.70,1.22,Very Low,December 2025
24183,T15003006817,Hawaii,HI,15,Honolulu,County,003,15003,006817,15003006817,4809,"430,676,364.00",0.00,0.18,1.00,0.01,0.18,"430,676,364.00","4,809.00","65,883,300,000.00",0.00,"66,313,976,364.00",0.00,0.00,0.00,Very Low,53.55,0.00,204.23,0.00,257.78,4.68,Very Low,0.00,0.00,0.00,11.11,327.14,4.12,Very Low,December 2025
24184,T15003006818,Hawaii,HI,15,Honolulu,County,003,15003,006818,15003006818,1695,"173,604,305.00",0.00,0.03,1.00,0.01,0.03,"173,604,305.00","1,695.00","23,221,500,000.00",0.00,"23,395,104,305.00",0.00,0.00,0.00,Very Low,21.58,0.00,71.99,0.00,93.57,2.07,Very Low,0.00,0.00,0.00,11.48,84.76,1.03,Very Low,December 2025
24185,T15003006819,Hawaii,HI,15,Honolulu,County,003,15003,006819,15003006819,2646,"245,769,002.00",0.00,0.03,1.00,0.01,0.03,"245,769,002.00","2,646.00","36,250,200,000.00",0.00,"36,495,969,002.00",0.00,0.00,0.00,Very Low,30.56,0.00,112.37,0.00,142.93,2.90,Very Low,0.00,0.00,0.00,11.05,149.35,1.90,Very Low,December 2025
24186,T15003006900,Hawaii,HI,15,Honolulu,County,003,15003,006900,15003006900,3852,"447,713,575.00",0.00,0.43,1.00,0.01,0.43,"447,713,575.00","3,852.00","52,772,400,000.00",0.00,"53,220,113,575.00",0.00,0.00,0.00,Very Low,55.67,0.00,163.59,0.00,219.26,4.06,Very Low,0.00,0.00,0.00,12.39,172.40,2.20,Very Low,December 2025
24187,T15003007001,Hawaii,HI,15,Honolulu,County,003,15003,007001,15003007001,1565,"389,563,587.00",0.00,0.53,1.00,0.01,0.53,"389,563,587.00","1,565.00","21,440,500,000.00",0.00,"21,830,063,587.00",0.00,0.00,0.00,Very Low,48.44,0.00,66.46,0.00,114.90,2.44,Very Low,0.00,0.00,0.00,16.66,90.35,1.12,Very Low,December 2025
24188,T15003007002,Hawaii,HI,15,Honolulu,County,003,15003,007002,15003007002,2100,"240,902,864.00",0.00,0.59,1.00,0.01,0.59,"240,902,864.00","2,100.00","28,770,000,000.00",0.00,"29,010,902,864.00",0.00,0.00,0.00,Very Low,29.95,0.00,89.19,0.00,119.14,2.51,Very Low,0.00,0.00,0.00,12.46,93.68,1.17,Very Low,December 2025
24189,T15003007100,Hawaii,HI,15,Honolulu,County,003,15003,007100,15003007100,3043,"529,727,819.00",0.00,0.48,1.00,0.01,0.48,"529,727,819.00","3,043.00","41,689,100,000.00",0.00,"42,218,827,819.00",0.00,0.00,0.00,Very Low,65.86,0.00,129.23,0.00,195.10,3.70,Very Low,0.00,0.00,0.00,14.25,153.40,1.96,Very Low,December 2025
24190,T15003007302,Hawaii,HI,15,Honolulu,County,003,15003,007302,15003007302,4088,"633,116,615.00",0.00,1.28,1.00,0.01,1.09,"633,116,615.00","4,088.00","56,005,600,000.00",0.00,"56,638,716,615.00",0.00,0.00,0.00,Very Low,78.72,0.00,173.61,0.00,252.33,4.60,Very Low,0.00,0.00,0.00,14.18,198.41,2.51,Very Low,December 2025
24191,T15003007400,Hawaii,HI,15,Honolulu,County,003,15003,007400,15003007400,7651,"1,112,580,895.00",0.00,4.85,1.00,0.01,4.85,"1,112,580,895.00","7,651.00","104,818,700,000.00",0.00,"105,931,280,895.00",0.00,0.00,0.00,Very Low,138.33,0.00,324.93,0.00,463.26,7.47,Very Low,0.00,0.00,0.00,13.17,364.26,4.60,Very Low,December 2025
24192,T15003007504,Hawaii,HI,15,Honolulu,County,003,15003,007504,15003007504,3372,"348,843,389.00",0.00,0.42,1.00,0.01,0.42,"348,843,389.00","3,372.00","46,196,400,000.00",0.00,"46,545,243,389.00",0.00,0.00,0.00,Very Low,43.37,0.00,143.21,0.00,186.58,3.58,Very Low,0.00,0.00,0.00,11.83,309.97,3.90,Very Low,December 2025
24193,T15003007507,Hawaii,HI,15,Honolulu,County,003,15003,007507,15003007507,6617,"1,472,487,079.00",0.00,8.74,1.00,0.01,8.74,"1,472,487,079.00","6,617.00","90,652,900,000.00",0.00,"92,125,387,079.00",0.00,0.00,0.00,Very Low,183.08,0.00,281.02,0.00,464.10,7.48,Very Low,0.00,0.00,0.00,16.26,364.92,4.61,Very Low,December 2025
24194,T15003007508,Hawaii,HI,15,Honolulu,County,003,15003,007508,15003007508,6965,"806,651,794.00",0.00,0.77,1.00,0.01,0.77,"806,651,794.00","6,965.00","95,420,500,000.00",0.00,"96,227,151,794.00",0.00,0.00,0.00,Very Low,100.29,0.00,295.80,0.00,396.09,6.76,Very Low,0.00,0.00,0.00,12.29,311.45,3.92,Very Low,December 2025
24195,T15003007701,Hawaii,HI,15,Honolulu,County,003,15003,007701,15003007701,4906,"656,275,257.00",0.00,0.96,1.00,0.01,0.96,"656,275,257.00","4,906.00","67,212,200,000.00",0.00,"67,868,475,257.00",0.00,0.00,0.00,Very Low,81.60,0.00,208.35,0.00,289.95,5.17,Very Low,0.00,0.00,0.00,12.73,346.79,4.40,Very Low,December 2025
24196,T15003007702,Hawaii,HI,15,Honolulu,County,003,15003,007702,15003007702,5487,"983,354,968.00",0.00,2.43,1.00,0.01,2.43,"983,354,968.00","5,487.00","75,171,900,000.00",0.00,"76,155,254,968.00",0.00,0.00,0.00,Very Low,122.26,0.00,233.03,0.00,355.29,6.20,Very Low,0.00,0.00,0.00,14.84,422.25,5.26,Very Low,December 2025
24197,T15003007804,Hawaii,HI,15,Honolulu,County,003,15003,007804,15003007804,2005,"250,067,688.00",0.00,0.18,1.00,0.01,0.18,"250,067,688.00","2,005.00","27,468,500,000.00",0.00,"27,718,567,688.00",0.00,0.00,0.00,Very Low,31.09,0.00,85.15,0.00,116.24,2.47,Very Low,0.00,0.00,0.00,12.82,145.58,1.85,Very Low,December 2025
24198,T15003007807,Hawaii,HI,15,Honolulu,County,003,15003,007807,15003007807,5292,"566,790,774.00",0.00,0.14,1.00,0.01,0.14,"566,790,774.00","5,292.00","72,500,400,000.00",0.00,"73,067,190,774.00",0.00,0.00,0.00,Very Low,70.47,0.00,224.75,0.00,295.22,5.26,Very Low,0.00,0.00,0.00,12.17,353.35,4.47,Very Low,December 2025
