OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Wildfire - Number of Events,Wildfire - Annualized Frequency,Wildfire - Exposure - Impacted Area (sq mi),Wildfire - Exposure - Building Value,Wildfire - Exposure - Population,Wildfire - Exposure - Population Equivalence,Wildfire - Exposure - Agriculture Value,Wildfire - Exposure - Total,Wildfire - Historic Loss Ratio - Buildings,Wildfire - Historic Loss Ratio - Population,Wildfire - Historic Loss Ratio - Agriculture,Wildfire - Historic Loss Ratio - Total Rating,Wildfire - Expected Annual Loss - Building Value,Wildfire - Expected Annual Loss - Population,Wildfire - Expected Annual Loss - Population Equivalence,Wildfire - Expected Annual Loss - Agriculture Value,Wildfire - Expected Annual Loss - Total,Wildfire - Expected Annual Loss Score,Wildfire - Expected Annual Loss Rating,Wildfire - Expected Annual Loss Rate - Building,Wildfire - Expected Annual Loss Rate - Population,Wildfire - Expected Annual Loss Rate - Agriculture,Wildfire - Expected Annual Loss Rate - National Percentile,Wildfire - Hazard Type Risk Index Value,Wildfire - Hazard Type Risk Index Score,Wildfire - Hazard Type Risk Index Rating,National Risk Index Version
24198,T15003007807,Hawaii,HI,15,Honolulu,County,003,15003,007807,15003007807,5292,"566,790,774.00",0.00,0.14,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24199,T15003007808,Hawaii,HI,15,Honolulu,County,003,15003,007808,15003007808,3459,"1,314,358,636.00","83,770.00",0.75,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24200,T15003007809,Hawaii,HI,15,Honolulu,County,003,15003,007809,15003007809,3363,"677,696,119.00",0.00,0.96,,0.01,0.04,"47,824,213.97",370.74,"5,079,086,700.66",0.00,"5,126,910,914.63",0.30,0.00,0.00,Relatively High,"156,669.39",0.00,"6,817.68",0.00,"163,487.07",96.06,Relatively Moderate,0.00,0.00,0.00,97.62,"183,599.32",95.99,Relatively Moderate,December 2025
24201,T15003007812,Hawaii,HI,15,Honolulu,County,003,15003,007812,15003007812,2164,"302,896,418.00",0.00,0.29,,0.00,0.02,"26,900,902.14",167.36,"2,292,900,282.52",0.00,"2,319,801,184.66",0.30,0.00,0.00,Relatively Low,"5,505.01",0.00,270.73,0.00,"5,775.75",80.63,Relatively Low,0.00,0.00,0.00,92.25,"6,878.09",80.84,Relatively Low,December 2025
24202,T15003007813,Hawaii,HI,15,Honolulu,County,003,15003,007813,15003007813,2880,"359,569,228.00",0.00,0.21,,0.00,0.00,"8,534,450.90",71.40,"978,124,836.84",0.00,"986,659,287.74",0.30,0.00,0.00,Relatively Low,"1,536.20",0.00,121.19,0.00,"1,657.39",71.56,Relatively Low,0.00,0.00,0.00,83.92,"1,634.74",70.51,Relatively Low,December 2025
24203,T15003007814,Hawaii,HI,15,Honolulu,County,003,15003,007814,15003007814,3416,"614,023,274.00",0.00,0.59,,0.00,0.04,"54,348,415.25",331.15,"4,536,721,686.36",0.00,"4,591,070,101.61",0.30,0.00,0.00,Relatively Moderate,"65,631.66",0.00,"3,237.97",0.00,"68,869.63",93.51,Relatively Moderate,0.00,0.00,0.00,96.23,"79,650.20",93.55,Relatively Moderate,December 2025
24204,T15003007815,Hawaii,HI,15,Honolulu,County,003,15003,007815,15003007815,2034,"392,270,154.00",0.00,7.77,,0.01,0.07,"87,364,210.74",375.44,"5,143,556,027.90",0.00,"5,230,920,238.64",0.30,0.00,0.00,Relatively High,"316,056.85",0.00,"12,161.08",0.00,"328,217.93",97.49,Relatively High,0.00,0.00,0.00,98.99,"258,079.10",96.77,Relatively High,December 2025
24205,T15003007816,Hawaii,HI,15,Honolulu,County,003,15003,007816,15003007816,3443,"478,000,276.00",0.00,4.36,,0.01,0.06,"76,599,568.12",590.64,"8,091,809,754.33",0.00,"8,168,409,322.44",0.30,0.00,0.00,Relatively Moderate,"190,860.60",0.00,"11,355.36",0.00,"202,215.96",96.55,Relatively High,0.00,0.00,0.00,97.39,"214,861.96",96.37,Relatively High,December 2025
24206,T15003007817,Hawaii,HI,15,Honolulu,County,003,15003,007817,15003007817,1631,"239,162,169.00",0.00,0.30,,0.01,0.00,"6,610,471.33",34.40,"471,341,686.55",0.00,"477,952,157.88",0.30,0.00,0.00,Relatively High,"17,955.37",0.00,889.62,0.00,"18,844.99",87.89,Relatively Low,0.00,0.00,0.00,95.65,"18,373.36",86.86,Relatively Low,December 2025
24207,T15003008001,Hawaii,HI,15,Honolulu,County,003,15003,008001,15003008001,2664,"393,391,118.00","91,077.00",0.75,,0.00,0.00,"185,750.49",13.79,"188,873,538.75",0.00,"189,059,289.23",0.30,0.00,0.00,Relatively Low,529.39,0.00,60.42,0.00,589.81,61.15,Very Low,0.00,0.00,0.00,74.21,988.41,65.93,Very Low,December 2025
24208,T15003008002,Hawaii,HI,15,Honolulu,County,003,15003,008002,15003008002,2897,"792,473,061.00",0.00,0.49,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24209,T15003008005,Hawaii,HI,15,Honolulu,County,003,15003,008005,15003008005,6997,"807,797,201.00",0.00,5.16,,0.01,0.15,"146,155,176.68","1,314.29","18,005,753,256.14",0.00,"18,151,908,432.82",0.30,0.00,0.00,Relatively Moderate,"453,329.55",0.00,"40,218.42",0.00,"493,547.97",98.13,Relatively High,0.00,0.00,0.00,96.29,"630,730.77",98.26,Relatively High,December 2025
24210,T15003008008,Hawaii,HI,15,Honolulu,County,003,15003,008008,15003008008,1655,"184,577,491.00",0.00,0.19,,0.01,0.00,"1,315,533.68",10.67,"146,243,663.98",0.00,"147,559,197.66",0.30,0.00,0.00,Relatively High,"4,712.24",0.00,360.59,0.00,"5,072.83",79.72,Relatively Low,0.00,0.00,0.00,91.98,"4,427.53",77.94,Relatively Low,December 2025
24211,T15003008009,Hawaii,HI,15,Honolulu,County,003,15003,008009,15003008009,2760,"535,107,553.00",0.00,0.39,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24212,T15003008010,Hawaii,HI,15,Honolulu,County,003,15003,008010,15003008010,2439,"272,320,898.00",0.00,0.20,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24213,T15003008011,Hawaii,HI,15,Honolulu,County,003,15003,008011,15003008011,2697,"592,100,463.00",0.00,0.60,,0.01,0.01,"11,265,872.92",25.91,"354,908,536.98",0.00,"366,174,409.91",0.30,0.00,0.00,Relatively High,"32,258.32",0.00,429.91,0.00,"32,688.23",90.64,Relatively Moderate,0.00,0.00,0.00,96.75,"34,316.74",90.07,Relatively Moderate,December 2025
24214,T15003008012,Hawaii,HI,15,Honolulu,County,003,15003,008012,15003008012,2933,"423,544,032.00",0.00,0.31,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24215,T15003008013,Hawaii,HI,15,Honolulu,County,003,15003,008013,15003008013,2634,"361,596,402.00",0.00,0.27,,0.01,0.00,"3,252,827.31",42.03,"575,780,590.98",0.00,"579,033,418.29",0.30,0.00,0.00,Relatively Moderate,"5,952.67",0.00,802.05,0.00,"6,754.73",81.62,Relatively Low,0.00,0.00,0.00,87.37,"6,681.91",80.65,Relatively Low,December 2025
24216,T15003008301,Hawaii,HI,15,Honolulu,County,003,15003,008301,15003008301,4550,"522,338,942.00","2,967,460.00",6.74,,0.00,0.17,"1,680,218.31",11.52,"157,826,557.72","806,265.91","160,313,041.94",0.30,0.00,0.00,Relatively Low,346.17,0.00,47.01,8.75,401.93,56.35,Very Low,0.00,0.00,0.00,66.94,316.04,52.60,Very Low,December 2025
24217,T15003008302,Hawaii,HI,15,Honolulu,County,003,15003,008302,15003008302,7253,"752,770,119.00","18,067.00",0.60,,0.01,0.01,"8,837,290.35",146.62,"2,008,720,353.09","18,067.00","2,017,575,710.45",0.30,0.00,0.00,Relatively Moderate,"13,776.13",0.00,"2,155.73",0.24,"15,932.10",86.91,Relatively Low,0.00,0.00,0.00,86.58,"14,733.87",85.53,Relatively Low,December 2025
24218,T15003008405,Hawaii,HI,15,Honolulu,County,003,15003,008405,15003008405,4988,"529,392,716.00","50,675.00",0.42,,0.00,0.01,"18,463,694.16",184.50,"2,527,695,184.23","3,033.14","2,546,161,911.53",0.30,0.00,0.00,Relatively Moderate,"13,974.38",0.00,"1,391.42",0.02,"15,365.82",86.67,Relatively Low,0.00,0.00,0.00,90.96,"17,201.29",86.46,Relatively Low,December 2025
24219,T15003008407,Hawaii,HI,15,Honolulu,County,003,15003,008407,15003008407,3778,"495,721,098.00",0.00,0.29,,0.00,0.01,"10,968,555.65",88.82,"1,216,858,058.53",0.00,"1,227,826,614.19",0.30,0.00,0.00,Relatively Moderate,"5,765.00",0.00,407.87,0.00,"6,172.87",81.08,Relatively Low,0.00,0.00,0.00,89.46,"8,662.15",82.32,Relatively Low,December 2025
24220,T15003008408,Hawaii,HI,15,Honolulu,County,003,15003,008408,15003008408,9057,"1,275,953,976.00","5,718.00",1.73,,0.00,0.29,"500,215,381.30","3,849.22","52,734,306,556.43",0.00,"53,234,521,937.73",0.30,0.00,0.00,Relatively Moderate,"487,179.98",0.00,"36,868.69",0.00,"524,048.67",98.21,Relatively High,0.00,0.00,0.00,96.58,"412,061.61",97.63,Relatively High,December 2025
24221,T15003008410,Hawaii,HI,15,Honolulu,County,003,15003,008410,15003008410,6931,"638,435,481.00",0.00,0.72,,0.00,0.19,"329,836,685.67","3,602.53","49,354,609,679.18",0.00,"49,684,446,364.85",0.30,0.00,0.00,Relatively Moderate,"319,617.92",0.00,"32,661.39",0.00,"352,279.32",97.61,Relatively High,0.00,0.00,0.00,95.64,"276,998.67",96.91,Relatively High,December 2025
24222,T15003008411,Hawaii,HI,15,Honolulu,County,003,15003,008411,15003008411,3609,"381,888,273.00",0.00,0.50,,0.00,0.00,0.00,14.43,"197,737,599.56",0.00,"197,737,599.56",0.30,0.00,0.00,Relatively Low,0.00,0.00,108.21,0.00,108.21,40.56,Very Low,0.00,0.00,0.00,19.61,95.02,38.16,Very Low,December 2025
24223,T15003008413,Hawaii,HI,15,Honolulu,County,003,15003,008413,15003008413,3400,"237,916,277.00",0.00,0.19,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,Relatively Low,0.00,0.00,0.00,0.00,0.00,18.87,Very Low,0.00,0.00,0.00,23.44,0.00,18.87,Very Low,December 2025
24224,T15003008414,Hawaii,HI,15,Honolulu,County,003,15003,008414,15003008414,2168,"291,005,740.00","35,205.00",0.67,,0.00,0.11,"165,528,038.40","1,547.43","21,199,725,902.22","35,205.00","21,365,289,145.62",0.30,0.00,0.00,Relatively Moderate,"178,932.26",0.00,"15,072.68",0.46,"194,005.40",96.45,Relatively High,0.00,0.00,0.00,96.57,"152,547.24",95.55,Relatively Moderate,December 2025
24225,T15003008415,Hawaii,HI,15,Honolulu,County,003,15003,008415,15003008415,4275,"398,034,765.00",0.00,0.23,,0.00,0.01,"20,886,765.29",305.10,"4,179,896,756.13",0.00,"4,200,783,521.42",0.30,0.00,0.00,Relatively Moderate,"22,441.56",0.00,"3,009.33",0.00,"25,450.88",89.40,Relatively Moderate,0.00,0.00,0.00,91.29,"20,012.13",87.32,Relatively Low,December 2025
24226,T15003008416,Hawaii,HI,15,Honolulu,County,003,15003,008416,15003008416,2217,"236,011,376.00",0.00,0.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24227,T15003008417,Hawaii,HI,15,Honolulu,County,003,15003,008417,15003008417,3661,"407,826,059.00",0.00,0.16,,0.00,0.00,"4,210,473.99",116.39,"1,594,577,869.88",0.00,"1,598,788,343.86",0.30,0.00,0.00,Relatively Low,"3,410.48",0.00,889.08,0.00,"4,299.57",78.60,Relatively Low,0.00,0.00,0.00,76.90,"3,380.77",76.05,Relatively Low,December 2025
24228,T15003008418,Hawaii,HI,15,Honolulu,County,003,15003,008418,15003008418,5762,"506,980,367.00",0.00,0.58,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24229,T15003008502,Hawaii,HI,15,Honolulu,County,003,15003,008502,15003008502,2341,"810,259,743.00","847,040.00",8.38,,0.01,0.32,"163,805,219.14",4.47,"61,282,997.35","838,078.39","225,926,294.87",0.30,0.00,0.00,Very High,"492,452.28",0.00,42.76,11.12,"492,506.16",98.13,Relatively High,0.00,0.00,0.00,99.95,"755,906.84",98.48,Relatively High,December 2025
24230,T15003008609,Hawaii,HI,15,Honolulu,County,003,15003,008609,15003008609,2179,"404,871,278.00",0.00,1.07,,0.02,0.08,"166,287,063.60",624.11,"8,550,252,274.31",0.00,"8,716,539,337.91",0.30,0.00,0.00,Relatively High,"746,868.19",0.00,"30,536.77",0.00,"777,404.96",98.68,Relatively High,0.00,0.00,0.00,99.25,"611,276.69",98.23,Relatively High,December 2025
24231,T15003008610,Hawaii,HI,15,Honolulu,County,003,15003,008610,15003008610,1240,"566,127,926.00",0.00,1.63,,0.01,0.05,"66,913,781.28",144.26,"1,976,313,695.67",0.00,"2,043,227,476.95",0.30,0.00,0.00,Relatively High,"260,222.82",0.00,"7,163.16",0.00,"267,385.99",97.09,Relatively High,0.00,0.00,0.00,99.12,"245,048.19",96.65,Relatively High,December 2025
24232,T15003008611,Hawaii,HI,15,Honolulu,County,003,15003,008611,15003008611,38,"71,617,416.00",54.00,5.73,,0.03,0.02,"14,068,387.08",9.66,"132,311,752.88",53.91,"146,380,193.87",0.30,0.00,0.00,Very High,"140,568.11",0.00,836.19,0.00,"141,404.31",95.71,Relatively Moderate,0.00,0.00,0.00,99.97,"111,186.78",94.64,Relatively Moderate,December 2025
24233,T15003008623,Hawaii,HI,15,Honolulu,County,003,15003,008623,15003008623,4408,"868,597,257.00","3,020,689.00",2.01,,0.01,0.46,"327,923,064.68","1,651.08","22,619,843,237.04","1,739,950.91","22,949,506,252.63",0.30,0.00,0.00,Relatively High,"786,161.10",0.00,"33,920.81",40.14,"820,122.06",98.74,Relatively High,0.00,0.00,0.00,98.83,"644,865.32",98.29,Relatively High,December 2025
24234,T15003008624,Hawaii,HI,15,Honolulu,County,003,15003,008624,15003008624,3027,"321,665,541.00",0.00,0.36,,0.00,0.01,"16,811,944.15",153.36,"2,101,020,107.42",0.00,"2,117,832,051.57",0.30,0.00,0.00,Relatively Low,"5,542.90",0.00,476.83,0.00,"6,019.72",80.89,Relatively Low,0.00,0.00,0.00,90.20,"6,155.92",80.08,Relatively Low,December 2025
24235,T15003008625,Hawaii,HI,15,Honolulu,County,003,15003,008625,15003008625,4032,"230,807,235.00",0.00,0.28,,0.00,0.02,"28,873,704.65",505.32,"6,922,845,308.75",0.00,"6,951,719,013.40",0.30,0.00,0.00,Relatively Low,"7,262.05",0.00,"1,205.02",0.00,"8,467.07",83.09,Relatively Low,0.00,0.00,0.00,88.06,"8,530.47",82.21,Relatively Low,December 2025
24236,T15003008626,Hawaii,HI,15,Honolulu,County,003,15003,008626,15003008626,3973,"372,338,837.00",171.00,0.93,,0.00,0.03,"60,758,933.41",309.16,"4,235,485,848.51",0.00,"4,296,244,781.92",0.30,0.00,0.00,Relatively Moderate,"34,035.64",0.00,"2,234.11",0.00,"36,269.75",91.10,Relatively Moderate,0.00,0.00,0.00,95.24,"33,038.56",89.89,Relatively Moderate,December 2025
24237,T15003008627,Hawaii,HI,15,Honolulu,County,003,15003,008627,15003008627,8147,"855,249,825.00","35,453,248.00",28.67,,0.02,1.88,"342,597,323.20","4,519.94","61,923,138,352.02","7,795,880.68","62,273,531,555.89",0.30,0.00,0.00,Relatively High,"1,876,401.13",0.01,"180,761.42",315.75,"2,057,478.30",99.53,Very High,0.00,0.00,0.00,96.64,"2,055,093.04",99.43,Very High,December 2025
24238,T15003008628,Hawaii,HI,15,Honolulu,County,003,15003,008628,15003008628,3847,"352,570,005.00",0.00,0.25,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24239,T15003008629,Hawaii,HI,15,Honolulu,County,003,15003,008629,15003008629,2110,"158,468,843.00",0.00,0.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24240,T15003008630,Hawaii,HI,15,Honolulu,County,003,15003,008630,15003008630,2779,"258,321,693.00",0.00,0.28,,0.02,0.04,"60,251,293.43",581.09,"7,960,979,489.91",0.00,"8,021,230,783.34",0.30,0.00,0.00,Relatively High,"362,976.43",0.00,"32,114.62",0.00,"395,091.05",97.81,Relatively High,0.00,0.00,0.00,96.85,"310,661.70",97.12,Relatively High,December 2025
24241,T15003008631,Hawaii,HI,15,Honolulu,County,003,15003,008631,15003008631,3226,"395,010,992.00",0.00,1.69,,0.03,0.13,"146,297,591.36","1,215.43","16,651,349,822.16",0.00,"16,797,647,413.52",0.30,0.00,0.00,Relatively High,"991,740.42",0.01,"76,457.87",0.00,"1,068,198.29",99.00,Relatively High,0.00,0.00,0.00,97.60,"839,928.68",98.62,Relatively High,December 2025
24242,T15003008632,Hawaii,HI,15,Honolulu,County,003,15003,008632,15003008632,5317,"556,424,387.00","251,217.00",1.10,,0.01,0.10,"62,931,963.19",681.57,"9,337,503,857.70","251,217.00","9,400,687,037.89",0.30,0.00,0.00,Relatively Moderate,"180,482.25",0.00,"17,528.97",12.68,"198,023.90",96.51,Relatively High,0.00,0.00,0.00,95.47,"155,707.00",95.60,Relatively Moderate,December 2025
24243,T15003008633,Hawaii,HI,15,Honolulu,County,003,15003,008633,15003008633,2726,"371,108,131.00","129,477.00",0.47,,0.02,0.17,"197,975,154.34","1,617.01","22,153,024,358.55","118,043.85","22,351,117,556.74",0.30,0.00,0.00,Relatively High,"950,627.98",0.01,"73,253.16",5.21,"1,023,886.35",98.96,Relatively High,0.00,0.00,0.00,97.61,"805,086.02",98.56,Relatively High,December 2025
24244,T15003008634,Hawaii,HI,15,Honolulu,County,003,15003,008634,15003008634,2800,"232,625,806.00",0.00,0.27,,0.02,0.03,"19,197,664.82",341.56,"4,679,350,410.11",0.00,"4,698,548,074.93",0.30,0.00,0.00,Relatively Moderate,"86,917.99",0.00,"15,567.62",0.00,"102,485.61",94.82,Relatively Moderate,0.00,0.00,0.00,92.11,"80,584.85",93.60,Relatively Moderate,December 2025
24245,T15003008702,Hawaii,HI,15,Honolulu,County,003,15003,008702,15003008702,6490,"686,875,059.00","49,204.00",0.42,,0.00,0.01,"3,204,511.62",82.01,"1,123,603,143.83",0.00,"1,126,807,655.45",0.30,0.00,0.00,Relatively Low,"1,301.67",0.00,374.38,0.00,"1,676.05",71.63,Relatively Low,0.00,0.00,0.00,66.94,"1,858.84",71.57,Relatively Low,December 2025
24246,T15003008704,Hawaii,HI,15,Honolulu,County,003,15003,008704,15003008704,3331,"483,648,857.00","109,780.00",0.76,,0.00,0.00,"475,216.29",10.10,"138,349,383.73","1,401.59","138,826,001.60",0.30,0.00,0.00,Relatively Moderate,"1,354.37",0.00,34.90,0.00,"1,389.28",70.06,Relatively Low,0.00,0.00,0.00,84.84,"1,441.59",69.47,Relatively Low,December 2025
24247,T15003008705,Hawaii,HI,15,Honolulu,County,003,15003,008705,15003008705,3250,"327,018,152.00",0.00,0.31,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24248,T15003008706,Hawaii,HI,15,Honolulu,County,003,15003,008706,15003008706,3591,"842,964,755.00",0.00,1.16,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24249,T15003008707,Hawaii,HI,15,Honolulu,County,003,15003,008707,15003008707,6985,"450,538,176.00",0.00,0.32,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24250,T15003008801,Hawaii,HI,15,Honolulu,County,003,15003,008801,15003008801,4056,"226,703,522.00",0.00,0.16,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24251,T15003008802,Hawaii,HI,15,Honolulu,County,003,15003,008802,15003008802,5304,"635,604,840.00",0.00,0.43,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24252,T15003008906,Hawaii,HI,15,Honolulu,County,003,15003,008906,15003008906,4026,"486,847,501.00",0.00,0.65,,0.00,0.00,"6,321,358.85",40.01,"548,137,389.62",0.00,"554,458,748.47",0.30,0.00,0.00,Relatively Moderate,"9,043.39",0.00,528.04,0.00,"9,571.43",83.88,Relatively Low,0.00,0.00,0.00,91.84,"9,130.48",82.65,Relatively Low,December 2025
24253,T15003008909,Hawaii,HI,15,Honolulu,County,003,15003,008909,15003008909,3820,"515,037,267.00",0.00,0.39,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24254,T15003008912,Hawaii,HI,15,Honolulu,County,003,15003,008912,15003008912,3103,"318,609,165.00",0.00,0.19,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24255,T15003008913,Hawaii,HI,15,Honolulu,County,003,15003,008913,15003008913,5128,"404,962,635.00",0.00,0.32,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24256,T15003008917,Hawaii,HI,15,Honolulu,County,003,15003,008917,15003008917,4579,"770,563,241.00","10,261.00",0.77,,0.00,0.04,"36,710,168.26",298.03,"4,083,067,475.75","9,933.45","4,119,787,577.46",0.30,0.00,0.00,Relatively Moderate,"24,731.83",0.00,"1,922.11",0.07,"26,654.02",89.64,Relatively Moderate,0.00,0.00,0.00,92.55,"24,348.27",88.34,Relatively Low,December 2025
24257,T15003008918,Hawaii,HI,15,Honolulu,County,003,15003,008918,15003008918,5529,"766,428,744.00","27,638.00",0.92,,0.01,0.06,"89,260,452.21",473.09,"6,481,355,553.37","8,882.77","6,570,624,888.35",0.30,0.00,0.00,Relatively Moderate,"168,023.13",0.00,"8,265.22",0.19,"176,288.55",96.23,Relatively Moderate,0.00,0.00,0.00,97.25,"138,616.40",95.30,Relatively Moderate,December 2025
24258,T15003008921,Hawaii,HI,15,Honolulu,County,003,15003,008921,15003008921,3121,"271,634,712.00",0.00,0.35,,0.02,0.02,"21,170,864.01",231.13,"3,166,435,606.64",0.00,"3,187,606,470.65",0.30,0.00,0.00,Relatively High,"98,643.58",0.00,"10,149.92",0.00,"108,793.49",95.00,Relatively Moderate,0.00,0.00,0.00,95.29,"103,293.58",94.45,Relatively Moderate,December 2025
24259,T15003008926,Hawaii,HI,15,Honolulu,County,003,15003,008926,15003008926,1742,"333,238,530.00",0.00,0.90,,0.00,0.03,"63,555,950.46",344.00,"4,712,840,021.27",0.00,"4,776,395,971.73",0.30,0.00,0.00,Relatively Moderate,"55,817.85",0.00,"2,764.18",0.00,"58,582.03",92.99,Relatively Moderate,0.00,0.00,0.00,96.95,"46,063.29",91.49,Relatively Moderate,December 2025
24260,T15003008928,Hawaii,HI,15,Honolulu,County,003,15003,008928,15003008928,4102,"519,880,837.00",0.00,0.50,,0.00,0.01,"22,530,608.57",131.45,"1,800,896,186.40",0.00,"1,823,426,794.97",0.30,0.00,0.00,Relatively Moderate,"31,573.96",0.00,"1,924.18",0.00,"33,498.14",90.76,Relatively Moderate,0.00,0.00,0.00,94.72,"26,339.72",88.76,Relatively Moderate,December 2025
24261,T15003008929,Hawaii,HI,15,Honolulu,County,003,15003,008929,15003008929,4906,"623,085,308.00",0.00,0.53,,0.00,0.03,"47,566,088.04",482.07,"6,604,379,481.69",0.00,"6,651,945,569.73",0.30,0.00,0.00,Relatively Low,"14,585.30",0.00,"1,316.25",0.00,"15,901.56",86.90,Relatively Low,0.00,0.00,0.00,91.05,"19,901.39",87.29,Relatively Low,December 2025
24262,T15003008930,Hawaii,HI,15,Honolulu,County,003,15003,008930,15003008930,2416,"501,774,551.00",0.00,0.41,,0.00,0.02,"33,666,696.46",145.31,"1,990,718,172.30",0.00,"2,024,384,868.76",0.30,0.00,0.00,Relatively Moderate,"48,969.42",0.00,"1,951.23",0.00,"50,920.64",92.46,Relatively Moderate,0.00,0.00,0.00,96.56,"40,039.11",90.82,Relatively Moderate,December 2025
24263,T15003008931,Hawaii,HI,15,Honolulu,County,003,15003,008931,15003008931,3224,"594,642,397.00","461,792.00",28.07,,0.01,0.11,"68,068,585.94",414.70,"5,681,412,224.47","250,133.59","5,749,730,944.01",0.30,0.00,0.00,Relatively Moderate,"138,689.68",0.00,"7,439.83",6.14,"146,135.65",95.78,Relatively Moderate,0.00,0.00,0.00,97.12,"114,907.05",94.73,Relatively Moderate,December 2025
24264,T15003008932,Hawaii,HI,15,Honolulu,County,003,15003,008932,15003008932,2645,"389,340,730.00",0.00,0.31,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,Relatively Low,0.00,0.00,0.00,0.00,0.00,18.89,Very Low,0.00,0.00,0.00,24.48,0.00,18.88,Very Low,December 2025
