OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Wildfire - Number of Events,Wildfire - Annualized Frequency,Wildfire - Exposure - Impacted Area (sq mi),Wildfire - Exposure - Building Value,Wildfire - Exposure - Population,Wildfire - Exposure - Population Equivalence,Wildfire - Exposure - Agriculture Value,Wildfire - Exposure - Total,Wildfire - Historic Loss Ratio - Buildings,Wildfire - Historic Loss Ratio - Population,Wildfire - Historic Loss Ratio - Agriculture,Wildfire - Historic Loss Ratio - Total Rating,Wildfire - Expected Annual Loss - Building Value,Wildfire - Expected Annual Loss - Population,Wildfire - Expected Annual Loss - Population Equivalence,Wildfire - Expected Annual Loss - Agriculture Value,Wildfire - Expected Annual Loss - Total,Wildfire - Expected Annual Loss Score,Wildfire - Expected Annual Loss Rating,Wildfire - Expected Annual Loss Rate - Building,Wildfire - Expected Annual Loss Rate - Population,Wildfire - Expected Annual Loss Rate - Agriculture,Wildfire - Expected Annual Loss Rate - National Percentile,Wildfire - Hazard Type Risk Index Value,Wildfire - Hazard Type Risk Index Score,Wildfire - Hazard Type Risk Index Rating,National Risk Index Version
24396,T15009030204,Hawaii,HI,15,Maui,County,009,15009,030204,15009030204,3558,"472,816,159.00","909,016.00",10.79,,0.00,0.49,"95,857,454.67",788.57,"10,803,396,885.17","170,263.88","10,899,424,603.72",0.30,0.00,0.00,Relatively Low,"32,375.51",0.00,"2,611.86",0.51,"34,987.88",90.93,Relatively Moderate,0.00,0.00,0.00,94.07,"45,352.95",91.41,Relatively Moderate,December 2025
24397,T15009030304,Hawaii,HI,15,Maui,County,009,15009,030304,15009030304,3269,"544,776,094.00","9,086,912.00",43.13,,0.00,6.05,"197,652,866.64","1,481.70","20,299,298,243.89","6,664,618.20","20,503,615,728.72",0.30,0.00,0.00,Relatively Moderate,"190,846.97",0.00,"13,978.62",60.35,"204,885.94",96.59,Relatively High,0.00,0.00,0.00,96.62,"261,290.91",96.79,Relatively High,December 2025
24398,T15009030305,Hawaii,HI,15,Maui,County,009,15009,030305,15009030305,5810,"1,122,465,179.00","4,002,503.00",126.07,,0.00,20.78,"281,866,140.28","1,690.63","23,161,690,882.37","3,671,393.12","23,447,228,415.78",0.30,0.00,0.00,Relatively Moderate,"293,761.49",0.00,"15,049.02",49.30,"308,859.81",97.36,Relatively High,0.00,0.00,0.00,97.36,"363,410.72",97.44,Relatively High,December 2025
24399,T15009030306,Hawaii,HI,15,Maui,County,009,15009,030306,15009030306,2243,"348,754,835.00","259,989.00",9.55,,0.00,0.14,"22,078,168.26",136.78,"1,873,883,828.74","110,035.04","1,896,072,032.05",0.30,0.00,0.00,Relatively Moderate,"25,144.99",0.00,"1,431.24",1.44,"26,577.66",89.62,Relatively Moderate,0.00,0.00,0.00,95.21,"27,362.75",88.99,Relatively Moderate,December 2025
24400,T15009030307,Hawaii,HI,15,Maui,County,009,15009,030307,15009030307,1542,"2,323,474,746.00",0.00,15.42,,0.00,0.05,"62,753,655.29",78.68,"1,077,969,182.36",0.00,"1,140,722,837.65",0.30,0.00,0.00,Relatively High,"44,038.92",0.00,485.19,0.00,"44,524.11",91.92,Relatively Moderate,0.00,0.00,0.00,94.14,"55,186.69",92.20,Relatively Moderate,December 2025
24401,T15009030403,Hawaii,HI,15,Maui,County,009,15009,030403,15009030403,3522,"506,522,626.00","423,596.00",7.40,,0.00,1.93,"98,774,198.01",836.71,"11,462,956,172.20","351,009.00","11,562,081,379.21",0.30,0.00,0.00,Relatively Moderate,"82,458.57",0.00,"6,860.46",3.93,"89,322.97",94.39,Relatively Moderate,0.00,0.00,0.00,95.31,"84,778.22",93.76,Relatively Moderate,December 2025
24402,T15009030404,Hawaii,HI,15,Maui,County,009,15009,030404,15009030404,5562,"711,351,900.00","6,564,378.00",10.69,,0.00,3.60,"49,437,750.33",349.08,"4,782,357,237.54","4,461,710.91","4,836,256,698.77",0.30,0.00,0.00,Relatively Moderate,"15,601.68",0.00,"1,008.13",27.88,"16,637.68",87.17,Relatively Low,0.00,0.00,0.00,92.10,"22,868.56",88.01,Relatively Low,December 2025
24403,T15009030405,Hawaii,HI,15,Maui,County,009,15009,030405,15009030405,1850,"283,023,721.00","7,726,415.00",15.33,,0.00,8.75,"26,843,019.10",122.09,"1,672,603,659.27","6,669,785.06","1,706,116,463.42",0.30,0.00,0.00,Relatively Moderate,"23,185.55",0.00,981.64,57.88,"24,225.07",89.15,Relatively Moderate,0.00,0.00,0.00,96.14,"23,141.48",88.07,Relatively Low,December 2025
24404,T15009030406,Hawaii,HI,15,Maui,County,009,15009,030406,15009030406,7490,"1,239,896,704.00","26,733.00",2.68,,0.00,0.17,"101,908,495.45",735.88,"10,081,598,956.05","16,389.67","10,183,523,841.18",0.30,0.00,0.00,Relatively Low,"16,983.25",0.00,"1,179.94",0.04,"18,163.24",87.69,Relatively Low,0.00,0.00,0.00,90.20,"24,159.90",88.31,Relatively Low,December 2025
24405,T15009030501,Hawaii,HI,15,Maui,County,009,15009,030501,15009030501,2493,"428,282,442.00","7,598,054.00",9.77,,0.00,5.03,"64,937,324.07",232.98,"3,191,827,477.79","6,291,150.93","3,263,055,952.78",0.30,0.00,0.00,Relatively Moderate,"36,724.30",0.00,"1,145.41",36.68,"37,906.39",91.28,Relatively Moderate,0.00,0.00,0.00,96.76,"41,980.01",91.04,Relatively Moderate,December 2025
24406,T15009030705,Hawaii,HI,15,Maui,County,009,15009,030705,15009030705,4566,"707,204,092.00","16,774,544.00",19.73,,0.00,11.06,"128,026,885.20",491.37,"6,731,720,793.31","13,828,166.57","6,873,575,845.08",0.30,0.00,0.00,Relatively Moderate,"149,870.18",0.00,"5,201.43",173.81,"155,245.42",95.93,Relatively Moderate,0.00,0.00,0.00,97.95,"167,757.40",95.76,Relatively Moderate,December 2025
24407,T15009030706,Hawaii,HI,15,Maui,County,009,15009,030706,15009030706,2472,"398,158,286.00",0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24408,T15009030708,Hawaii,HI,15,Maui,County,009,15009,030708,15009030708,3157,"599,808,331.00",4.00,1.81,,0.00,0.04,"49,626,518.33",164.33,"2,251,369,645.04",0.00,"2,300,996,163.37",0.30,0.00,0.00,Relatively Moderate,"41,442.51",0.00,"1,143.85",0.00,"42,586.36",91.75,Relatively Moderate,0.00,0.00,0.00,96.51,"56,756.20",92.30,Relatively Moderate,December 2025
24409,T15009030709,Hawaii,HI,15,Maui,County,009,15009,030709,15009030709,3416,"992,511,725.00",0.00,1.41,,0.00,0.06,"99,505,524.86",304.25,"4,168,247,023.07",0.00,"4,267,752,547.93",0.30,0.00,0.00,Relatively Moderate,"106,782.75",0.00,"3,092.80",0.00,"109,875.55",95.03,Relatively Moderate,0.00,0.00,0.00,97.24,"159,157.70",95.65,Relatively Moderate,December 2025
24410,T15009030710,Hawaii,HI,15,Maui,County,009,15009,030710,15009030710,2403,"701,673,844.00",0.00,0.88,,0.00,0.02,"39,752,796.29",167.12,"2,289,489,366.88",0.00,"2,329,242,163.17",0.30,0.00,0.00,Relatively Moderate,"43,008.53",0.00,"1,900.43",0.00,"44,908.96",91.96,Relatively Moderate,0.00,0.00,0.00,95.49,"61,360.58",92.61,Relatively Moderate,December 2025
24411,T15009030711,Hawaii,HI,15,Maui,County,009,15009,030711,15009030711,2438,"379,884,682.00",0.00,0.30,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,Relatively Low,0.00,0.00,0.00,0.00,0.00,18.86,Very Low,0.00,0.00,0.00,24.12,0.00,18.85,Very Low,December 2025
24412,T15009030712,Hawaii,HI,15,Maui,County,009,15009,030712,15009030712,1990,"278,907,113.00",0.00,0.23,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,Relatively Low,0.00,0.00,0.00,0.00,0.00,18.89,Very Low,0.00,0.00,0.00,24.23,0.00,18.89,Very Low,December 2025
24413,T15009030713,Hawaii,HI,15,Maui,County,009,15009,030713,15009030713,3366,"770,056,440.00",0.00,1.56,,0.00,0.01,"2,892,520.87",62.65,"858,365,595.64",0.00,"861,258,116.51",0.30,0.00,0.00,Relatively Moderate,"2,774.22",0.00,220.15,0.00,"2,994.36",76.06,Relatively Low,0.00,0.00,0.00,82.96,"3,174.76",75.59,Relatively Low,December 2025
24414,T15009030800,Hawaii,HI,15,Maui,County,009,15009,030800,15009030800,7413,"1,008,121,501.00","4,651,378.00",59.82,,0.00,2.33,"158,843,180.68","1,176.62","16,119,677,950.31","2,349,356.76","16,280,870,487.75",0.30,0.00,0.00,Relatively Moderate,"165,591.63",0.00,"10,105.09",32.84,"175,729.57",96.23,Relatively Moderate,0.00,0.00,0.00,96.34,"157,715.07",95.64,Relatively Moderate,December 2025
24415,T15009030901,Hawaii,HI,15,Maui,County,009,15009,030901,15009030901,2830,"653,042,159.00",0.00,0.40,,0.00,0.02,"318,047.73",167.06,"2,288,738,726.35",0.00,"2,289,056,774.08",0.30,0.00,0.00,Relatively Low,243.12,0.00,831.92,0.00,"1,075.04",67.66,Very Low,0.00,0.00,0.00,22.14,"1,696.02",70.81,Relatively Low,December 2025
24416,T15009030902,Hawaii,HI,15,Maui,County,009,15009,030902,15009030902,3428,"856,207,730.00",0.00,0.63,,0.00,0.01,"6,920,329.03",53.75,"736,417,045.36",0.00,"743,337,374.39",0.30,0.00,0.00,Relatively Low,"1,038.05",0.00,76.04,0.00,"1,114.09",68.04,Very Low,0.00,0.00,0.00,76.00,"1,145.30",67.36,Very Low,December 2025
24417,T15009030903,Hawaii,HI,15,Maui,County,009,15009,030903,15009030903,6505,"572,441,501.00","117,503.00",1.33,,0.00,0.03,"9,250,756.20",106.94,"1,465,081,312.35","17,743.24","1,474,349,811.79",0.30,0.00,0.00,Relatively Low,"1,408.35",0.00,153.46,0.02,"1,561.84",71.09,Relatively Low,0.00,0.00,0.00,78.83,"1,548.07",70.05,Relatively Low,December 2025
24418,T15009031001,Hawaii,HI,15,Maui,County,009,15009,031001,15009031001,6473,"1,005,927,974.00","102,988.00",2.87,,0.00,0.32,"344,232,541.00","2,094.25","28,691,220,666.89",0.00,"29,035,453,207.89",0.30,0.00,0.00,Relatively Moderate,"284,941.21",0.00,"15,849.68",0.00,"300,790.90",97.31,Relatively High,0.00,0.00,0.00,97.23,"211,874.45",96.34,Relatively High,December 2025
24419,T15009031002,Hawaii,HI,15,Maui,County,009,15009,031002,15009031002,4162,"1,358,023,088.00",0.00,1.01,,0.00,0.02,"15,163,215.44",64.86,"888,625,877.53",0.00,"903,789,092.97",0.30,0.00,0.00,Relatively Low,"1,788.18",0.00,64.04,0.00,"1,852.22",72.44,Relatively Low,0.00,0.00,0.00,79.10,"2,822.82",74.76,Relatively Low,December 2025
24420,T15009031102,Hawaii,HI,15,Maui,County,009,15009,031102,15009031102,5865,"560,187,909.00",0.00,0.54,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24421,T15009031104,Hawaii,HI,15,Maui,County,009,15009,031104,15009031104,2144,"247,139,666.00",0.00,0.66,,0.00,0.06,"76,786,605.59",747.75,"10,244,230,349.10",0.00,"10,321,016,954.69",0.30,0.00,0.00,Relatively Moderate,"46,031.57",0.00,"3,794.25",0.00,"49,825.82",92.38,Relatively Moderate,0.00,0.00,0.00,95.55,"35,096.87",90.18,Relatively Moderate,December 2025
24422,T15009031105,Hawaii,HI,15,Maui,County,009,15009,031105,15009031105,6446,"599,245,023.00",0.00,0.62,,0.00,0.01,"7,187,222.66",98.27,"1,346,290,496.83",0.00,"1,353,477,719.50",0.30,0.00,0.00,Relatively Moderate,"4,847.96",0.00,625.10,0.00,"5,473.06",80.23,Relatively Low,0.00,0.00,0.00,84.28,"5,934.30",79.83,Relatively Low,December 2025
24423,T15009031106,Hawaii,HI,15,Maui,County,009,15009,031106,15009031106,6002,"864,669,710.00",0.00,0.96,,0.00,0.00,"4,443,590.59",2.46,"33,687,365.59",0.00,"38,130,956.18",0.30,0.00,0.00,Relatively Moderate,957.68,0.00,3.32,0.00,961.00,66.52,Very Low,0.00,0.00,0.00,79.92,676.92,61.97,Very Low,December 2025
24424,T15009031107,Hawaii,HI,15,Maui,County,009,15009,031107,15009031107,2079,"396,195,316.00",0.00,1.69,,0.00,0.09,"117,023,257.55",393.56,"5,391,770,493.00",0.00,"5,508,793,750.55",0.30,0.00,0.00,Relatively Moderate,"78,002.53",0.00,"1,115.02",0.00,"79,117.55",94.00,Relatively Moderate,0.00,0.00,0.00,98.91,"114,822.42",94.73,Relatively Moderate,December 2025
24425,T15009031402,Hawaii,HI,15,Maui,County,009,15009,031402,15009031402,3208,"555,539,298.00","272,858.00",9.85,,0.01,0.31,"109,745,164.75",592.96,"8,123,526,104.24","269,697.33","8,233,540,966.32",0.30,0.00,0.00,Relatively Moderate,"192,899.17",0.00,"11,803.92",3.98,"204,707.06",96.58,Relatively High,0.00,0.00,0.00,97.18,"254,754.60",96.75,Relatively High,December 2025
24426,T15009031404,Hawaii,HI,15,Maui,County,009,15009,031404,15009031404,3195,"951,067,632.00",0.00,1.32,,0.01,0.02,"37,739,930.07",315.30,"4,319,613,400.57",0.00,"4,357,353,330.64",0.30,0.00,0.00,Relatively Moderate,"64,822.00",0.00,"5,001.47",0.00,"69,823.46",93.55,Relatively Moderate,0.00,0.00,0.00,94.20,"65,258.61",92.82,Relatively Moderate,December 2025
24427,T15009031405,Hawaii,HI,15,Maui,County,009,15009,031405,15009031405,6280,"634,180,511.00","150,450.00",6.71,,0.01,0.13,"77,123,593.80",639.15,"8,756,325,772.90","86,019.08","8,833,535,385.78",0.30,0.00,0.00,Relatively Moderate,"189,046.13",0.00,"12,218.36",2.37,"201,266.87",96.54,Relatively High,0.00,0.00,0.00,96.86,"216,301.43",96.39,Relatively High,December 2025
24428,T15009031501,Hawaii,HI,15,Maui,County,009,15009,031501,15009031501,2367,"759,605,258.00","23,093.00",2.52,,0.00,0.02,"16,129,378.18",31.28,"428,531,855.51",0.00,"444,661,233.69",0.30,0.00,0.00,Relatively Moderate,"1,907.17",0.00,31.44,0.00,"1,938.61",72.79,Relatively Low,0.00,0.00,0.00,84.85,"1,800.28",71.32,Relatively Low,December 2025
24429,T15009031503,Hawaii,HI,15,Maui,County,009,15009,031503,15009031503,2544,"2,495,691,775.00","2,109,836.00",16.37,,0.00,0.52,"134,036,274.52",91.22,"1,249,718,105.72","558,901.85","1,384,313,282.09",0.30,0.00,0.00,Relatively Moderate,"29,072.30",0.00,854.97,6.44,"29,933.71",90.24,Relatively Moderate,0.00,0.00,0.00,91.65,"29,882.48",89.43,Relatively Moderate,December 2025
24430,T15009031504,Hawaii,HI,15,Maui,County,009,15009,031504,15009031504,1202,"369,341,552.00","886,801.00",34.87,,0.00,0.19,"55,527,778.18",103.83,"1,422,421,984.64","145,851.98","1,478,095,614.81",0.30,0.00,0.00,Relatively High,"46,514.00",0.00,443.21,1.37,"46,958.58",92.14,Relatively Moderate,0.00,0.00,0.00,98.51,"42,586.64",91.11,Relatively Moderate,December 2025
24431,T15009031505,Hawaii,HI,15,Maui,County,009,15009,031505,15009031505,3541,"1,053,822,377.00","519,000.00",5.94,,0.00,0.06,0.00,0.00,0.00,"81,652.89","81,652.89",0.30,0.00,0.00,Relatively Moderate,0.00,0.00,0.00,0.95,0.95,19.66,Very Low,0.00,0.00,0.00,93.66,0.82,19.57,Very Low,December 2025
24432,T15009031601,Hawaii,HI,15,Maui,County,009,15009,031601,15009031601,3367,"629,195,610.00","356,469.00",165.63,,0.00,0.58,"52,873,494.03",289.00,"3,959,250,548.42","228,563.39","4,012,352,605.84",0.30,0.00,0.00,Relatively Moderate,"46,952.42",0.00,"2,072.91",1.98,"49,027.31",92.31,Relatively Moderate,0.00,0.00,0.00,95.89,"59,016.19",92.47,Relatively Moderate,December 2025
24433,T15009031700,Hawaii,HI,15,Maui,County,009,15009,031700,15009031700,4419,"789,146,168.00","441,390.00",145.74,,0.00,1.88,"150,273,362.93","1,109.82","15,204,472,387.51","294,289.83","15,355,040,040.27",0.30,0.00,0.00,Relatively Moderate,"189,149.69",0.00,"12,077.46",2.21,"201,229.36",96.54,Relatively High,0.00,0.00,0.00,96.67,"330,626.87",97.26,Relatively High,December 2025
24434,T15009031801,Hawaii,HI,15,Maui,County,009,15009,031801,15009031801,2845,"527,546,626.00","8,383,209.00",150.15,,0.01,17.92,"169,584,161.96","1,334.47","18,282,196,238.69","4,210,932.85","18,455,991,333.50",0.30,0.00,0.00,Relatively Moderate,"222,237.70",0.00,"17,235.69",71.11,"239,544.50",96.88,Relatively High,0.00,0.00,0.00,96.59,"308,169.39",97.11,Relatively High,December 2025
24435,T15009031900,Hawaii,HI,15,Maui,County,009,15009,031900,15009031900,6257,"2,905,010,347.00","22,935,686.00",29.15,,0.00,15.34,"182,287,824.64",69.77,"955,861,867.19","19,210,041.31","1,157,359,733.14",0.30,0.00,0.00,Relatively High,"124,515.63",0.00,250.60,161.00,"124,927.23",95.38,Relatively Moderate,0.00,0.00,0.00,96.72,"192,880.22",96.13,Relatively Moderate,December 2025
24436,T15009032000,Hawaii,HI,15,Maui,County,009,15009,032000,15009032000,1112,"501,934,079.00","7,998,064.00",48.47,,0.01,5.92,"162,141,953.76",532.51,"7,295,343,952.01","6,345,940.30","7,463,831,846.06",0.30,0.00,0.00,Relatively High,"547,431.14",0.00,"16,554.39",93.45,"564,078.97",98.30,Relatively High,0.00,0.00,0.00,99.50,"732,677.18",98.45,Relatively High,December 2025
24437,T15009980000,Hawaii,HI,15,Maui,County,009,15009,980000,15009980000,0,0.00,0.00,54.29,,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
