OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Landslide - Number of Events,Landslide - Annualized Frequency,Landslide - Exposure - Impacted Area (sq mi),Landslide - Exposure - Building Value,Landslide - Exposure - Population,Landslide - Exposure - Population Equivalence,Landslide - Exposure - Total,Landslide - Historic Loss Ratio - Buildings,Landslide - Historic Loss Ratio - Population,Landslide - Historic Loss Ratio - Total Rating,Landslide - Expected Annual Loss - Building Value,Landslide - Expected Annual Loss - Population,Landslide - Expected Annual Loss - Population Equivalence,Landslide - Expected Annual Loss - Total,Landslide - Expected Annual Loss Score,Landslide - Expected Annual Loss Rating,Landslide - Expected Annual Loss Rate - Building,Landslide - Expected Annual Loss Rate - Population,Landslide - Expected Annual Loss Rate - National Percentile,Landslide - Hazard Type Risk Index Value,Landslide - Hazard Type Risk Index Score,Landslide - Hazard Type Risk Index Rating,National Risk Index Version
24367,T15003981801,Hawaii,HI,15,Honolulu,County,003,15003,981801,15003981801,2394,"323,306,822.00",0.00,0.35,,0.00,0.00,"71,796.23",1.19,"16,340,836.95","16,412,633.18",0.00,0.00,Very Low,0.00,0.00,0.32,0.32,29.19,Very Low,0.00,0.00,8.98,0.25,26.70,Very Low,December 2025
24368,T15003981802,Hawaii,HI,15,Honolulu,County,003,15003,981802,15003981802,948,"118,062,438.00",0.00,1.38,,0.00,0.03,"2,153,915.85",12.47,"170,826,652.75","172,980,568.60",0.00,0.00,Relatively Low,1.11,0.00,117.78,118.89,81.35,Very Low,0.00,0.00,11.18,93.48,79.86,Very Low,December 2025
24369,T15003981803,Hawaii,HI,15,Honolulu,County,003,15003,981803,15003981803,3292,"187,794,487.00",0.00,1.57,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24370,T15003981900,Hawaii,HI,15,Honolulu,County,003,15003,981900,15003981900,349,"264,929,498.00",0.00,4.48,,0.00,0.00,"9,202.54",0.00,"23,180.26","32,382.79",0.00,0.00,Relatively Low,0.00,0.00,0.00,0.00,11.14,Very Low,0.00,0.00,17.24,0.00,10.72,Very Low,December 2025
24371,T15003982000,Hawaii,HI,15,Honolulu,County,003,15003,982000,15003982000,1060,"160,163,621.00",0.00,1.64,,0.00,0.17,"11,726,545.59",141.20,"1,934,380,281.48","1,946,106,827.07",0.00,0.00,Relatively Moderate,35.00,0.00,"7,714.16","7,749.16",97.04,Relatively Moderate,0.00,0.00,10.56,"6,093.20",96.76,Relatively Moderate,December 2025
24372,T15003982100,Hawaii,HI,15,Honolulu,County,003,15003,982100,15003982100,1,"10,456,220.00",0.00,0.02,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24373,T15003982200,Hawaii,HI,15,Honolulu,County,003,15003,982200,15003982200,31,"53,581,751.00",0.00,5.57,,0.00,0.01,"78,588.77",0.00,0.00,"78,588.77",0.00,0.00,Relatively Low,0.01,0.00,0.00,0.01,12.36,Very Low,0.00,0.00,52.09,0.01,11.75,Very Low,December 2025
24374,T15005031900,Hawaii,HI,15,Kalawao,County,005,15005,031900,15005031900,82,"92,527,450.00",0.00,17.62,,0.01,0.03,"6,474,109.15",4.58,"62,800,725.41","69,274,834.56",0.00,0.00,Very Low,0.57,0.00,0.12,0.69,35.38,Very Low,0.00,0.00,73.25,0.93,37.34,Very Low,December 2025
24375,T15007040104,Hawaii,HI,15,Kauai,County,007,15007,040104,15007040104,1552,"511,976,797.00","1,001,368.00",84.76,,0.03,0.22,"17,715,029.19",92.86,"1,272,243,132.15","1,289,958,161.34",0.03,0.00,Relatively Moderate,"20,853.04",0.00,12.99,"20,866.03",98.32,Relatively Moderate,0.00,0.00,99.89,"19,761.34",98.47,Relatively Moderate,December 2025
24376,T15007040105,Hawaii,HI,15,Kauai,County,007,15007,040105,15007040105,4393,"849,898,727.00","5,241,446.00",46.30,,0.01,0.69,"65,040,017.57",247.08,"3,384,952,635.36","3,449,992,652.93",0.03,0.00,Relatively Moderate,"19,805.69",0.00,8.94,"19,814.63",98.25,Relatively Moderate,0.00,0.00,99.85,"27,547.98",98.82,Relatively Moderate,December 2025
24377,T15007040106,Hawaii,HI,15,Kauai,County,007,15007,040106,15007040106,2157,"1,048,497,526.00","99,082.00",3.72,,0.00,0.41,"68,216,915.36",104.67,"1,433,937,076.80","1,502,153,992.16",0.03,0.00,Relatively Low,354.95,0.00,0.06,355.01,87.40,Relatively Low,0.00,0.00,98.18,440.07,88.58,Relatively Low,December 2025
24378,T15007040204,Hawaii,HI,15,Kauai,County,007,15007,040204,15007040204,5735,"733,821,078.00","656,256.00",8.05,,0.00,0.74,"58,835,874.42",378.78,"5,189,292,123.24","5,248,127,997.67",0.03,0.00,Relatively Low,"1,838.06",0.00,1.41,"1,839.46",93.80,Relatively Low,0.00,0.00,99.45,"1,667.26",93.66,Relatively Low,December 2025
24379,T15007040205,Hawaii,HI,15,Kauai,County,007,15007,040205,15007040205,4069,"959,825,143.00","801,158.00",6.65,,0.00,0.23,"27,562,223.58",141.62,"1,940,140,496.32","1,967,702,719.90",0.03,0.00,Relatively Low,884.52,0.00,0.54,885.06,91.35,Relatively Low,0.00,0.00,99.01,953.06,91.81,Relatively Low,December 2025
24380,T15007040301,Hawaii,HI,15,Kauai,County,007,15007,040301,15007040301,6843,"620,986,635.00","215,977.00",2.35,,0.00,0.58,"57,140,217.64",575.93,"7,890,271,062.19","7,947,411,279.83",0.03,0.00,Relatively Low,569.25,0.00,0.68,569.93,89.58,Relatively Low,0.00,0.00,98.99,694.80,90.58,Relatively Low,December 2025
24381,T15007040302,Hawaii,HI,15,Kauai,County,007,15007,040302,15007040302,2127,"830,371,144.00","41,058.00",2.19,,0.00,0.20,"43,141,314.12",137.50,"1,883,796,005.92","1,926,937,320.04",0.03,0.00,Very Low,46.11,0.00,0.02,46.13,74.68,Very Low,0.00,0.00,94.16,52.31,75.68,Very Low,December 2025
24382,T15007040401,Hawaii,HI,15,Kauai,County,007,15007,040401,15007040401,7245,"1,151,337,319.00","8,173,674.00",80.87,,0.02,0.25,"26,940,557.58",208.27,"2,853,363,718.86","2,880,304,276.44",0.03,0.00,Relatively Moderate,"14,597.55",0.00,13.41,"14,610.96",97.91,Relatively Moderate,0.00,0.00,99.77,"13,908.90",98.06,Relatively Moderate,December 2025
24383,T15007040402,Hawaii,HI,15,Kauai,County,007,15007,040402,15007040402,3158,"978,868,884.00","127,202.00",2.45,,0.00,0.10,"8,963,690.05",31.81,"435,737,822.99","444,701,513.04",0.03,0.00,Very Low,27.08,0.00,0.01,27.09,70.43,Very Low,0.00,0.00,90.88,31.42,71.68,Very Low,December 2025
24384,T15007040500,Hawaii,HI,15,Kauai,County,007,15007,040500,15007040500,6455,"2,510,430,345.00","755,243.00",7.71,,0.00,0.42,"68,003,145.74",160.10,"2,193,432,843.71","2,261,435,989.46",0.03,0.00,Relatively Low,353.79,0.00,0.10,353.89,87.37,Relatively Low,0.00,0.00,96.86,430.07,88.48,Relatively Low,December 2025
24385,T15007040603,Hawaii,HI,15,Kauai,County,007,15007,040603,15007040603,2936,"1,576,187,641.00","1,893,802.00",18.84,,0.00,0.13,"18,466,098.84",28.43,"389,542,256.05","408,008,354.89",0.03,0.00,Relatively Moderate,"1,743.61",0.00,0.32,"1,743.93",93.64,Relatively Low,0.00,0.00,99.13,"1,667.96",93.66,Relatively Low,December 2025
24386,T15007040604,Hawaii,HI,15,Kauai,County,007,15007,040604,15007040604,3538,"713,275,412.00","1,412,889.00",9.40,,0.00,0.45,"36,915,877.26",208.86,"2,861,439,599.19","2,898,355,476.45",0.03,0.00,Relatively Low,872.94,0.00,0.59,873.53,91.30,Relatively Low,0.00,0.00,99.18,"1,091.40",92.28,Relatively Low,December 2025
24387,T15007040701,Hawaii,HI,15,Kauai,County,007,15007,040701,15007040701,2704,"367,747,891.00","950,643.00",24.95,,0.01,0.56,"72,042,283.20",470.63,"6,447,573,042.01","6,519,615,325.21",0.03,0.00,Relatively Moderate,"24,452.81",0.00,18.98,"24,471.79",98.50,Relatively Moderate,0.00,0.00,99.91,"21,172.88",98.55,Relatively Moderate,December 2025
24388,T15007040702,Hawaii,HI,15,Kauai,County,007,15007,040702,15007040702,6315,"1,022,446,815.00","12,126,151.00",13.52,,0.00,0.70,"87,283,731.62",454.60,"6,228,025,701.84","6,315,309,433.46",0.03,0.00,Relatively Low,"2,317.68",0.00,1.43,"2,319.11",94.44,Relatively Low,0.00,0.00,99.41,"2,214.54",94.55,Relatively Low,December 2025
24389,T15007040800,Hawaii,HI,15,Kauai,County,007,15007,040800,15007040800,3734,"544,582,053.00","23,135,346.00",124.95,,0.05,0.22,"25,405,351.92",132.18,"1,810,812,518.10","1,836,217,870.02",0.03,0.00,Relatively High,"41,628.59",0.00,25.73,"41,654.32",98.95,Relatively Moderate,0.00,0.00,99.92,"43,017.31",99.20,Relatively Moderate,December 2025
24390,T15007040900,Hawaii,HI,15,Kauai,County,007,15007,040900,15007040900,5959,"1,372,812,023.00","13,569,584.00",97.96,,0.03,0.26,"21,884,205.09",69.87,"957,285,298.42","979,169,503.51",0.03,0.00,Relatively High,"20,066.90",0.00,7.61,"20,074.51",98.26,Relatively Moderate,0.00,0.00,99.81,"21,247.52",98.55,Relatively Moderate,December 2025
24391,T15007041200,Hawaii,HI,15,Kauai,County,007,15007,041200,15007041200,84,0.00,"4,592,613.00",85.65,,0.01,0.00,0.00,1.62,"22,159,661.31","22,159,661.31",0.03,0.00,Very Low,0.00,0.00,0.05,0.05,18.00,Very Low,0.00,0.00,8.51,0.05,17.94,Very Low,December 2025
24392,T15007940000,Hawaii,HI,15,Kauai,County,007,15007,940000,15007940000,4132,"527,524,564.00","3,771,240.00",58.87,,0.02,0.45,"26,678,608.80",153.59,"2,104,114,716.02","2,130,793,324.83",0.03,0.00,Relatively Moderate,"15,553.28",0.00,10.64,"15,563.92",97.99,Relatively Moderate,0.00,0.00,99.86,"15,787.70",98.21,Relatively Moderate,December 2025
24393,T15009030100,Hawaii,HI,15,Maui,County,009,15009,030100,15009030100,2703,"466,380,238.00","2,381,177.00",226.46,,0.44,0.65,"32,060,435.06",193.61,"2,652,451,428.83","2,684,511,863.89",0.00,0.00,Relatively Low,12.51,0.00,351.02,363.52,87.51,Relatively Low,0.00,0.00,17.13,456.87,88.76,Relatively Low,December 2025
24394,T15009030201,Hawaii,HI,15,Maui,County,009,15009,030201,15009030201,2764,"329,815,278.00","667,304.00",47.67,,0.06,0.75,"48,206,024.69",372.90,"5,108,723,481.46","5,156,929,506.16",0.00,0.00,Very Low,2.60,0.00,93.46,96.06,79.92,Very Low,0.00,0.00,14.51,88.90,79.53,Very Low,December 2025
24395,T15009030203,Hawaii,HI,15,Maui,County,009,15009,030203,15009030203,4334,"592,043,828.00","486,412.00",6.22,,0.01,0.56,"47,636,659.07",324.31,"4,442,985,164.34","4,490,621,823.40",0.00,0.00,Very Low,0.22,0.00,6.97,7.19,58.22,Very Low,0.00,0.00,12.26,6.83,57.37,Very Low,December 2025
24396,T15009030204,Hawaii,HI,15,Maui,County,009,15009,030204,15009030204,3558,"472,816,159.00","909,016.00",10.79,,0.01,0.62,"46,930,037.36",337.09,"4,618,180,642.60","4,665,110,679.96",0.00,0.00,Very Low,0.25,0.00,8.21,8.46,59.81,Very Low,0.00,0.00,12.36,10.96,62.11,Very Low,December 2025
24397,T15009030304,Hawaii,HI,15,Maui,County,009,15009,030304,15009030304,3269,"544,776,094.00","9,086,912.00",43.13,,0.01,1.02,"51,642,393.62",281.84,"3,861,161,932.42","3,912,804,326.04",0.00,0.00,Very Low,0.59,0.00,14.95,15.54,65.65,Very Low,0.00,0.00,14.16,19.82,67.64,Very Low,December 2025
24398,T15009030305,Hawaii,HI,15,Maui,County,009,15009,030305,15009030305,5810,"1,122,465,179.00","4,002,503.00",126.07,,0.24,1.89,"160,563,880.55",787.31,"10,786,200,700.83","10,946,764,581.38",0.00,0.00,Relatively Low,34.30,0.00,781.62,815.91,91.03,Relatively Low,0.00,0.00,18.80,960.02,91.83,Relatively Low,December 2025
24399,T15009030306,Hawaii,HI,15,Maui,County,009,15009,030306,15009030306,2243,"348,754,835.00","259,989.00",9.55,,0.00,0.28,"12,170,901.77",75.79,"1,038,269,051.53","1,050,439,953.30",0.00,0.00,Very Low,0.02,0.00,0.47,0.48,32.44,Very Low,0.00,0.00,11.26,0.50,31.84,Very Low,December 2025
24400,T15009030307,Hawaii,HI,15,Maui,County,009,15009,030307,15009030307,1542,"2,323,474,746.00",0.00,15.42,,0.00,0.48,"88,548,926.34",34.43,"471,683,326.91","560,232,253.25",0.00,0.00,Very Low,0.11,0.00,0.20,0.31,28.87,Very Low,0.00,0.00,26.95,0.38,29.82,Very Low,December 2025
24401,T15009030403,Hawaii,HI,15,Maui,County,009,15009,030403,15009030403,3522,"506,522,626.00","423,596.00",7.40,,0.01,0.57,"46,486,389.48",305.45,"4,184,664,512.74","4,231,150,902.23",0.00,0.00,Very Low,0.29,0.00,8.90,9.19,60.70,Very Low,0.00,0.00,12.76,8.72,59.82,Very Low,December 2025
24402,T15009030404,Hawaii,HI,15,Maui,County,009,15009,030404,15009030404,5562,"711,351,900.00","6,564,378.00",10.69,,0.00,0.41,"23,311,510.54",164.42,"2,252,560,105.07","2,275,871,615.61",0.00,0.00,Very Low,0.09,0.00,2.88,2.97,49.28,Very Low,0.00,0.00,11.50,4.08,52.10,Very Low,December 2025
24403,T15009030405,Hawaii,HI,15,Maui,County,009,15009,030405,15009030405,1850,"283,023,721.00","7,726,415.00",15.33,,0.01,0.24,"11,855,085.97",67.44,"923,952,168.41","935,807,254.38",0.00,0.00,Very Low,0.10,0.00,2.67,2.77,48.56,Very Low,0.00,0.00,12.81,2.64,47.60,Very Low,December 2025
24404,T15009030406,Hawaii,HI,15,Maui,County,009,15009,030406,15009030406,7490,"1,239,896,704.00","26,733.00",2.68,,0.00,0.61,"40,750,337.40",194.90,"2,670,123,876.35","2,710,874,213.75",0.00,0.00,Very Low,0.04,0.00,0.96,1.00,38.66,Very Low,0.00,0.00,11.64,1.33,40.70,Very Low,December 2025
24405,T15009030501,Hawaii,HI,15,Maui,County,009,15009,030501,15009030501,2493,"428,282,442.00","7,598,054.00",9.77,,0.00,0.09,"7,167,510.85",19.13,"262,047,685.17","269,215,196.02",0.00,0.00,Very Low,0.01,0.00,0.09,0.10,21.53,Very Low,0.00,0.00,12.76,0.11,21.51,Very Low,December 2025
24406,T15009030705,Hawaii,HI,15,Maui,County,009,15009,030705,15009030705,4566,"707,204,092.00","16,774,544.00",19.73,,0.00,0.03,"960,094.23",7.78,"106,630,623.18","107,590,717.41",0.00,0.00,Very Low,0.00,0.00,0.05,0.05,18.21,Very Low,0.00,0.00,10.14,0.05,18.03,Very Low,December 2025
24407,T15009030706,Hawaii,HI,15,Maui,County,009,15009,030706,15009030706,2472,"398,158,286.00",0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24408,T15009030708,Hawaii,HI,15,Maui,County,009,15009,030708,15009030708,3157,"599,808,331.00",4.00,1.81,,0.00,0.01,"416,550.44",1.17,"16,019,441.94","16,435,992.38",0.00,0.00,Very Low,0.00,0.00,0.00,0.00,9.20,Very Low,0.00,0.00,11.20,0.00,9.35,Very Low,December 2025
24409,T15009030709,Hawaii,HI,15,Maui,County,009,15009,030709,15009030709,3416,"992,511,725.00",0.00,1.41,,0.00,0.13,"9,156,766.60",29.83,"408,677,790.60","417,834,557.20",0.00,0.00,Very Low,0.00,0.00,0.01,0.01,12.43,Very Low,0.00,0.00,11.11,0.01,13.03,Very Low,December 2025
24410,T15009030710,Hawaii,HI,15,Maui,County,009,15009,030710,15009030710,2403,"701,673,844.00",0.00,0.88,,0.00,0.12,"7,575,293.22",29.46,"403,598,802.22","411,174,095.44",0.00,0.00,Very Low,0.00,0.00,0.00,0.00,11.11,Very Low,0.00,0.00,10.82,0.00,11.47,Very Low,December 2025
24411,T15009030711,Hawaii,HI,15,Maui,County,009,15009,030711,15009030711,2438,"379,884,682.00",0.00,0.30,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24412,T15009030712,Hawaii,HI,15,Maui,County,009,15009,030712,15009030712,1990,"278,907,113.00",0.00,0.23,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24413,T15009030713,Hawaii,HI,15,Maui,County,009,15009,030713,15009030713,3366,"770,056,440.00",0.00,1.56,,0.00,0.00,"27,394.59",0.18,"2,434,769.97","2,462,164.56",0.00,0.00,Very Low,0.00,0.00,0.00,0.00,8.56,Very Low,0.00,0.00,10.10,0.00,8.63,Very Low,December 2025
24414,T15009030800,Hawaii,HI,15,Maui,County,009,15009,030800,15009030800,7413,"1,008,121,501.00","4,651,378.00",59.82,,0.15,0.57,"93,441,550.20",544.45,"7,458,956,765.91","7,552,398,316.11",0.00,0.00,Very Low,12.75,0.00,345.21,357.95,87.44,Relatively Low,0.00,0.00,16.66,321.26,87.10,Relatively Low,December 2025
24415,T15009030901,Hawaii,HI,15,Maui,County,009,15009,030901,15009030901,2830,"653,042,159.00",0.00,0.40,,0.00,0.07,"8,265,867.31",58.38,"799,819,442.52","808,085,309.83",0.00,0.00,Very Low,0.00,0.00,0.02,0.02,15.39,Very Low,0.00,0.00,10.23,0.04,16.57,Very Low,December 2025
24416,T15009030902,Hawaii,HI,15,Maui,County,009,15009,030902,15009030902,3428,"856,207,730.00",0.00,0.63,,0.00,0.06,"6,512,997.79",24.03,"329,196,079.37","335,709,077.16",0.00,0.00,Very Low,0.00,0.00,0.00,0.00,11.25,Very Low,0.00,0.00,10.89,0.00,11.18,Very Low,December 2025
24417,T15009030903,Hawaii,HI,15,Maui,County,009,15009,030903,15009030903,6505,"572,441,501.00","117,503.00",1.33,,0.00,0.39,"103,333,526.98","1,152.37","15,787,453,551.66","15,890,787,078.63",0.00,0.00,Very Low,0.05,0.00,2.38,2.43,47.30,Very Low,0.00,0.00,10.60,2.41,46.70,Very Low,December 2025
24418,T15009031001,Hawaii,HI,15,Maui,County,009,15009,031001,15009031001,6473,"1,005,927,974.00","102,988.00",2.87,,0.00,0.41,"35,194,311.78",204.12,"2,796,377,224.07","2,831,571,535.86",0.00,0.00,Very Low,0.10,0.00,2.67,2.76,48.55,Very Low,0.00,0.00,11.78,1.95,44.50,Very Low,December 2025
24419,T15009031002,Hawaii,HI,15,Maui,County,009,15009,031002,15009031002,4162,"1,358,023,088.00",0.00,1.01,,0.00,0.38,"73,039,190.34",301.28,"4,127,552,377.83","4,200,591,568.16",0.00,0.00,Very Low,0.02,0.00,0.40,0.42,31.23,Very Low,0.00,0.00,11.57,0.64,33.99,Very Low,December 2025
24420,T15009031102,Hawaii,HI,15,Maui,County,009,15009,031102,15009031102,5865,"560,187,909.00",0.00,0.54,,0.00,0.25,"15,543,174.66",141.32,"1,936,080,145.97","1,951,623,320.63",0.00,0.00,Very Low,0.00,0.00,0.05,0.05,18.19,Very Low,0.00,0.00,10.05,0.06,18.70,Very Low,December 2025
24421,T15009031104,Hawaii,HI,15,Maui,County,009,15009,031104,15009031104,2144,"247,139,666.00",0.00,0.66,,0.00,0.00,"124,620.79",1.08,"14,764,978.06","14,889,598.84",0.00,0.00,Very Low,0.00,0.00,0.00,0.00,8.97,Very Low,0.00,0.00,9.89,0.00,8.92,Very Low,December 2025
24422,T15009031105,Hawaii,HI,15,Maui,County,009,15009,031105,15009031105,6446,"599,245,023.00",0.00,0.62,,0.00,0.00,"30,842.26",0.35,"4,780,935.88","4,811,778.13",0.00,0.00,Very Low,0.00,0.00,0.00,0.00,8.73,Very Low,0.00,0.00,9.68,0.00,8.79,Very Low,December 2025
24423,T15009031106,Hawaii,HI,15,Maui,County,009,15009,031106,15009031106,6002,"864,669,710.00",0.00,0.96,,0.00,0.24,"27,619,454.20",155.40,"2,128,941,740.02","2,156,561,194.21",0.00,0.00,Very Low,0.00,0.00,0.11,0.12,22.51,Very Low,0.00,0.00,10.72,0.08,20.12,Very Low,December 2025
24424,T15009031107,Hawaii,HI,15,Maui,County,009,15009,031107,15009031107,2079,"396,195,316.00",0.00,1.69,,0.00,0.11,"9,291,820.55",62.37,"854,530,164.31","863,821,984.86",0.00,0.00,Very Low,0.00,0.00,0.07,0.07,19.70,Very Low,0.00,0.00,10.51,0.10,20.98,Very Low,December 2025
24425,T15009031402,Hawaii,HI,15,Maui,County,009,15009,031402,15009031402,3208,"555,539,298.00","272,858.00",9.85,,0.02,0.06,"2,953,798.63",17.87,"244,823,407.42","247,777,206.05",0.00,0.00,Very Low,0.04,0.00,1.23,1.27,41.03,Very Low,0.00,0.00,11.59,1.58,42.44,Very Low,December 2025
24426,T15009031404,Hawaii,HI,15,Maui,County,009,15009,031404,15009031404,3195,"951,067,632.00",0.00,1.32,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24427,T15009031405,Hawaii,HI,15,Maui,County,009,15009,031405,15009031405,6280,"634,180,511.00","150,450.00",6.71,,0.02,0.12,"14,293,619.92",65.45,"896,634,540.98","910,928,160.90",0.00,0.00,Very Low,0.19,0.00,4.10,4.30,53.05,Very Low,0.00,0.00,13.45,4.62,53.38,Very Low,December 2025
24428,T15009031501,Hawaii,HI,15,Maui,County,009,15009,031501,15009031501,2367,"759,605,258.00","23,093.00",2.52,,0.00,0.30,"42,658,036.68",71.16,"974,948,563.56","1,017,606,600.24",0.00,0.00,Very Low,0.01,0.00,0.08,0.09,20.81,Very Low,0.00,0.00,14.37,0.08,19.97,Very Low,December 2025
24429,T15009031503,Hawaii,HI,15,Maui,County,009,15009,031503,15009031503,2544,"2,495,691,775.00","2,109,836.00",16.37,,0.02,0.29,"38,751,253.46",43.74,"599,272,481.87","638,023,735.33",0.00,0.00,Very Low,0.76,0.00,3.98,4.74,54.03,Very Low,0.00,0.00,22.92,4.73,53.65,Very Low,December 2025
24430,T15009031504,Hawaii,HI,15,Maui,County,009,15009,031504,15009031504,1202,"369,341,552.00","886,801.00",34.87,,0.07,0.25,"30,729,132.00",35.18,"481,959,408.93","512,688,540.93",0.00,0.00,Very Low,1.87,0.00,9.94,11.81,63.04,Very Low,0.00,0.00,31.58,10.71,61.87,Very Low,December 2025
24431,T15009031505,Hawaii,HI,15,Maui,County,009,15009,031505,15009031505,3541,"1,053,822,377.00","519,000.00",5.94,,0.00,0.09,"9,821,047.98",37.88,"519,020,459.86","528,841,507.84",0.00,0.00,Very Low,0.02,0.00,0.34,0.36,30.07,Very Low,0.00,0.00,11.77,0.31,28.16,Very Low,December 2025
24432,T15009031601,Hawaii,HI,15,Maui,County,009,15009,031601,15009031601,3367,"629,195,610.00","356,469.00",165.63,,0.15,0.21,"14,189,250.48",33.92,"464,721,857.14","478,911,107.61",0.00,0.00,Very Low,1.89,0.00,21.01,22.90,68.96,Very Low,0.00,0.00,21.65,27.56,70.58,Very Low,December 2025
24433,T15009031700,Hawaii,HI,15,Maui,County,009,15009,031700,15009031700,4419,"789,146,168.00","441,390.00",145.74,,0.28,0.62,"31,115,393.88",215.27,"2,949,138,319.33","2,980,253,713.22",0.00,0.00,Relatively Low,7.61,0.00,244.76,252.37,85.67,Relatively Low,0.00,0.00,15.29,414.66,88.33,Relatively Low,December 2025
24434,T15009031801,Hawaii,HI,15,Maui,County,009,15009,031801,15009031801,2845,"527,546,626.00","8,383,209.00",150.15,,0.08,0.26,"10,223,329.15",71.70,"982,240,109.45","992,463,438.59",0.00,0.00,Very Low,0.72,0.00,23.34,24.05,69.41,Very Low,0.00,0.00,13.30,30.94,71.56,Very Low,December 2025
24435,T15009031900,Hawaii,HI,15,Maui,County,009,15009,031900,15009031900,6257,"2,905,010,347.00","22,935,686.00",29.15,,0.00,0.04,"2,072,598.36",1.12,"15,397,046.85","17,469,645.21",0.00,0.00,Very Low,0.00,0.00,0.01,0.01,13.14,Very Low,0.00,0.00,17.89,0.02,13.93,Very Low,December 2025
24436,T15009032000,Hawaii,HI,15,Maui,County,009,15009,032000,15009032000,1112,"501,934,079.00","7,998,064.00",48.47,,0.10,0.35,"22,478,621.58",57.36,"785,859,434.10","808,338,055.68",0.00,0.00,Very Low,1.89,0.00,22.46,24.36,69.54,Very Low,0.00,0.00,21.51,31.64,71.73,Very Low,December 2025
24437,T15009980000,Hawaii,HI,15,Maui,County,009,15009,980000,15009980000,0,0.00,0.00,54.29,,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
