OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Hurricane - Number of Events,Hurricane - Annualized Frequency,Hurricane - Exposure - Impacted Area (sq mi),Hurricane - Exposure - Building Value,Hurricane - Exposure - Population,Hurricane - Exposure - Population Equivalence,Hurricane - Exposure - Agriculture Value,Hurricane - Exposure - Total,Hurricane - Historic Loss Ratio - Buildings,Hurricane - Historic Loss Ratio - Population,Hurricane - Historic Loss Ratio - Agriculture,Hurricane - Historic Loss Ratio - Total Rating,Hurricane - Expected Annual Loss - Building Value,Hurricane - Expected Annual Loss - Population,Hurricane - Expected Annual Loss - Population Equivalence,Hurricane - Expected Annual Loss - Agriculture Value,Hurricane - Expected Annual Loss - Total,Hurricane - Expected Annual Loss Score,Hurricane - Expected Annual Loss Rating,Hurricane - Expected Annual Loss Rate - Building,Hurricane - Expected Annual Loss Rate - Population,Hurricane - Expected Annual Loss Rate - Agriculture,Hurricane - Expected Annual Loss Rate - National Percentile,Hurricane - Hazard Type Risk Index Value,Hurricane - Hazard Type Risk Index Score,Hurricane - Hazard Type Risk Index Rating,National Risk Index Version
24263,T15003008931,Hawaii,HI,15,Honolulu,County,003,15003,008931,15003008931,3224,"594,642,397.00","461,792.00",28.07,0,0.01,28.07,"594,642,397.00","3,224","44,168,800,000.00","461,792.00","44,763,904,189.00",0.00,0.00,0.00,Very Low,"1,338.14",0.00,156.80,2.87,"1,497.81",37.25,Very Low,0.00,0.00,0.00,32.86,"1,177.74",34.89,Very Low,December 2025
24264,T15003008932,Hawaii,HI,15,Honolulu,County,003,15003,008932,15003008932,2645,"389,340,730.00",0.00,0.31,0,0.01,0.31,"389,340,730.00","2,645","36,236,500,000.00",0.00,"36,625,840,730.00",0.00,0.00,0.00,Very Low,873.26,0.00,128.64,0.00,"1,001.90",34.01,Very Low,0.00,0.00,0.00,31.78,912.64,32.94,Very Low,December 2025
24265,T15003008933,Hawaii,HI,15,Honolulu,County,003,15003,008933,15003008933,3223,"436,306,311.00","4,429,999.00",1.56,0,0.01,1.56,"436,306,311.00","3,223","44,155,100,000.00","4,429,999.00","44,595,836,310.00",0.00,0.00,0.00,Very Low,978.60,0.00,156.75,25.90,"1,161.25",35.17,Very Low,0.00,0.00,0.00,31.52,"1,505.85",36.77,Very Low,December 2025
24266,T15003008934,Hawaii,HI,15,Honolulu,County,003,15003,008934,15003008934,3526,"462,373,475.00","19,764,360.00",8.45,0,0.01,8.45,"462,373,475.00","3,526","48,306,200,000.00","19,764,360.00","48,788,337,835.00",0.00,0.00,0.00,Very Low,"1,037.07",0.00,171.49,115.54,"1,324.09",36.22,Very Low,0.00,0.00,0.00,32.02,"1,041.14",33.97,Very Low,December 2025
24267,T15003008935,Hawaii,HI,15,Honolulu,County,003,15003,008935,15003008935,3931,"389,450,935.00",0.00,0.27,0,0.01,0.27,"389,450,935.00","3,931","53,854,700,000.00",0.00,"54,244,150,935.00",0.00,0.00,0.00,Very Low,873.51,0.00,191.18,0.00,"1,064.69",34.51,Very Low,0.00,0.00,0.00,29.17,837.17,32.31,Very Low,December 2025
24268,T15003008936,Hawaii,HI,15,Honolulu,County,003,15003,008936,15003008936,3275,"348,533,211.00",0.00,0.31,0,0.01,0.31,"348,533,211.00","3,275","44,867,500,000.00",0.00,"45,216,033,211.00",0.00,0.00,0.00,Very Low,781.73,0.00,159.28,0.00,941.01,33.52,Very Low,0.00,0.00,0.00,29.82,"1,241.87",35.30,Very Low,December 2025
24269,T15003008937,Hawaii,HI,15,Honolulu,County,003,15003,008937,15003008937,1737,"205,507,773.00",0.00,0.10,0,0.01,0.10,"205,507,773.00","1,737","23,796,900,000.00",0.00,"24,002,407,773.00",0.00,0.00,0.00,Very Low,460.94,0.00,84.48,0.00,545.42,29.60,Very Low,0.00,0.00,0.00,30.51,480.10,28.66,Very Low,December 2025
24270,T15003008938,Hawaii,HI,15,Honolulu,County,003,15003,008938,15003008938,3242,"299,381,979.00",0.00,0.12,0,0.01,0.12,"299,381,979.00","3,242","44,415,400,000.00",0.00,"44,714,781,979.00",0.00,0.00,0.00,Very Low,671.49,0.00,157.67,0.00,829.16,32.58,Very Low,0.00,0.00,0.00,28.67,853.11,32.43,Very Low,December 2025
24271,T15003008939,Hawaii,HI,15,Honolulu,County,003,15003,008939,15003008939,2595,"260,775,098.00",0.00,0.50,0,0.01,0.50,"260,775,098.00","2,595","35,551,500,000.00",0.00,"35,812,275,098.00",0.00,0.00,0.00,Very Low,584.90,0.00,126.21,0.00,711.11,31.41,Very Low,0.00,0.00,0.00,29.24,559.15,29.59,Very Low,December 2025
24272,T15003008940,Hawaii,HI,15,Honolulu,County,003,15003,008940,15003008940,2936,"270,585,252.00","20,054.00",0.49,0,0.01,0.49,"270,585,252.00","2,936","40,223,200,000.00","20,054.00","40,493,805,306.00",0.00,0.00,0.00,Very Low,606.90,0.00,142.79,0.12,749.81,31.81,Very Low,0.00,0.00,0.00,28.77,589.58,29.91,Very Low,December 2025
24273,T15003008941,Hawaii,HI,15,Honolulu,County,003,15003,008941,15003008941,1934,"388,311,615.00",0.00,0.28,0,0.01,0.28,"388,311,615.00","1,934","26,495,800,000.00",0.00,"26,884,111,615.00",0.00,0.00,0.00,Very Low,870.95,0.00,94.06,0.00,965.01,33.73,Very Low,0.00,0.00,0.00,33.03,877.21,32.62,Very Low,December 2025
24274,T15003008942,Hawaii,HI,15,Honolulu,County,003,15003,008942,15003008942,2370,"342,650,108.00",0.00,0.24,0,0.01,0.24,"342,650,108.00","2,370","32,469,000,000.00",0.00,"32,811,650,108.00",0.00,0.00,0.00,Very Low,768.54,0.00,115.26,0.00,883.80,33.07,Very Low,0.00,0.00,0.00,31.61,"1,133.16",34.59,Very Low,December 2025
24275,T15003008943,Hawaii,HI,15,Honolulu,County,003,15003,008943,15003008943,1372,"192,256,697.00",0.00,0.19,0,0.01,0.19,"192,256,697.00","1,372","18,796,400,000.00",0.00,"18,988,656,697.00",0.00,0.00,0.00,Very Low,431.22,0.00,66.73,0.00,497.94,28.99,Very Low,0.00,0.00,0.00,31.43,465.48,28.45,Very Low,December 2025
24276,T15003008944,Hawaii,HI,15,Honolulu,County,003,15003,008944,15003008944,3517,"427,413,458.00",0.00,0.25,0,0.01,0.25,"427,413,458.00","3,517","48,182,900,000.00",0.00,"48,610,313,458.00",0.00,0.00,0.00,Very Low,958.65,0.00,171.05,0.00,"1,129.70",34.95,Very Low,0.00,0.00,0.00,30.67,888.29,32.72,Very Low,December 2025
24277,T15003008945,Hawaii,HI,15,Honolulu,County,003,15003,008945,15003008945,1436,"731,287,120.00","2,727,001.00",1.69,0,0.01,1.69,"731,287,120.00","1,436","19,673,200,000.00","2,727,001.00","20,407,214,121.00",0.00,0.00,0.00,Very Low,"1,640.22",0.00,69.84,15.94,"1,726.00",38.34,Very Low,0.00,0.00,0.00,35.15,"1,876.35",38.52,Very Low,December 2025
24278,T15003008946,Hawaii,HI,15,Honolulu,County,003,15003,008946,15003008946,2882,"357,562,455.00",0.00,0.23,0,0.01,0.23,"357,562,455.00","2,882","39,483,400,000.00",0.00,"39,840,962,455.00",0.00,0.00,0.00,Very Low,801.98,0.00,140.17,0.00,942.15,33.53,Very Low,0.00,0.00,0.00,30.83,740.82,31.45,Very Low,December 2025
24279,T15003008947,Hawaii,HI,15,Honolulu,County,003,15003,008947,15003008947,1846,"221,995,728.00",0.00,0.11,0,0.01,0.11,"221,995,728.00","1,846","25,290,200,000.00",0.00,"25,512,195,728.00",0.00,0.00,0.00,Very Low,497.92,0.00,89.78,0.00,587.70,30.10,Very Low,0.00,0.00,0.00,30.60,553.78,29.53,Very Low,December 2025
24280,T15003008948,Hawaii,HI,15,Honolulu,County,003,15003,008948,15003008948,2807,"497,556,973.00",0.00,0.24,0,0.01,0.24,"497,556,973.00","2,807","38,455,900,000.00",0.00,"38,953,456,973.00",0.00,0.00,0.00,Very Low,"1,115.98",0.00,136.52,0.00,"1,252.50",35.75,Very Low,0.00,0.00,0.00,32.59,"1,795.01",38.15,Very Low,December 2025
24281,T15003008949,Hawaii,HI,15,Honolulu,County,003,15003,008949,15003008949,1540,"383,470,875.00",0.00,0.28,0,0.01,0.28,"383,470,875.00","1,540","21,098,000,000.00",0.00,"21,481,470,875.00",0.00,0.00,0.00,Very Low,860.09,0.00,74.90,0.00,934.99,33.47,Very Low,0.00,0.00,0.00,33.64,854.11,32.44,Very Low,December 2025
24282,T15003008950,Hawaii,HI,15,Honolulu,County,003,15003,008950,15003008950,2068,"199,634,063.00",0.00,0.16,0,0.01,0.16,"199,634,063.00","2,068","28,331,600,000.00",0.00,"28,531,234,063.00",0.00,0.00,0.00,Very Low,447.76,0.00,100.58,0.00,548.34,29.65,Very Low,0.00,0.00,0.00,29.01,431.16,28.00,Very Low,December 2025
24283,T15003008951,Hawaii,HI,15,Honolulu,County,003,15003,008951,15003008951,2101,"180,086,704.00",0.00,0.11,0,0.01,0.11,"180,086,704.00","2,101","28,783,700,000.00",0.00,"28,963,786,704.00",0.00,0.00,0.00,Very Low,403.92,0.00,102.18,0.00,506.10,29.13,Very Low,0.00,0.00,0.00,28.15,672.06,30.80,Very Low,December 2025
24284,T15003008952,Hawaii,HI,15,Honolulu,County,003,15003,008952,15003008952,6000,"778,597,608.00",0.00,1.56,0,0.01,1.56,"778,597,608.00","6,000","82,200,000,000.00",0.00,"82,978,597,608.00",0.00,0.00,0.00,Very Low,"1,746.33",0.00,291.81,0.00,"2,038.14",39.68,Very Low,0.00,0.00,0.00,31.09,"2,121.64",39.47,Very Low,December 2025
24285,T15003009000,Hawaii,HI,15,Honolulu,County,003,15003,009000,15003009000,2412,"291,265,877.00","10,425.00",2.62,0,0.01,2.62,"291,265,877.00","2,412","33,044,400,000.00","10,425.00","33,335,676,302.00",0.00,0.00,0.00,Very Low,653.29,0.00,117.31,0.06,770.65,32.02,Very Low,0.00,0.00,0.00,30.77,605.97,30.09,Very Low,December 2025
24286,T15003009100,Hawaii,HI,15,Honolulu,County,003,15003,009100,15003009100,5684,"512,410,165.00","383,894.00",12.94,0,0.01,12.94,"512,410,165.00","5,684","77,870,800,000.00","383,894.00","78,383,594,059.00",0.00,0.00,0.00,Very Low,"1,147.78",0.00,276.44,2.12,"1,426.34",36.85,Very Low,0.00,0.00,0.00,28.45,"1,302.95",35.69,Very Low,December 2025
24287,T15003009201,Hawaii,HI,15,Honolulu,County,003,15003,009201,15003009201,3423,"337,751,539.00",0.00,0.54,0,0.01,0.54,"337,751,539.00","3,423","46,895,100,000.00",0.00,"47,232,851,539.00",0.00,0.00,0.00,Very Low,757.55,0.00,166.48,0.00,924.03,33.39,Very Low,0.00,0.00,0.00,29.17,912.97,32.95,Very Low,December 2025
24288,T15003009202,Hawaii,HI,15,Honolulu,County,003,15003,009202,15003009202,2762,"418,572,799.00",0.00,0.47,0,0.01,0.47,"418,572,799.00","2,762","37,839,400,000.00",0.00,"38,257,972,799.00",0.00,0.00,0.00,Very Low,938.83,0.00,134.33,0.00,"1,073.16",34.56,Very Low,0.00,0.00,0.00,32.00,"1,082.20",34.28,Very Low,December 2025
24289,T15003009203,Hawaii,HI,15,Honolulu,County,003,15003,009203,15003009203,2260,"297,655,343.00",0.00,0.38,0,0.01,0.38,"297,655,343.00","2,260","30,962,000,000.00",0.00,"31,259,655,343.00",0.00,0.00,0.00,Very Low,667.62,0.00,109.92,0.00,777.53,32.09,Very Low,0.00,0.00,0.00,31.20,694.15,31.02,Very Low,December 2025
24290,T15003009301,Hawaii,HI,15,Honolulu,County,003,15003,009301,15003009301,1575,"383,725,888.00",0.00,0.15,0,0.01,0.15,"383,725,888.00","1,575","21,577,500,000.00",0.00,"21,961,225,888.00",0.00,0.00,0.00,Very Low,860.67,0.00,76.60,0.00,937.27,33.50,Very Low,0.00,0.00,0.00,33.61,"1,435.71",36.42,Very Low,December 2025
24291,T15003009302,Hawaii,HI,15,Honolulu,County,003,15003,009302,15003009302,3324,"408,841,159.00",0.00,0.33,0,0.01,0.33,"408,841,159.00","3,324","45,538,800,000.00",0.00,"45,947,641,159.00",0.00,0.00,0.00,Very Low,917.00,0.00,161.66,0.00,"1,078.66",34.61,Very Low,0.00,0.00,0.00,30.86,"1,438.46",36.43,Very Low,December 2025
24292,T15003009401,Hawaii,HI,15,Honolulu,County,003,15003,009401,15003009401,1471,"176,035,530.00","6,765.00",0.39,0,0.01,0.39,"176,035,530.00","1,471","20,152,700,000.00","6,765.00","20,328,742,295.00",0.00,0.00,0.00,Very Low,394.83,0.00,71.54,0.04,466.42,28.56,Very Low,0.00,0.00,0.00,30.65,366.74,27.00,Very Low,December 2025
24293,T15003009402,Hawaii,HI,15,Honolulu,County,003,15003,009402,15003009402,3843,"368,858,087.00",0.00,0.30,0,0.01,0.30,"368,858,087.00","3,843","52,649,100,000.00",0.00,"53,017,958,087.00",0.00,0.00,0.00,Very Low,827.32,0.00,186.90,0.00,"1,014.22",34.12,Very Low,0.00,0.00,0.00,29.02,"1,307.73",35.72,Very Low,December 2025
24294,T15003009507,Hawaii,HI,15,Honolulu,County,003,15003,009507,15003009507,2734,"330,664,122.00",0.00,0.68,0,0.01,0.68,"330,664,122.00","2,734","37,455,800,000.00",0.00,"37,786,464,122.00",0.00,0.00,0.00,Very Low,741.65,0.00,132.97,0.00,874.62,32.99,Very Low,0.00,0.00,0.00,30.68,687.72,30.96,Very Low,December 2025
24295,T15003009508,Hawaii,HI,15,Honolulu,County,003,15003,009508,15003009508,991,"123,966,665.00",0.00,0.27,0,0.01,0.27,"123,966,665.00",991,"13,576,700,000.00",0.00,"13,700,666,665.00",0.00,0.00,0.00,Very Low,278.05,0.00,48.20,0.00,326.24,26.42,Very Low,0.00,0.00,0.00,30.97,256.53,24.83,Very Low,December 2025
24296,T15003009509,Hawaii,HI,15,Honolulu,County,003,15003,009509,15003009509,2643,"239,596,730.00",0.00,0.29,0,0.01,0.29,"239,596,730.00","2,643","36,209,100,000.00",0.00,"36,448,696,730.00",0.00,0.00,0.00,Very Low,537.40,0.00,128.54,0.00,665.94,30.97,Very Low,0.00,0.00,0.00,28.66,523.63,29.18,Very Low,December 2025
24297,T15003009510,Hawaii,HI,15,Honolulu,County,003,15003,009510,15003009510,1255,"252,053,146.00",0.00,0.15,0,0.01,0.15,"252,053,146.00","1,255","17,193,500,000.00",0.00,"17,445,553,146.00",0.00,0.00,0.00,Very Low,565.34,0.00,61.04,0.00,626.37,30.53,Very Low,0.00,0.00,0.00,33.07,492.52,28.79,Very Low,December 2025
24298,T15003009511,Hawaii,HI,15,Honolulu,County,003,15003,009511,15003009511,2546,"312,273,650.00",0.00,0.37,0,0.01,0.37,"312,273,650.00","2,546","34,880,200,000.00",0.00,"35,192,473,650.00",0.00,0.00,0.00,Very Low,700.40,0.00,123.82,0.00,824.23,32.53,Very Low,0.00,0.00,0.00,30.82,648.10,30.56,Very Low,December 2025
24299,T15003009512,Hawaii,HI,15,Honolulu,County,003,15003,009512,15003009512,4713,"638,290,063.00",0.00,1.03,0,0.01,1.03,"638,290,063.00","4,713","64,568,100,000.00",0.00,"65,206,390,063.00",0.00,0.00,0.00,Very Low,"1,431.63",0.00,229.22,0.00,"1,660.85",38.03,Very Low,0.00,0.00,0.00,31.37,"1,305.93",35.71,Very Low,December 2025
24300,T15003009608,Hawaii,HI,15,Honolulu,County,003,15003,009608,15003009608,5664,"501,989,724.00","597,694.00",19.99,0,0.01,17.82,"501,989,724.00","5,664","77,596,800,000.00","597,694.00","78,099,387,418.00",0.00,0.00,0.00,Very Low,"1,125.92",0.00,275.47,3.49,"1,404.89",36.68,Very Low,0.00,0.00,0.00,28.51,"1,104.67",34.41,Very Low,December 2025
24301,T15003009609,Hawaii,HI,15,Honolulu,County,003,15003,009609,15003009609,5070,"491,807,044.00","867,053.00",1.97,0,0.01,1.97,"491,807,044.00","5,070","69,459,000,000.00","867,053.00","69,951,674,097.00",0.00,0.00,0.00,Very Low,"1,103.08",0.00,246.58,5.07,"1,354.73",36.42,Very Low,0.00,0.00,0.00,29.09,"1,473.10",36.63,Very Low,December 2025
24302,T15003009610,Hawaii,HI,15,Honolulu,County,003,15003,009610,15003009610,7105,"561,539,711.00","58,658.00",1.81,0,0.01,0.72,"561,539,711.00","7,105","97,338,500,000.00","58,658.00","97,900,098,369.00",0.00,0.00,0.00,Very Low,"1,259.49",0.00,345.55,0.34,"1,605.38",37.79,Very Low,0.00,0.00,0.00,27.65,"2,071.41",39.30,Very Low,December 2025
24303,T15003009704,Hawaii,HI,15,Honolulu,County,003,15003,009704,15003009704,3553,"306,052,719.00","2,460,382.00",2.23,0,0.01,2.23,"306,052,719.00","3,553","48,676,100,000.00","2,460,382.00","48,984,613,101.00",0.00,0.00,0.00,Very Low,686.45,0.00,172.80,14.38,873.63,32.98,Very Low,0.00,0.00,0.00,28.47,"1,296.74",35.65,Very Low,December 2025
24304,T15003009705,Hawaii,HI,15,Honolulu,County,003,15003,009705,15003009705,3640,"481,588,648.00",0.00,1.18,0,0.01,0.54,"481,588,648.00","3,640","49,868,000,000.00",0.00,"50,349,588,648.00",0.00,0.00,0.00,Very Low,"1,080.16",0.00,177.03,0.00,"1,257.20",35.78,Very Low,0.00,0.00,0.00,31.27,"1,185.88",34.94,Very Low,December 2025
24305,T15003009706,Hawaii,HI,15,Honolulu,County,003,15003,009706,15003009706,3134,"228,309,730.00","1,816,294.00",1.52,0,0.01,1.52,"228,309,730.00","3,134","42,935,800,000.00","1,816,294.00","43,165,926,024.00",0.00,0.00,0.00,Very Low,512.08,0.00,152.42,10.62,675.12,31.08,Very Low,0.00,0.00,0.00,27.45,733.89,31.40,Very Low,December 2025
24306,T15003009707,Hawaii,HI,15,Honolulu,County,003,15003,009707,15003009707,6575,"790,801,196.00","847,837.00",9.35,0,0.01,7.72,"790,801,196.00","6,575","90,077,500,000.00","847,837.00","90,869,149,033.00",0.00,0.00,0.00,Very Low,"1,773.70",0.00,319.78,4.96,"2,098.44",39.92,Very Low,0.00,0.00,0.00,30.71,"2,731.37",41.60,Very Low,December 2025
24307,T15003009801,Hawaii,HI,15,Honolulu,County,003,15003,009801,15003009801,3805,"376,240,460.00",0.00,25.98,0,0.01,21.29,"376,240,460.00","3,805","52,128,500,000.00",0.00,"52,504,740,460.00",0.00,0.00,0.00,Very Low,843.88,0.00,185.06,0.00,"1,028.93",34.24,Very Low,0.00,0.00,0.00,29.28,"1,290.39",35.60,Very Low,December 2025
24308,T15003009803,Hawaii,HI,15,Honolulu,County,003,15003,009803,15003009803,2825,"379,946,054.00",0.00,2.36,0,0.01,0.33,"379,946,054.00","2,825","38,702,500,000.00",0.00,"39,082,446,054.00",0.00,0.00,0.00,Very Low,852.19,0.00,137.39,0.00,989.58,33.91,Very Low,0.00,0.00,0.00,31.31,"1,019.75",33.81,Very Low,December 2025
24309,T15003009804,Hawaii,HI,15,Honolulu,County,003,15003,009804,15003009804,3660,"339,407,134.00","39,515.00",0.70,0,0.01,0.70,"339,407,134.00","3,660","50,142,000,000.00","39,515.00","50,481,446,649.00",0.00,0.00,0.00,Very Low,761.26,0.00,178.00,0.23,939.50,33.51,Very Low,0.00,0.00,0.00,28.78,"1,619.78",37.35,Very Low,December 2025
24310,T15003009902,Hawaii,HI,15,Honolulu,County,003,15003,009902,15003009902,3998,"414,314,907.00","2,192,478.00",1.95,0,0.01,1.54,"414,314,907.00","3,998","54,772,600,000.00","2,192,478.00","55,189,107,385.00",0.00,0.00,0.00,Very Low,929.28,0.00,194.44,12.82,"1,136.53",35.00,Very Low,0.00,0.00,0.00,29.80,"1,182.65",34.92,Very Low,December 2025
24311,T15003009905,Hawaii,HI,15,Honolulu,County,003,15003,009905,15003009905,3879,"476,101,547.00","1,714,105.00",1.43,0,0.01,1.23,"476,101,547.00","3,879","53,142,300,000.00","1,714,105.00","53,620,115,652.00",0.00,0.00,0.00,Very Low,"1,067.86",0.00,188.66,10.02,"1,266.53",35.85,Very Low,0.00,0.00,0.00,30.95,"1,519.60",36.85,Very Low,December 2025
24312,T15003009906,Hawaii,HI,15,Honolulu,County,003,15003,009906,15003009906,1921,"380,997,614.00","23,008,278.00",37.26,0,0.01,34.19,"380,997,614.00","1,921","26,317,700,000.00","23,008,278.00","26,721,705,892.00",0.00,0.00,0.00,Very Low,854.55,0.00,93.43,134.50,"1,082.48",34.63,Very Low,0.00,0.00,0.00,33.80,999.11,33.64,Very Low,December 2025
24313,T15003010000,Hawaii,HI,15,Honolulu,County,003,15003,010000,15003010000,3768,"752,216,452.00","63,548,263.00",75.81,0,0.01,74.15,"752,216,452.00","3,768","51,621,600,000.00","63,548,263.00","52,437,364,715.00",0.00,0.00,0.00,Very Low,"2,604.47",0.00,289.93,475.11,"3,369.50",43.85,Very Low,0.00,0.00,0.00,37.11,"2,649.45",41.37,Very Low,December 2025
24314,T15003010101,Hawaii,HI,15,Honolulu,County,003,15003,010101,15003010101,2892,"404,854,784.00","96,783.00",3.62,0,0.05,2.70,"404,854,784.00","2,892","39,620,400,000.00","96,783.00","40,025,351,567.00",0.00,0.00,0.00,Very Low,"4,779.25",0.00,740.28,2.98,"5,522.50",47.74,Very Low,0.00,0.00,0.00,44.84,"6,160.38",48.16,Very Low,December 2025
24315,T15003010102,Hawaii,HI,15,Honolulu,County,003,15003,010102,15003010102,2414,"353,195,799.00","18,504.00",9.77,0,0.05,8.02,"353,195,799.00","2,414","33,071,800,000.00","18,504.00","33,425,014,303.00",0.00,0.00,0.00,Very Low,"4,169.42",0.00,617.92,0.57,"4,787.91",46.65,Very Low,0.00,0.00,0.00,45.19,"5,328.21",47.02,Very Low,December 2025
24316,T15003010103,Hawaii,HI,15,Honolulu,County,003,15003,010103,15003010103,3275,"603,931,634.00","8,121,868.00",24.36,0,0.05,21.59,"603,931,634.00","3,275","44,867,500,000.00","8,121,868.00","45,479,553,502.00",0.00,0.00,0.00,Very Low,"7,129.32",0.00,838.31,249.89,"8,217.52",50.59,Relatively Low,0.00,0.00,0.00,46.64,"6,461.47",48.51,Very Low,December 2025
24317,T15003010202,Hawaii,HI,15,Honolulu,County,003,15003,010202,15003010202,7391,"1,368,406,366.00","2,317,649.00",15.61,0,0.04,12.96,"1,368,406,366.00","7,391","101,256,700,000.00","2,317,649.00","102,627,424,015.00",0.00,0.00,0.00,Very Low,"16,142.74",0.00,"1,889.21",63.09,"18,095.05",55.98,Relatively Low,0.00,0.00,0.00,46.53,"14,228.21",53.84,Relatively Low,December 2025
24318,T15003010203,Hawaii,HI,15,Honolulu,County,003,15003,010203,15003010203,1381,"150,240,372.00","1,387,639.00",9.89,0,0.03,8.39,"150,240,372.00","1,381","18,919,700,000.00","1,387,639.00","19,071,328,011.00",0.00,0.00,0.00,Very Low,886.78,0.00,176.75,21.35,"1,084.88",34.64,Very Low,0.00,0.00,0.00,37.27,"1,362.95",36.04,Very Low,December 2025
24319,T15003010204,Hawaii,HI,15,Honolulu,County,003,15003,010204,15003010204,2836,"266,828,235.00","11,259.00",5.93,0,0.03,5.38,"266,828,235.00","2,836","38,853,200,000.00","11,259.00","39,120,039,494.00",0.00,0.00,0.00,Very Low,"1,909.20",0.00,450.23,0.17,"2,359.60",40.88,Very Low,0.00,0.00,0.00,37.46,"2,428.69",40.63,Very Low,December 2025
24320,T15003010205,Hawaii,HI,15,Honolulu,County,003,15003,010205,15003010205,1673,"185,065,741.00","55,027.00",12.85,0,0.03,12.12,"185,065,741.00","1,673","22,920,100,000.00","55,027.00","23,105,220,768.00",0.00,0.00,0.00,Very Low,"1,092.34",0.00,214.12,0.85,"1,307.30",36.09,Very Low,0.00,0.00,0.00,37.28,"1,895.69",38.59,Very Low,December 2025
24321,T15003010303,Hawaii,HI,15,Honolulu,County,003,15003,010303,15003010303,5036,"635,802,284.00","2,820,757.00",18.46,0,0.03,16.38,"635,802,284.00","5,036","68,993,200,000.00","2,820,757.00","69,631,823,041.00",0.00,0.00,0.00,Very Low,"3,752.77",0.00,644.54,43.39,"4,440.71",46.08,Very Low,0.00,0.00,0.00,38.27,"5,273.94",46.95,Very Low,December 2025
24322,T15003010305,Hawaii,HI,15,Honolulu,County,003,15003,010305,15003010305,5356,"820,562,886.00","15,343.00",4.12,0,0.03,1.57,"820,562,886.00","5,356","73,377,200,000.00","15,343.00","74,197,778,229.00",0.00,0.00,0.00,Very Low,"4,843.31",0.00,685.50,0.24,"5,529.04",47.75,Very Low,0.00,0.00,0.00,39.43,"7,640.53",49.73,Very Low,December 2025
24323,T15003010308,Hawaii,HI,15,Honolulu,County,003,15003,010308,15003010308,3427,"484,618,530.00","38,404.00",3.86,0,0.03,3.86,"484,618,530.00","3,427","46,949,900,000.00","38,404.00","47,434,556,934.00",0.00,0.00,0.00,Very Low,"2,860.42",0.00,438.61,0.59,"3,299.62",43.69,Very Low,0.00,0.00,0.00,39.01,"2,594.51",41.16,Very Low,December 2025
24324,T15003010309,Hawaii,HI,15,Honolulu,County,003,15003,010309,15003010309,3897,"611,567,353.00","22,060.00",3.52,0,0.03,3.52,"611,567,353.00","3,897","53,388,900,000.00","22,060.00","54,000,489,413.00",0.00,0.00,0.00,Very Low,"3,609.73",0.00,498.76,0.34,"4,108.83",45.44,Very Low,0.00,0.00,0.00,39.68,"3,734.97",44.24,Very Low,December 2025
24325,T15003010310,Hawaii,HI,15,Honolulu,County,003,15003,010310,15003010310,2497,"390,660,028.00",0.00,1.29,0,0.03,1.27,"390,660,028.00","2,497","34,208,900,000.00",0.00,"34,599,560,028.00",0.00,0.00,0.00,Very Low,"2,305.84",0.00,319.58,0.00,"2,625.42",41.73,Very Low,0.00,0.00,0.00,39.50,"3,421.85",43.47,Very Low,December 2025
24326,T15003010503,Hawaii,HI,15,Honolulu,County,003,15003,010503,15003010503,2263,"325,394,217.00","8,443.00",0.54,0,0.03,0.54,"325,394,217.00","2,263","31,003,100,000.00","8,443.00","31,328,502,660.00",0.00,0.00,0.00,Very Low,"1,920.61",0.00,289.63,0.13,"2,210.38",40.33,Very Low,0.00,0.00,0.00,39.08,"3,252.60",43.05,Very Low,December 2025
24327,T15003010505,Hawaii,HI,15,Honolulu,County,003,15003,010505,15003010505,3521,"600,196,686.00","5,213.00",2.18,0,0.03,1.59,"600,196,686.00","3,521","48,237,700,000.00","5,213.00","48,837,901,899.00",0.00,0.00,0.00,Very Low,"3,542.61",0.00,450.64,0.08,"3,993.34",45.21,Very Low,0.00,0.00,0.00,40.25,"4,511.89",45.75,Very Low,December 2025
24328,T15003010507,Hawaii,HI,15,Honolulu,County,003,15003,010507,15003010507,5510,"812,448,365.00",0.00,0.49,0,0.03,0.49,"812,448,365.00","5,510","75,487,000,000.00",0.00,"76,299,448,365.00",0.00,0.00,0.00,Very Low,"4,795.41",0.00,705.21,0.00,"5,500.62",47.71,Very Low,0.00,0.00,0.00,39.14,"9,053.66",50.87,Very Low,December 2025
24329,T15003010508,Hawaii,HI,15,Honolulu,County,003,15003,010508,15003010508,2748,"456,099,495.00",0.00,0.68,0,0.03,0.31,"456,099,495.00","2,748","37,647,600,000.00",0.00,"38,103,699,495.00",0.00,0.00,0.00,Very Low,"2,692.09",0.00,351.71,0.00,"3,043.80",43.00,Very Low,0.00,0.00,0.00,39.91,"2,969.36",42.28,Very Low,December 2025
24330,T15003010509,Hawaii,HI,15,Honolulu,County,003,15003,010509,15003010509,2087,"200,322,642.00",0.00,0.16,0,0.03,0.16,"200,322,642.00","2,087","28,591,900,000.00",0.00,"28,792,222,642.00",0.00,0.00,0.00,Very Low,"1,182.39",0.00,267.11,0.00,"1,449.50",36.99,Very Low,0.00,0.00,0.00,35.81,"1,471.76",36.62,Very Low,December 2025
