OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Hurricane - Number of Events,Hurricane - Annualized Frequency,Hurricane - Exposure - Impacted Area (sq mi),Hurricane - Exposure - Building Value,Hurricane - Exposure - Population,Hurricane - Exposure - Population Equivalence,Hurricane - Exposure - Agriculture Value,Hurricane - Exposure - Total,Hurricane - Historic Loss Ratio - Buildings,Hurricane - Historic Loss Ratio - Population,Hurricane - Historic Loss Ratio - Agriculture,Hurricane - Historic Loss Ratio - Total Rating,Hurricane - Expected Annual Loss - Building Value,Hurricane - Expected Annual Loss - Population,Hurricane - Expected Annual Loss - Population Equivalence,Hurricane - Expected Annual Loss - Agriculture Value,Hurricane - Expected Annual Loss - Total,Hurricane - Expected Annual Loss Score,Hurricane - Expected Annual Loss Rating,Hurricane - Expected Annual Loss Rate - Building,Hurricane - Expected Annual Loss Rate - Population,Hurricane - Expected Annual Loss Rate - Agriculture,Hurricane - Expected Annual Loss Rate - National Percentile,Hurricane - Hazard Type Risk Index Value,Hurricane - Hazard Type Risk Index Score,Hurricane - Hazard Type Risk Index Rating,National Risk Index Version
24128,T15003003604,Hawaii,HI,15,Honolulu,County,003,15003,003604,15003003604,2554,"556,555,954.00",0.00,0.07,0,0.03,0.07,"556,555,954.00","2,554","34,989,800,000.00",0.00,"35,546,355,954.00",0.00,0.00,0.00,Very Low,"3,285.03",0.00,326.88,0.00,"3,611.91",44.42,Very Low,0.00,0.00,0.00,41.42,"5,905.51",47.85,Very Low,December 2025
24129,T15003003605,Hawaii,HI,15,Honolulu,County,003,15003,003605,15003003605,1036,"302,668,789.00",0.00,0.06,0,0.03,0.06,"302,668,789.00","1,036","14,193,200,000.00",0.00,"14,495,868,789.00",0.00,0.00,0.00,Very Low,"1,786.48",0.00,132.59,0.00,"1,919.07",39.16,Very Low,0.00,0.00,0.00,42.74,"2,514.98",40.90,Very Low,December 2025
24130,T15003003606,Hawaii,HI,15,Honolulu,County,003,15003,003606,15003003606,3058,"599,291,146.00",0.00,0.09,0,0.03,0.09,"599,291,146.00","3,058","41,894,600,000.00",0.00,"42,493,891,146.00",0.00,0.00,0.00,Very Low,"3,537.27",0.00,391.38,0.00,"3,928.65",45.07,Very Low,0.00,0.00,0.00,41.01,"4,169.69",45.13,Very Low,December 2025
24131,T15003003701,Hawaii,HI,15,Honolulu,County,003,15003,003701,15003003701,2522,"403,859,237.00",0.00,0.07,0,0.03,0.07,"403,859,237.00","2,522","34,551,400,000.00",0.00,"34,955,259,237.00",0.00,0.00,0.00,Very Low,"2,383.75",0.00,322.78,0.00,"2,706.53",41.98,Very Low,0.00,0.00,0.00,39.65,"3,968.39",44.71,Very Low,December 2025
24132,T15003003702,Hawaii,HI,15,Honolulu,County,003,15003,003702,15003003702,3929,"500,541,596.00",0.00,0.10,0,0.03,0.10,"500,541,596.00","3,929","53,827,300,000.00",0.00,"54,327,841,596.00",0.00,0.00,0.00,Very Low,"2,954.41",0.00,502.86,0.00,"3,457.27",44.05,Very Low,0.00,0.00,0.00,38.11,"3,191.00",42.88,Very Low,December 2025
24133,T15003003703,Hawaii,HI,15,Honolulu,County,003,15003,003703,15003003703,3434,"1,568,260,956.00",0.00,0.88,0,0.03,0.52,"1,568,260,956.00","3,434","47,045,800,000.00",0.00,"48,614,060,956.00",0.00,0.00,0.00,Very Low,"9,256.54",0.00,439.51,0.00,"9,696.04",51.67,Relatively Low,0.00,0.00,0.00,44.19,"12,769.37",53.18,Relatively Low,December 2025
24134,T15003003801,Hawaii,HI,15,Honolulu,County,003,15003,003801,15003003801,4909,"833,000,973.00",0.00,0.49,0,0.03,0.39,"833,000,973.00","4,909","67,253,300,000.00",0.00,"68,086,300,973.00",0.00,0.00,0.00,Very Low,"4,916.72",0.00,628.29,0.00,"5,545.01",47.77,Very Low,0.00,0.00,0.00,40.24,"6,242.80",48.27,Very Low,December 2025
24135,T15003003802,Hawaii,HI,15,Honolulu,County,003,15003,003802,15003003802,5114,"677,184,256.00",0.00,0.11,0,0.03,0.11,"677,184,256.00","5,114","70,061,800,000.00",0.00,"70,738,984,256.00",0.00,0.00,0.00,Very Low,"3,997.03",0.00,654.52,0.00,"4,651.55",46.44,Very Low,0.00,0.00,0.00,38.40,"6,309.49",48.36,Very Low,December 2025
24136,T15003003900,Hawaii,HI,15,Honolulu,County,003,15003,003900,15003003900,559,"936,277,982.00",0.00,0.55,0,0.03,0.39,"936,277,982.00",559,"7,658,300,000.00",0.00,"8,594,577,982.00",0.00,0.00,0.00,Relatively Low,"5,526.31",0.00,71.54,0.00,"5,597.85",47.85,Very Low,0.00,0.00,0.00,46.08,"9,800.88",51.39,Relatively Low,December 2025
24137,T15003004000,Hawaii,HI,15,Honolulu,County,003,15003,004000,15003004000,1627,"2,136,812,541.00",0.00,0.12,0,0.03,0.12,"2,136,812,541.00","1,627","22,289,900,000.00",0.00,"24,426,712,541.00",0.00,0.00,0.00,Relatively Low,"12,612.37",0.00,208.23,0.00,"12,820.60",53.47,Relatively Low,0.00,0.00,0.00,45.90,"16,933.14",55.06,Relatively Low,December 2025
24138,T15003004101,Hawaii,HI,15,Honolulu,County,003,15003,004101,15003004101,1618,"207,696,099.00",0.00,0.06,0,0.03,0.06,"207,696,099.00","1,618","22,166,600,000.00",0.00,"22,374,296,099.00",0.00,0.00,0.00,Very Low,"1,225.91",0.00,207.08,0.00,"1,432.99",36.89,Very Low,0.00,0.00,0.00,38.34,"2,024.74",39.12,Very Low,December 2025
24139,T15003004102,Hawaii,HI,15,Honolulu,County,003,15003,004102,15003004102,2438,"1,008,125,851.00",0.00,0.20,0,0.03,0.20,"1,008,125,851.00","2,438","33,400,600,000.00",0.00,"34,408,725,851.00",0.00,0.00,0.00,Very Low,"5,950.38",0.00,312.03,0.00,"6,262.42",48.69,Very Low,0.00,0.00,0.00,43.91,"9,505.01",51.18,Very Low,December 2025
24140,T15003004201,Hawaii,HI,15,Honolulu,County,003,15003,004201,15003004201,1602,"197,439,868.00",0.00,0.01,0,0.03,0.01,"197,439,868.00","1,602","21,947,400,000.00",0.00,"22,144,839,868.00",0.00,0.00,0.00,Very Low,"1,165.37",0.00,205.03,0.00,"1,370.41",36.51,Very Low,0.00,0.00,0.00,37.83,"1,902.96",38.63,Very Low,December 2025
24141,T15003004202,Hawaii,HI,15,Honolulu,County,003,15003,004202,15003004202,1901,"191,182,044.00",0.00,0.09,0,0.03,0.09,"191,182,044.00","1,901","26,043,700,000.00",0.00,"26,234,882,044.00",0.00,0.00,0.00,Very Low,"1,128.44",0.00,243.30,0.00,"1,371.74",36.51,Very Low,0.00,0.00,0.00,36.31,"1,658.64",37.57,Very Low,December 2025
24142,T15003004301,Hawaii,HI,15,Honolulu,County,003,15003,004301,15003004301,2273,"278,320,938.00",0.00,0.37,0,0.03,0.37,"278,320,938.00","2,273","31,140,100,000.00",0.00,"31,418,420,938.00",0.00,0.00,0.00,Very Low,"1,642.77",0.00,290.91,0.00,"1,933.68",39.23,Very Low,0.00,0.00,0.00,37.90,"2,195.56",39.78,Very Low,December 2025
24143,T15003004302,Hawaii,HI,15,Honolulu,County,003,15003,004302,15003004302,3313,"483,764,356.00",0.00,0.15,0,0.03,0.15,"483,764,356.00","3,313","45,388,100,000.00",0.00,"45,871,864,356.00",0.00,0.00,0.00,Very Low,"2,855.38",0.00,424.02,0.00,"3,279.40",43.63,Very Low,0.00,0.00,0.00,39.16,"4,338.27",45.44,Very Low,December 2025
24144,T15003004401,Hawaii,HI,15,Honolulu,County,003,15003,004401,15003004401,2536,"340,680,166.00",0.00,0.19,0,0.03,0.19,"340,680,166.00","2,536","34,743,200,000.00",0.00,"35,083,880,166.00",0.00,0.00,0.00,Very Low,"2,010.84",0.00,324.57,0.00,"2,335.41",40.79,Very Low,0.00,0.00,0.00,38.63,"2,232.54",39.93,Very Low,December 2025
24145,T15003004402,Hawaii,HI,15,Honolulu,County,003,15003,004402,15003004402,2550,"304,794,320.00",0.00,1.26,0,0.03,1.26,"304,794,320.00","2,550","34,935,000,000.00",0.00,"35,239,794,320.00",0.00,0.00,0.00,Very Low,"1,799.02",0.00,326.37,0.00,"2,125.39",40.02,Very Low,0.00,0.00,0.00,37.84,"2,803.36",41.82,Very Low,December 2025
24146,T15003004500,Hawaii,HI,15,Honolulu,County,003,15003,004500,15003004500,5360,"1,152,513,114.00",0.00,3.10,0,0.03,3.10,"1,152,513,114.00","5,360","73,432,000,000.00",0.00,"74,584,513,114.00",0.00,0.00,0.00,Very Low,"6,802.62",0.00,686.01,0.00,"7,488.63",49.98,Very Low,0.00,0.00,0.00,41.47,"8,820.57",50.70,Very Low,December 2025
24147,T15003004600,Hawaii,HI,15,Honolulu,County,003,15003,004600,15003004600,3883,"807,788,422.00",0.00,2.68,0,0.03,2.68,"807,788,422.00","3,883","53,197,100,000.00",0.00,"54,004,888,422.00",0.00,0.00,0.00,Very Low,"4,767.91",0.00,496.97,0.00,"5,264.88",47.37,Very Low,0.00,0.00,0.00,41.36,"5,544.93",47.35,Very Low,December 2025
24148,T15003004701,Hawaii,HI,15,Honolulu,County,003,15003,004701,15003004701,2305,"415,642,967.00",0.00,0.24,0,0.03,0.24,"415,642,967.00","2,305","31,578,500,000.00",0.00,"31,994,142,967.00",0.00,0.00,0.00,Very Low,"2,453.30",0.00,295.01,0.00,"2,748.31",42.12,Very Low,0.00,0.00,0.00,40.53,"3,059.19",42.53,Very Low,December 2025
24149,T15003004702,Hawaii,HI,15,Honolulu,County,003,15003,004702,15003004702,2477,"649,481,877.00",0.00,0.30,0,0.03,0.30,"649,481,877.00","2,477","33,934,900,000.00",0.00,"34,584,381,877.00",0.00,0.00,0.00,Very Low,"3,833.52",0.00,317.02,0.00,"4,150.54",45.54,Very Low,0.00,0.00,0.00,42.38,"4,624.99",45.93,Very Low,December 2025
24150,T15003004801,Hawaii,HI,15,Honolulu,County,003,15003,004801,15003004801,3079,"822,039,718.00",0.00,1.17,0,0.03,1.17,"822,039,718.00","3,079","42,182,300,000.00",0.00,"43,004,339,718.00",0.00,0.00,0.00,Very Low,"4,852.02",0.00,394.07,0.00,"5,246.10",47.33,Very Low,0.00,0.00,0.00,42.51,"4,125.03",45.02,Very Low,December 2025
24151,T15003004802,Hawaii,HI,15,Honolulu,County,003,15003,004802,15003004802,3873,"432,960,000.00",0.00,0.20,0,0.03,0.20,"432,960,000.00","3,873","53,060,100,000.00",0.00,"53,493,060,000.00",0.00,0.00,0.00,Very Low,"2,555.51",0.00,495.69,0.00,"3,051.21",43.03,Very Low,0.00,0.00,0.00,37.33,"3,020.55",42.42,Very Low,December 2025
24152,T15003004900,Hawaii,HI,15,Honolulu,County,003,15003,004900,15003004900,3351,"397,146,538.00",0.00,0.16,0,0.03,0.16,"397,146,538.00","3,351","45,908,700,000.00",0.00,"46,305,846,538.00",0.00,0.00,0.00,Very Low,"2,344.13",0.00,428.88,0.00,"2,773.01",42.22,Very Low,0.00,0.00,0.00,37.64,"4,085.84",44.95,Very Low,December 2025
24153,T15003005000,Hawaii,HI,15,Honolulu,County,003,15003,005000,15003005000,4106,"869,129,630.00",0.00,0.21,0,0.03,0.21,"869,129,630.00","4,106","56,252,200,000.00",0.00,"57,121,329,630.00",0.00,0.00,0.00,Very Low,"5,129.97",0.00,525.51,0.00,"5,655.48",47.93,Very Low,0.00,0.00,0.00,41.36,"7,422.35",49.51,Very Low,December 2025
24154,T15003005100,Hawaii,HI,15,Honolulu,County,003,15003,005100,15003005100,2905,"267,472,840.00",0.00,0.07,0,0.03,0.07,"267,472,840.00","2,905","39,798,500,000.00",0.00,"40,065,972,840.00",0.00,0.00,0.00,Very Low,"1,578.74",0.00,371.80,0.00,"1,950.54",39.30,Very Low,0.00,0.00,0.00,35.55,"3,358.35",43.32,Very Low,December 2025
24155,T15003005200,Hawaii,HI,15,Honolulu,County,003,15003,005200,15003005200,3000,"327,103,580.00",0.00,0.08,0,0.03,0.08,"327,103,580.00","3,000","41,100,000,000.00",0.00,"41,427,103,580.00",0.00,0.00,0.00,Very Low,"1,930.70",0.00,383.96,0.00,"2,314.66",40.72,Very Low,0.00,0.00,0.00,37.12,"4,007.16",44.79,Very Low,December 2025
24156,T15003005300,Hawaii,HI,15,Honolulu,County,003,15003,005300,15003005300,4235,"337,835,440.00",0.00,0.14,0,0.03,0.14,"337,835,440.00","4,235","58,019,500,000.00",0.00,"58,357,335,440.00",0.00,0.00,0.00,Very Low,"1,994.05",0.00,542.02,0.00,"2,536.07",41.44,Very Low,0.00,0.00,0.00,34.44,"3,584.78",43.87,Very Low,December 2025
24157,T15003005400,Hawaii,HI,15,Honolulu,County,003,15003,005400,15003005400,1545,"49,331,926.00",0.00,0.03,0,0.03,0.03,"49,331,926.00","1,545","21,166,500,000.00",0.00,"21,215,831,926.00",0.00,0.00,0.00,Very Low,291.18,0.00,197.74,0.00,488.92,28.84,Very Low,0.00,0.00,0.00,25.02,831.94,32.25,Very Low,December 2025
24158,T15003005500,Hawaii,HI,15,Honolulu,County,003,15003,005500,15003005500,2157,"160,087,370.00",0.00,0.08,0,0.03,0.08,"160,087,370.00","2,157","29,550,900,000.00",0.00,"29,710,987,370.00",0.00,0.00,0.00,Very Low,944.90,0.00,276.07,0.00,"1,220.97",35.54,Very Low,0.00,0.00,0.00,33.96,"1,509.41",36.79,Very Low,December 2025
24159,T15003005601,Hawaii,HI,15,Honolulu,County,003,15003,005601,15003005601,1808,"172,993,730.00",0.00,0.06,0,0.03,0.06,"172,993,730.00","1,808","24,769,600,000.00",0.00,"24,942,593,730.00",0.00,0.00,0.00,Very Low,"1,021.08",0.00,231.40,0.00,"1,252.48",35.75,Very Low,0.00,0.00,0.00,35.96,"1,718.04",37.82,Very Low,December 2025
24160,T15003005602,Hawaii,HI,15,Honolulu,County,003,15003,005602,15003005602,5124,"537,892,741.00",0.00,0.31,0,0.03,0.31,"537,892,741.00","5,124","70,198,800,000.00",0.00,"70,736,692,741.00",0.00,0.00,0.00,Very Low,"3,174.87",0.00,655.80,0.00,"3,830.67",44.88,Very Low,0.00,0.00,0.00,36.80,"3,012.07",42.40,Very Low,December 2025
24161,T15003005700,Hawaii,HI,15,Honolulu,County,003,15003,005700,15003005700,2483,"2,389,813,804.00",0.00,2.32,0,0.03,1.58,"2,389,813,804.00","2,483","34,017,100,000.00",0.00,"36,406,913,804.00",0.00,0.00,0.00,Relatively Low,"14,105.69",0.00,317.79,0.00,"14,423.48",54.28,Relatively Low,0.00,0.00,0.00,45.59,"24,159.41",57.83,Relatively Low,December 2025
24162,T15003005800,Hawaii,HI,15,Honolulu,County,003,15003,005800,15003005800,3322,"684,910,317.00",0.00,0.20,0,0.03,0.20,"684,910,317.00","3,322","45,511,400,000.00",0.00,"46,196,310,317.00",0.00,0.00,0.00,Very Low,"4,042.63",0.00,425.17,0.00,"4,467.80",46.13,Very Low,0.00,0.00,0.00,41.20,"7,600.55",49.68,Very Low,December 2025
24163,T15003005900,Hawaii,HI,15,Honolulu,County,003,15003,005900,15003005900,2981,"2,040,438,884.00",0.00,1.02,0,0.03,0.93,"2,040,438,884.00","2,981","40,839,700,000.00",0.00,"42,880,138,884.00",0.00,0.00,0.00,Relatively Low,"12,043.53",0.00,381.53,0.00,"12,425.06",53.26,Relatively Low,0.00,0.00,0.00,45.18,"20,910.05",56.59,Relatively Low,December 2025
24164,T15003006000,Hawaii,HI,15,Honolulu,County,003,15003,006000,15003006000,5661,"988,129,105.00",0.00,0.28,0,0.03,0.28,"988,129,105.00","5,661","77,555,700,000.00",0.00,"78,543,829,105.00",0.00,0.00,0.00,Very Low,"5,832.35",0.00,724.53,0.00,"6,556.89",49.04,Very Low,0.00,0.00,0.00,40.35,"7,119.72",49.22,Very Low,December 2025
24165,T15003006100,Hawaii,HI,15,Honolulu,County,003,15003,006100,15003006100,4517,"467,418,708.00",0.00,0.19,0,0.03,0.19,"467,418,708.00","4,517","61,882,900,000.00",0.00,"62,350,318,708.00",0.00,0.00,0.00,Very Low,"2,758.90",0.00,578.12,0.00,"3,337.02",43.78,Very Low,0.00,0.00,0.00,36.65,"2,623.91",41.28,Very Low,December 2025
24166,T15003006202,Hawaii,HI,15,Honolulu,County,003,15003,006202,15003006202,2705,"118,005,866.00",0.00,0.06,0,0.03,0.06,"118,005,866.00","2,705","37,058,500,000.00",0.00,"37,176,505,866.00",0.00,0.00,0.00,Very Low,696.52,0.00,346.20,0.00,"1,042.72",34.34,Very Low,0.00,0.00,0.00,28.16,"1,194.88",35.01,Very Low,December 2025
24167,T15003006203,Hawaii,HI,15,Honolulu,County,003,15003,006203,15003006203,6425,"390,941,978.00",0.00,0.19,0,0.03,0.19,"390,941,978.00","6,425","88,022,500,000.00",0.00,"88,413,441,978.00",0.00,0.00,0.00,Very Low,"2,307.50",0.00,822.32,0.00,"3,129.82",43.26,Very Low,0.00,0.00,0.00,32.23,"2,460.99",40.70,Very Low,December 2025
24168,T15003006301,Hawaii,HI,15,Honolulu,County,003,15003,006301,15003006301,4068,"411,213,205.00",0.00,0.31,0,0.03,0.31,"411,213,205.00","4,068","55,731,600,000.00",0.00,"56,142,813,205.00",0.00,0.00,0.00,Very Low,"2,427.15",0.00,520.65,0.00,"2,947.80",42.72,Very Low,0.00,0.00,0.00,36.48,"3,059.22",42.53,Very Low,December 2025
24169,T15003006302,Hawaii,HI,15,Honolulu,County,003,15003,006302,15003006302,3152,"145,872,126.00",0.00,0.26,0,0.03,0.26,"145,872,126.00","3,152","43,182,400,000.00",0.00,"43,328,272,126.00",0.00,0.00,0.00,Very Low,861.00,0.00,403.41,0.00,"1,264.41",35.84,Very Low,0.00,0.00,0.00,28.96,"1,356.06",35.99,Very Low,December 2025
24170,T15003006401,Hawaii,HI,15,Honolulu,County,003,15003,006401,15003006401,2362,"182,133,804.00",0.00,0.08,0,0.03,0.08,"182,133,804.00","2,362","32,359,400,000.00",0.00,"32,541,533,804.00",0.00,0.00,0.00,Very Low,"1,075.03",0.00,302.30,0.00,"1,377.34",36.54,Very Low,0.00,0.00,0.00,34.21,"1,083.00",34.28,Very Low,December 2025
24171,T15003006402,Hawaii,HI,15,Honolulu,County,003,15003,006402,15003006402,6393,"610,563,234.00",0.00,0.99,0,0.03,0.99,"610,563,234.00","6,393","87,584,100,000.00",0.00,"88,194,663,234.00",0.00,0.00,0.00,Very Low,"3,603.80",0.00,818.22,0.00,"4,422.02",46.03,Very Low,0.00,0.00,0.00,35.96,"3,477.05",43.63,Very Low,December 2025
24172,T15003006500,Hawaii,HI,15,Honolulu,County,003,15003,006500,15003006500,4694,"488,628,411.00",0.00,3.78,0,0.03,3.78,"488,628,411.00","4,694","64,307,800,000.00",0.00,"64,796,428,411.00",0.00,0.00,0.00,Very Low,"2,884.09",0.00,600.77,0.00,"3,484.86",44.13,Very Low,0.00,0.00,0.00,36.62,"2,740.16",41.63,Very Low,December 2025
24173,T15003006703,Hawaii,HI,15,Honolulu,County,003,15003,006703,15003006703,1725,"430,262,997.00",0.00,0.74,0,0.03,0.74,"430,262,997.00","1,725","23,632,500,000.00",0.00,"24,062,762,997.00",0.00,0.00,0.00,Very Low,"2,539.59",0.00,220.78,0.00,"2,760.37",42.16,Very Low,0.00,0.00,0.00,42.21,"3,365.32",43.34,Very Low,December 2025
24174,T15003006704,Hawaii,HI,15,Honolulu,County,003,15003,006704,15003006704,7162,"1,225,132,334.00",0.00,7.13,0,0.03,7.13,"1,225,132,334.00","7,162","98,119,400,000.00",0.00,"99,344,532,334.00",0.00,0.00,0.00,Very Low,"7,231.25",0.00,916.64,0.00,"8,147.89",50.55,Very Low,0.00,0.00,0.00,40.26,"8,219.63",50.23,Very Low,December 2025
24175,T15003006806,Hawaii,HI,15,Honolulu,County,003,15003,006806,15003006806,1758,"318,770,574.00",0.00,0.19,0,0.03,0.19,"318,770,574.00","1,758","24,084,600,000.00",0.00,"24,403,370,574.00",0.00,0.00,0.00,Very Low,"1,881.52",0.00,225.00,0.00,"2,106.52",39.95,Very Low,0.00,0.00,0.00,40.68,"2,369.27",40.44,Very Low,December 2025
24176,T15003006810,Hawaii,HI,15,Honolulu,County,003,15003,006810,15003006810,2374,"170,276,353.00",0.00,0.39,0,0.03,0.39,"170,276,353.00","2,374","32,523,800,000.00",0.00,"32,694,076,353.00",0.00,0.00,0.00,Very Low,"1,005.04",0.00,303.84,0.00,"1,308.88",36.10,Very Low,0.00,0.00,0.00,33.71,"1,029.18",33.89,Very Low,December 2025
24177,T15003006811,Hawaii,HI,15,Honolulu,County,003,15003,006811,15003006811,1047,"94,559,770.00",0.00,0.37,0,0.03,0.37,"94,559,770.00","1,047","14,343,900,000.00",0.00,"14,438,459,770.00",0.00,0.00,0.00,Very Low,558.13,0.00,134.00,0.00,692.13,31.22,Very Low,0.00,0.00,0.00,35.50,544.23,29.41,Very Low,December 2025
24178,T15003006812,Hawaii,HI,15,Honolulu,County,003,15003,006812,15003006812,1363,"292,419,913.00",0.00,0.21,0,0.03,0.21,"292,419,913.00","1,363","18,673,100,000.00",0.00,"18,965,519,913.00",0.00,0.00,0.00,Very Low,"1,725.99",0.00,174.45,0.00,"1,900.43",39.09,Very Low,0.00,0.00,0.00,41.38,"2,525.50",40.93,Very Low,December 2025
24179,T15003006813,Hawaii,HI,15,Honolulu,County,003,15003,006813,15003006813,4680,"611,856,922.00",0.00,0.72,0,0.03,0.72,"611,856,922.00","4,680","64,116,000,000.00",0.00,"64,727,856,922.00",0.00,0.00,0.00,Very Low,"3,611.44",0.00,598.98,0.00,"4,210.42",45.65,Very Low,0.00,0.00,0.00,38.25,"4,681.08",46.02,Very Low,December 2025
24180,T15003006814,Hawaii,HI,15,Honolulu,County,003,15003,006814,15003006814,2442,"189,112,844.00",0.00,0.03,0,0.03,0.03,"189,112,844.00","2,442","33,455,400,000.00",0.00,"33,644,512,844.00",0.00,0.00,0.00,Very Low,"1,116.22",0.00,312.54,0.00,"1,428.77",36.86,Very Low,0.00,0.00,0.00,34.19,"1,602.05",37.28,Very Low,December 2025
24181,T15003006815,Hawaii,HI,15,Honolulu,County,003,15003,006815,15003006815,2165,"193,287,813.00",0.00,0.03,0,0.03,0.03,"193,287,813.00","2,165","29,660,500,000.00",0.00,"29,853,787,813.00",0.00,0.00,0.00,Very Low,"1,140.87",0.00,277.09,0.00,"1,417.96",36.77,Very Low,0.00,0.00,0.00,35.17,"1,441.49",36.44,Very Low,December 2025
24182,T15003006816,Hawaii,HI,15,Honolulu,County,003,15003,006816,15003006816,2411,"175,818,458.00",0.00,0.08,0,0.03,0.08,"175,818,458.00","2,411","33,030,700,000.00",0.00,"33,206,518,458.00",0.00,0.00,0.00,Very Low,"1,037.75",0.00,308.58,0.00,"1,346.33",36.37,Very Low,0.00,0.00,0.00,33.74,"1,058.63",34.11,Very Low,December 2025
24183,T15003006817,Hawaii,HI,15,Honolulu,County,003,15003,006817,15003006817,4809,"430,676,364.00",0.00,0.18,0,0.03,0.18,"430,676,364.00","4,809","65,883,300,000.00",0.00,"66,313,976,364.00",0.00,0.00,0.00,Very Low,"2,542.03",0.00,615.49,0.00,"3,157.52",43.33,Very Low,0.00,0.00,0.00,35.36,"4,007.09",44.79,Very Low,December 2025
24184,T15003006818,Hawaii,HI,15,Honolulu,County,003,15003,006818,15003006818,1695,"173,604,305.00",0.00,0.03,0,0.03,0.03,"173,604,305.00","1,695","23,221,500,000.00",0.00,"23,395,104,305.00",0.00,0.00,0.00,Very Low,"1,024.69",0.00,216.94,0.00,"1,241.62",35.68,Very Low,0.00,0.00,0.00,36.38,"1,124.71",34.53,Very Low,December 2025
24185,T15003006819,Hawaii,HI,15,Honolulu,County,003,15003,006819,15003006819,2646,"245,769,002.00",0.00,0.03,0,0.03,0.03,"245,769,002.00","2,646","36,250,200,000.00",0.00,"36,495,969,002.00",0.00,0.00,0.00,Very Low,"1,450.63",0.00,338.65,0.00,"1,789.29",38.63,Very Low,0.00,0.00,0.00,35.52,"1,869.65",38.50,Very Low,December 2025
24186,T15003006900,Hawaii,HI,15,Honolulu,County,003,15003,006900,15003006900,3852,"447,713,575.00",0.00,0.43,0,0.03,0.43,"447,713,575.00","3,852","52,772,400,000.00",0.00,"53,220,113,575.00",0.00,0.00,0.00,Very Low,"2,642.59",0.00,493.01,0.00,"3,135.60",43.27,Very Low,0.00,0.00,0.00,37.63,"2,465.53",40.71,Very Low,December 2025
24187,T15003007001,Hawaii,HI,15,Honolulu,County,003,15003,007001,15003007001,1565,"389,563,587.00",0.00,0.53,0,0.03,0.53,"389,563,587.00","1,565","21,440,500,000.00",0.00,"21,830,063,587.00",0.00,0.00,0.00,Very Low,"2,268.07",0.00,193.15,0.00,"2,461.21",41.19,Very Low,0.00,0.00,0.00,41.98,"1,935.26",38.75,Very Low,December 2025
24188,T15003007002,Hawaii,HI,15,Honolulu,County,003,15003,007002,15003007002,2100,"240,902,864.00",0.00,0.59,0,0.03,0.59,"240,902,864.00","2,100","28,770,000,000.00",0.00,"29,010,902,864.00",0.00,0.00,0.00,Very Low,"1,421.91",0.00,268.77,0.00,"1,690.68",38.17,Very Low,0.00,0.00,0.00,37.57,"1,329.39",35.85,Very Low,December 2025
24189,T15003007100,Hawaii,HI,15,Honolulu,County,003,15003,007100,15003007100,3043,"529,727,819.00",0.00,0.48,0,0.02,0.48,"529,727,819.00","3,043","41,689,100,000.00",0.00,"42,218,827,819.00",0.00,0.00,0.00,Very Low,"2,669.28",0.00,302.34,0.00,"2,971.62",42.79,Very Low,0.00,0.00,0.00,39.54,"2,336.60",40.31,Very Low,December 2025
24190,T15003007302,Hawaii,HI,15,Honolulu,County,003,15003,007302,15003007302,4088,"633,116,615.00",0.00,1.28,0,0.01,1.09,"633,116,615.00","4,088","56,005,600,000.00",0.00,"56,638,716,615.00",0.00,0.00,0.00,Very Low,"1,420.03",0.00,198.82,0.00,"1,618.85",37.85,Very Low,0.00,0.00,0.00,32.17,"1,272.91",35.48,Very Low,December 2025
24191,T15003007400,Hawaii,HI,15,Honolulu,County,003,15003,007400,15003007400,7651,"1,112,580,895.00",0.00,4.85,0,0.01,4.85,"1,112,580,895.00","7,651","104,818,700,000.00",0.00,"105,931,280,895.00",0.00,0.00,0.00,Very Low,"3,446.01",0.00,410.28,0.00,"3,856.30",44.94,Very Low,0.00,0.00,0.00,35.49,"3,032.22",42.46,Very Low,December 2025
24192,T15003007504,Hawaii,HI,15,Honolulu,County,003,15003,007504,15003007504,3372,"348,843,389.00",0.00,0.42,0,0.03,0.42,"348,843,389.00","3,372","46,196,400,000.00",0.00,"46,545,243,389.00",0.00,0.00,0.00,Very Low,"2,059.02",0.00,431.57,0.00,"2,490.59",41.28,Very Low,0.00,0.00,0.00,36.67,"4,137.68",45.06,Very Low,December 2025
24193,T15003007507,Hawaii,HI,15,Honolulu,County,003,15003,007507,15003007507,6617,"1,472,487,079.00",0.00,8.74,0,0.03,8.74,"1,472,487,079.00","6,617","90,652,900,000.00",0.00,"92,125,387,079.00",0.00,0.00,0.00,Very Low,"8,691.24",0.00,846.89,0.00,"9,538.13",51.55,Relatively Low,0.00,0.00,0.00,41.69,"7,499.87",49.57,Very Low,December 2025
24194,T15003007508,Hawaii,HI,15,Honolulu,County,003,15003,007508,15003007508,6965,"806,651,794.00",0.00,0.77,0,0.03,0.77,"806,651,794.00","6,965","95,420,500,000.00",0.00,"96,227,151,794.00",0.00,0.00,0.00,Very Low,"4,761.20",0.00,891.43,0.00,"5,652.63",47.92,Very Low,0.00,0.00,0.00,37.57,"4,444.68",45.64,Very Low,December 2025
