OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Tornado - Number of Events,Tornado - Annualized Frequency,Tornado - Exposure - Impacted Area (sq mi),Tornado - Exposure - Building Value,Tornado - Exposure - Population,Tornado - Exposure - Population Equivalence,Tornado - Exposure - Agriculture Value,Tornado - Exposure - Total,Tornado - Historic Loss Ratio - Buildings,Tornado - Historic Loss Ratio - Population,Tornado - Historic Loss Ratio - Agriculture,Tornado - Historic Loss Ratio - Total Rating,Tornado - Expected Annual Loss - Building Value,Tornado - Expected Annual Loss - Population,Tornado - Expected Annual Loss - Population Equivalence,Tornado - Expected Annual Loss - Agriculture Value,Tornado - Expected Annual Loss - Total,Tornado - Expected Annual Loss Score,Tornado - Expected Annual Loss Rating,Tornado - Expected Annual Loss Rate - Building,Tornado - Expected Annual Loss Rate - Population,Tornado - Expected Annual Loss Rate - Agriculture,Tornado - Expected Annual Loss Rate - National Percentile,Tornado - Hazard Type Risk Index Value,Tornado - Hazard Type Risk Index Score,Tornado - Hazard Type Risk Index Rating,National Risk Index Version
24189,T15003007100,Hawaii,HI,15,Honolulu,County,003,15003,007100,15003007100,3043,"529,727,819.00",0.00,0.48,0.00,0.00,0.48,"529,727,819.00","3,043.00","41,689,100,000.00",0.00,"42,218,827,819.00",0.31,0.00,0.00,Very Low,"1,444.03",0.00,713.94,0.00,"2,157.97",5.75,Very Low,0.00,0.00,0.00,15.16,"1,696.82",3.93,Very Low,December 2025
24190,T15003007302,Hawaii,HI,15,Honolulu,County,003,15003,007302,15003007302,4088,"633,116,615.00",0.00,1.28,0.00,0.00,1.28,"633,116,615.00","4,088.00","56,005,600,000.00",0.00,"56,638,716,615.00",0.12,0.00,0.00,Very Low,"1,725.87",0.00,959.12,0.00,"2,684.99",6.95,Very Low,0.00,0.00,0.00,14.78,"2,111.22",4.60,Very Low,December 2025
24191,T15003007400,Hawaii,HI,15,Honolulu,County,003,15003,007400,15003007400,7651,"1,112,580,895.00",0.00,4.85,0.00,0.00,4.67,"1,112,580,895.00","7,651.00","104,818,700,000.00",0.00,"105,931,280,895.00",0.03,0.00,0.00,Very Low,"3,032.88",0.00,"1,795.07",0.00,"4,827.95",12.67,Very Low,0.00,0.00,0.00,14.21,"3,796.24",7.97,Very Low,December 2025
24192,T15003007504,Hawaii,HI,15,Honolulu,County,003,15003,007504,15003007504,3372,"348,843,389.00",0.00,0.42,0.00,0.00,0.42,"348,843,389.00","3,372.00","46,196,400,000.00",0.00,"46,545,243,389.00",0.35,0.00,0.00,Very Low,950.94,0.00,791.13,0.00,"1,742.08",4.81,Very Low,0.00,0.00,0.00,12.13,"2,894.16",6.01,Very Low,December 2025
24193,T15003007507,Hawaii,HI,15,Honolulu,County,003,15003,007507,15003007507,6617,"1,472,487,079.00",0.00,8.74,0.00,0.00,6.55,"1,472,487,079.00","6,617.00","90,652,900,000.00",0.00,"92,125,387,079.00",0.02,0.00,0.00,Very Low,"4,013.99",0.00,"1,552.47",0.00,"5,566.45",14.79,Very Low,0.00,0.00,0.00,16.62,"4,376.92",9.37,Very Low,December 2025
24194,T15003007508,Hawaii,HI,15,Honolulu,County,003,15003,007508,15003007508,6965,"806,651,794.00",0.00,0.77,0.00,0.00,0.77,"806,651,794.00","6,965.00","95,420,500,000.00",0.00,"96,227,151,794.00",0.19,0.00,0.00,Very Low,"2,198.92",0.00,"1,634.12",0.00,"3,833.04",9.81,Very Low,0.00,0.00,0.00,12.82,"3,013.94",6.26,Very Low,December 2025
24195,T15003007701,Hawaii,HI,15,Honolulu,County,003,15003,007701,15003007701,4906,"656,275,257.00",0.00,0.96,0.00,0.00,0.94,"656,275,257.00","4,906.00","67,212,200,000.00",0.00,"67,868,475,257.00",0.16,0.00,0.00,Very Low,"1,789.00",0.00,"1,151.04",0.00,"2,940.04",7.54,Very Low,0.00,0.00,0.00,13.71,"3,516.39",7.36,Very Low,December 2025
24196,T15003007702,Hawaii,HI,15,Honolulu,County,003,15003,007702,15003007702,5487,"983,354,968.00",0.00,2.43,0.00,0.00,2.09,"983,354,968.00","5,487.00","75,171,900,000.00",0.00,"76,155,254,968.00",0.06,0.00,0.00,Very Low,"2,680.62",0.00,"1,287.35",0.00,"3,967.97",10.18,Very Low,0.00,0.00,0.00,15.64,"4,715.80",10.20,Very Low,December 2025
24197,T15003007804,Hawaii,HI,15,Honolulu,County,003,15003,007804,15003007804,2005,"250,067,688.00",0.00,0.18,0.00,0.00,0.18,"250,067,688.00","2,005.00","27,468,500,000.00",0.00,"27,718,567,688.00",0.83,0.01,0.00,Very Low,681.68,0.00,470.41,0.00,"1,152.09",3.46,Very Low,0.00,0.00,0.00,13.39,"1,442.82",3.51,Very Low,December 2025
24198,T15003007807,Hawaii,HI,15,Honolulu,County,003,15003,007807,15003007807,5292,"566,790,774.00",0.00,0.14,0.00,0.00,0.14,"566,790,774.00","5,292.00","72,500,400,000.00",0.00,"73,067,190,774.00",1.06,0.01,0.00,Very Low,"1,545.07",0.00,"1,241.60",0.00,"2,786.67",7.18,Very Low,0.00,0.00,0.00,12.44,"3,335.39",6.94,Very Low,December 2025
24199,T15003007808,Hawaii,HI,15,Honolulu,County,003,15003,007808,15003007808,3459,"1,314,358,636.00","83,770.00",0.75,0.00,0.00,0.75,"1,314,358,636.00","3,459.00","47,388,300,000.00","83,770.00","48,702,742,406.00",0.20,0.00,0.04,Very Low,"3,582.93",0.00,811.55,0.05,"4,394.52",11.42,Very Low,0.00,0.00,0.00,18.40,"3,455.43",7.22,Very Low,December 2025
24200,T15003007809,Hawaii,HI,15,Honolulu,County,003,15003,007809,15003007809,3363,"677,696,119.00",0.00,0.96,0.00,0.00,0.87,"677,696,119.00","3,363.00","46,073,100,000.00",0.00,"46,750,796,119.00",0.15,0.00,0.00,Very Low,"1,847.39",0.00,789.02,0.00,"2,636.41",6.85,Very Low,0.00,0.00,0.00,16.06,"2,960.74",6.14,Very Low,December 2025
24201,T15003007812,Hawaii,HI,15,Honolulu,County,003,15003,007812,15003007812,2164,"302,896,418.00",0.00,0.29,0.00,0.00,0.29,"302,896,418.00","2,164.00","29,646,800,000.00",0.00,"29,949,696,418.00",0.52,0.00,0.00,Very Low,825.69,0.00,507.72,0.00,"1,333.41",3.91,Very Low,0.00,0.00,0.00,13.97,"1,587.90",3.74,Very Low,December 2025
24202,T15003007813,Hawaii,HI,15,Honolulu,County,003,15003,007813,15003007813,2880,"359,569,228.00",0.00,0.21,0.00,0.00,0.21,"359,569,228.00","2,880.00","39,456,000,000.00",0.00,"39,815,569,228.00",0.72,0.00,0.00,Very Low,980.18,0.00,675.70,0.00,"1,655.88",4.62,Very Low,0.00,0.00,0.00,13.06,"1,633.25",3.83,Very Low,December 2025
24203,T15003007814,Hawaii,HI,15,Honolulu,County,003,15003,007814,15003007814,3416,"614,023,274.00",0.00,0.59,0.00,0.00,0.59,"614,023,274.00","3,416.00","46,799,200,000.00",0.00,"47,413,223,274.00",0.25,0.00,0.00,Very Low,"1,673.82",0.00,801.46,0.00,"2,475.28",6.48,Very Low,0.00,0.00,0.00,15.81,"2,862.75",5.95,Very Low,December 2025
24204,T15003007815,Hawaii,HI,15,Honolulu,County,003,15003,007815,15003007815,2034,"392,270,154.00",0.00,7.77,0.00,0.00,4.76,"392,270,154.00","2,034.00","27,865,800,000.00",0.00,"28,258,070,154.00",0.02,0.00,0.00,Very Low,"1,069.33",0.00,477.21,0.00,"1,546.54",4.39,Very Low,0.00,0.00,0.00,16.24,"1,216.05",3.10,Very Low,December 2025
24205,T15003007816,Hawaii,HI,15,Honolulu,County,003,15003,007816,15003007816,3443,"478,000,276.00",0.00,4.36,0.00,0.00,3.25,"478,000,276.00","3,443.00","47,169,100,000.00",0.00,"47,647,100,276.00",0.03,0.00,0.00,Very Low,"1,303.03",0.00,807.79,0.00,"2,110.82",5.65,Very Low,0.00,0.00,0.00,14.48,"2,242.82",4.84,Very Low,December 2025
24206,T15003007817,Hawaii,HI,15,Honolulu,County,003,15003,007817,15003007817,1631,"239,162,169.00",0.00,0.30,0.00,0.00,0.30,"239,162,169.00","1,631.00","22,344,700,000.00",0.00,"22,583,862,169.00",0.50,0.00,0.00,Very Low,651.95,0.00,382.66,0.00,"1,034.62",3.21,Very Low,0.00,0.00,0.00,14.72,"1,008.72",2.72,Very Low,December 2025
24207,T15003008001,Hawaii,HI,15,Honolulu,County,003,15003,008001,15003008001,2664,"393,391,118.00","91,077.00",0.75,0.00,0.00,0.75,"393,391,118.00","2,664.00","36,496,800,000.00","91,077.00","36,890,282,195.00",0.20,0.00,0.04,Very Low,"1,072.38",0.00,625.02,0.05,"1,697.46",4.72,Very Low,0.00,0.00,0.00,14.42,"2,844.64",5.91,Very Low,December 2025
24208,T15003008002,Hawaii,HI,15,Honolulu,County,003,15003,008002,15003008002,2897,"792,473,061.00",0.00,0.49,0.00,0.00,0.49,"792,473,061.00","2,897.00","39,688,900,000.00",0.00,"40,481,373,061.00",0.31,0.00,0.00,Very Low,"2,160.27",0.00,679.69,0.00,"2,839.96",7.32,Very Low,0.00,0.00,0.00,17.28,"3,297.81",6.88,Very Low,December 2025
24209,T15003008005,Hawaii,HI,15,Honolulu,County,003,15003,008005,15003008005,6997,"807,797,201.00",0.00,5.16,0.00,0.00,3.93,"807,797,201.00","6,997.00","95,858,900,000.00",0.00,"96,666,697,201.00",0.03,0.00,0.00,Very Low,"2,202.05",0.00,"1,641.63",0.00,"3,843.67",9.84,Very Low,0.00,0.00,0.00,12.84,"4,912.03",10.71,Very Low,December 2025
24210,T15003008008,Hawaii,HI,15,Honolulu,County,003,15003,008008,15003008008,1655,"184,577,491.00",0.00,0.19,0.00,0.00,0.19,"184,577,491.00","1,655.00","22,673,500,000.00",0.00,"22,858,077,491.00",0.78,0.00,0.00,Very Low,503.16,0.00,388.29,0.00,891.45,2.86,Very Low,0.00,0.00,0.00,12.13,778.05,2.35,Very Low,December 2025
24211,T15003008009,Hawaii,HI,15,Honolulu,County,003,15003,008009,15003008009,2760,"535,107,553.00",0.00,0.39,0.00,0.00,0.39,"535,107,553.00","2,760.00","37,812,000,000.00",0.00,"38,347,107,553.00",0.39,0.00,0.00,Very Low,"1,458.70",0.00,647.55,0.00,"2,106.25",5.64,Very Low,0.00,0.00,0.00,16.21,"2,769.29",5.77,Very Low,December 2025
24212,T15003008010,Hawaii,HI,15,Honolulu,County,003,15003,008010,15003008010,2439,"272,320,898.00",0.00,0.20,0.00,0.00,0.20,"272,320,898.00","2,439.00","33,414,300,000.00",0.00,"33,686,620,898.00",0.74,0.00,0.00,Very Low,742.34,0.00,572.23,0.00,"1,314.58",3.87,Very Low,0.00,0.00,0.00,12.48,"1,165.14",3.00,Very Low,December 2025
24213,T15003008011,Hawaii,HI,15,Honolulu,County,003,15003,008011,15003008011,2697,"592,100,463.00",0.00,0.60,0.00,0.00,0.60,"592,100,463.00","2,697.00","36,948,900,000.00",0.00,"37,541,000,463.00",0.25,0.00,0.00,Very Low,"1,614.06",0.00,632.77,0.00,"2,246.83",5.92,Very Low,0.00,0.00,0.00,16.37,"2,358.76",5.03,Very Low,December 2025
24214,T15003008012,Hawaii,HI,15,Honolulu,County,003,15003,008012,15003008012,2933,"423,544,032.00",0.00,0.31,0.00,0.00,0.31,"423,544,032.00","2,933.00","40,182,100,000.00",0.00,"40,605,644,032.00",0.48,0.00,0.00,Very Low,"1,154.58",0.00,688.14,0.00,"1,842.71",5.04,Very Low,0.00,0.00,0.00,14.30,"2,724.42",5.69,Very Low,December 2025
24215,T15003008013,Hawaii,HI,15,Honolulu,County,003,15003,008013,15003008013,2634,"361,596,402.00",0.00,0.27,0.00,0.00,0.27,"361,596,402.00","2,634.00","36,085,800,000.00",0.00,"36,447,396,402.00",0.54,0.00,0.00,Very Low,985.71,0.00,617.99,0.00,"1,603.69",4.53,Very Low,0.00,0.00,0.00,14.19,"1,586.40",3.74,Very Low,December 2025
24216,T15003008301,Hawaii,HI,15,Honolulu,County,003,15003,008301,15003008301,4550,"522,338,942.00","2,967,460.00",6.74,0.00,0.00,6.10,"522,338,942.00","4,550.00","62,335,000,000.00","2,967,460.00","62,860,306,402.00",0.02,0.00,0.01,Very Low,"1,423.89",0.00,"1,067.51",2.09,"2,493.49",6.51,Very Low,0.00,0.00,0.00,13.08,"1,960.64",4.35,Very Low,December 2025
24217,T15003008302,Hawaii,HI,15,Honolulu,County,003,15003,008302,15003008302,7253,"752,770,119.00","18,067.00",0.60,0.00,0.00,0.60,"752,770,119.00","7,253.00","99,366,100,000.00","18,067.00","100,118,888,186.00",0.25,0.00,0.05,Very Low,"2,052.04",0.00,"1,701.69",0.01,"3,753.74",9.61,Very Low,0.00,0.00,0.00,11.74,"3,471.43",7.27,Very Low,December 2025
24218,T15003008405,Hawaii,HI,15,Honolulu,County,003,15003,008405,15003008405,4988,"529,392,716.00","50,675.00",0.42,0.00,0.00,0.42,"529,392,716.00","4,988.00","68,335,600,000.00","50,675.00","68,865,043,391.00",0.35,0.00,0.08,Very Low,"1,443.12",0.00,"1,170.28",0.03,"2,613.43",6.79,Very Low,0.00,0.00,0.00,11.84,"2,925.61",6.08,Very Low,December 2025
24219,T15003008407,Hawaii,HI,15,Honolulu,County,003,15003,008407,15003008407,3778,"495,721,098.00",0.00,0.29,0.00,0.00,0.29,"495,721,098.00","3,778.00","51,758,600,000.00",0.00,"52,254,321,098.00",0.52,0.00,0.00,Very Low,"1,351.33",0.00,886.39,0.00,"2,237.72",5.90,Very Low,0.00,0.00,0.00,13.85,"3,140.10",6.54,Very Low,December 2025
24220,T15003008408,Hawaii,HI,15,Honolulu,County,003,15003,008408,15003008408,9057,"1,275,953,976.00","5,718.00",1.73,0.00,0.00,1.65,"1,275,953,976.00","9,057.00","124,080,900,000.00","5,718.00","125,356,859,694.00",0.09,0.00,0.02,Very Low,"3,478.24",0.00,"2,124.94",0.00,"5,603.18",14.90,Very Low,0.00,0.00,0.00,14.32,"4,405.81",9.43,Very Low,December 2025
24221,T15003008410,Hawaii,HI,15,Honolulu,County,003,15003,008410,15003008410,6931,"638,435,481.00",0.00,0.72,0.00,0.00,0.72,"638,435,481.00","6,931.00","94,954,700,000.00",0.00,"95,593,135,481.00",0.21,0.00,0.00,Very Low,"1,740.37",0.00,"1,626.14",0.00,"3,366.51",8.60,Very Low,0.00,0.00,0.00,11.14,"2,647.10",5.53,Very Low,December 2025
24222,T15003008411,Hawaii,HI,15,Honolulu,County,003,15003,008411,15003008411,3609,"381,888,273.00",0.00,0.50,0.00,0.00,0.48,"381,888,273.00","3,609.00","49,443,300,000.00",0.00,"49,825,188,273.00",0.30,0.00,0.00,Very Low,"1,041.02",0.00,846.74,0.00,"1,887.76",5.13,Very Low,0.00,0.00,0.00,12.31,"1,657.68",3.87,Very Low,December 2025
24223,T15003008413,Hawaii,HI,15,Honolulu,County,003,15003,008413,15003008413,3400,"237,916,277.00",0.00,0.19,0.00,0.00,0.19,"237,916,277.00","3,400.00","46,580,000,000.00",0.00,"46,817,916,277.00",0.80,0.01,0.00,Very Low,648.56,0.00,797.70,0.00,"1,446.26",4.18,Very Low,0.00,0.00,0.00,9.80,"1,137.20",2.96,Very Low,December 2025
24224,T15003008414,Hawaii,HI,15,Honolulu,County,003,15003,008414,15003008414,2168,"291,005,740.00","35,205.00",0.67,0.00,0.00,0.60,"291,005,740.00","2,168.00","29,701,600,000.00","35,205.00","29,992,640,945.00",0.22,0.00,0.06,Very Low,793.28,0.00,508.65,0.02,"1,301.96",3.83,Very Low,0.00,0.00,0.00,13.90,"1,023.73",2.76,Very Low,December 2025
24225,T15003008415,Hawaii,HI,15,Honolulu,County,003,15003,008415,15003008415,4275,"398,034,765.00",0.00,0.23,0.00,0.00,0.23,"398,034,765.00","4,275.00","58,567,500,000.00",0.00,"58,965,534,765.00",0.64,0.00,0.00,Very Low,"1,085.04",0.00,"1,002.99",0.00,"2,088.03",5.59,Very Low,0.00,0.00,0.00,11.29,"1,641.83",3.84,Very Low,December 2025
24226,T15003008416,Hawaii,HI,15,Honolulu,County,003,15003,008416,15003008416,2217,"236,011,376.00",0.00,0.10,0.00,0.00,0.10,"236,011,376.00","2,217.00","30,372,900,000.00",0.00,"30,608,911,376.00",1.47,0.01,0.00,Very Low,643.36,0.00,520.15,0.00,"1,163.51",3.49,Very Low,0.00,0.00,0.00,12.18,914.88,2.58,Very Low,December 2025
24227,T15003008417,Hawaii,HI,15,Honolulu,County,003,15003,008417,15003008417,3661,"407,826,059.00",0.00,0.16,0.00,0.00,0.16,"407,826,059.00","3,661.00","50,155,700,000.00",0.00,"50,563,526,059.00",0.95,0.01,0.00,Very Low,"1,111.73",0.00,858.94,0.00,"1,970.67",5.33,Very Low,0.00,0.00,0.00,12.71,"1,549.55",3.67,Very Low,December 2025
24228,T15003008418,Hawaii,HI,15,Honolulu,County,003,15003,008418,15003008418,5762,"506,980,367.00",0.00,0.58,0.00,0.00,0.58,"506,980,367.00","5,762.00","78,939,400,000.00",0.00,"79,446,380,367.00",0.26,0.00,0.00,Very Low,"1,382.02",0.00,"1,351.87",0.00,"2,733.89",7.06,Very Low,0.00,0.00,0.00,10.67,"3,336.06",6.95,Very Low,December 2025
24229,T15003008502,Hawaii,HI,15,Honolulu,County,003,15003,008502,15003008502,2341,"810,259,743.00","847,040.00",8.38,1.00,0.00,7.19,"810,259,743.00","2,341.00","32,071,700,000.00","847,040.00","32,882,806,783.00",0.02,0.00,0.00,Very Low,"2,208.76",0.00,549.24,0.49,"2,758.49",7.11,Very Low,0.00,0.00,0.00,18.44,"4,233.78",9.01,Very Low,December 2025
24230,T15003008609,Hawaii,HI,15,Honolulu,County,003,15003,008609,15003008609,2179,"404,871,278.00",0.00,1.07,0.00,0.00,1.07,"404,871,278.00","2,179.00","29,852,300,000.00",0.00,"30,257,171,278.00",0.14,0.00,0.00,Very Low,"1,103.67",0.00,511.23,0.00,"1,614.91",4.55,Very Low,0.00,0.00,0.00,15.71,"1,269.81",3.20,Very Low,December 2025
24231,T15003008610,Hawaii,HI,15,Honolulu,County,003,15003,008610,15003008610,1240,"566,127,926.00",0.00,1.63,0.00,0.00,1.43,"566,127,926.00","1,240.00","16,988,000,000.00",0.00,"17,554,127,926.00",0.09,0.00,0.00,Very Low,"1,543.26",0.00,290.93,0.00,"1,834.19",5.02,Very Low,0.00,0.00,0.00,19.17,"1,680.96",3.91,Very Low,December 2025
24232,T15003008611,Hawaii,HI,15,Honolulu,County,003,15003,008611,15003008611,38,"71,617,416.00",54.00,5.73,1.00,0.00,3.97,"71,617,416.00",38.00,"520,600,000.00",54.00,"592,217,470.00",0.03,0.00,0.01,Very Low,195.23,0.00,8.92,0.00,204.14,1.55,Very Low,0.00,0.00,0.00,21.34,160.52,1.25,Very Low,December 2025
24233,T15003008623,Hawaii,HI,15,Honolulu,County,003,15003,008623,15003008623,4408,"868,597,257.00","3,020,689.00",2.01,1.00,0.00,1.88,"868,597,257.00","4,408.00","60,389,600,000.00","3,020,689.00","61,261,217,946.00",0.07,0.00,0.02,Very Low,"2,367.79",0.00,"1,034.20",1.92,"3,403.91",8.72,Very Low,0.00,0.00,0.00,16.08,"2,676.51",5.60,Very Low,December 2025
24234,T15003008624,Hawaii,HI,15,Honolulu,County,003,15003,008624,15003008624,3027,"321,665,541.00",0.00,0.36,0.00,0.00,0.36,"321,665,541.00","3,027.00","41,469,900,000.00",0.00,"41,791,565,541.00",0.41,0.00,0.00,Very Low,876.86,0.00,710.19,0.00,"1,587.05",4.50,Very Low,0.00,0.00,0.00,11.78,"1,622.95",3.80,Very Low,December 2025
24235,T15003008625,Hawaii,HI,15,Honolulu,County,003,15003,008625,15003008625,4032,"230,807,235.00",0.00,0.28,0.00,0.00,0.28,"230,807,235.00","4,032.00","55,238,400,000.00",0.00,"55,469,207,235.00",0.53,0.00,0.00,Very Low,629.18,0.00,945.98,0.00,"1,575.16",4.46,Very Low,0.00,0.00,0.00,8.63,"1,586.96",3.74,Very Low,December 2025
24236,T15003008626,Hawaii,HI,15,Honolulu,County,003,15003,008626,15003008626,3973,"372,338,837.00",171.00,0.93,0.00,0.00,0.93,"372,338,837.00","3,973.00","54,430,100,000.00",171.00,"54,802,439,008.00",0.16,0.00,0.03,Very Low,"1,014.99",0.00,932.14,0.00,"1,947.13",5.27,Very Low,0.00,0.00,0.00,11.39,"1,773.67",4.07,Very Low,December 2025
24237,T15003008627,Hawaii,HI,15,Honolulu,County,003,15003,008627,15003008627,8147,"855,249,825.00","35,453,248.00",28.67,1.00,0.00,16.67,"855,249,825.00","8,147.00","111,613,900,000.00","35,453,248.00","112,504,603,073.00",0.01,0.00,0.00,Very Low,"2,331.43",0.00,"1,911.44",54.70,"4,297.56",11.15,Very Low,0.00,0.00,0.00,13.90,"4,292.58",9.16,Very Low,December 2025
24238,T15003008628,Hawaii,HI,15,Honolulu,County,003,15003,008628,15003008628,3847,"352,570,005.00",0.00,0.25,1.00,0.00,0.25,"352,570,005.00","3,847.00","52,703,900,000.00",0.00,"53,056,470,005.00",0.59,0.00,0.00,Very Low,961.10,0.00,902.58,0.00,"1,863.68",5.07,Very Low,0.00,0.00,0.00,10.99,"1,707.48",3.95,Very Low,December 2025
24239,T15003008629,Hawaii,HI,15,Honolulu,County,003,15003,008629,15003008629,2110,"158,468,843.00",0.00,0.10,0.00,0.00,0.10,"158,468,843.00","2,110.00","28,907,000,000.00",0.00,"29,065,468,843.00",1.44,0.01,0.00,Very Low,431.98,0.00,495.05,0.00,927.03,2.96,Very Low,0.00,0.00,0.00,10.08,728.93,2.27,Very Low,December 2025
24240,T15003008630,Hawaii,HI,15,Honolulu,County,003,15003,008630,15003008630,2779,"258,321,693.00",0.00,0.28,0.00,0.00,0.28,"258,321,693.00","2,779.00","38,072,300,000.00",0.00,"38,330,621,693.00",0.52,0.00,0.00,Very Low,704.18,0.00,652.00,0.00,"1,356.19",3.96,Very Low,0.00,0.00,0.00,10.96,"1,066.38",2.84,Very Low,December 2025
24241,T15003008631,Hawaii,HI,15,Honolulu,County,003,15003,008631,15003008631,3226,"395,010,992.00",0.00,1.69,1.00,0.00,1.43,"395,010,992.00","3,226.00","44,196,200,000.00",0.00,"44,591,210,992.00",0.09,0.00,0.00,Very Low,"1,076.80",0.00,756.88,0.00,"1,833.68",5.01,Very Low,0.00,0.00,0.00,13.19,"1,441.83",3.51,Very Low,December 2025
24242,T15003008632,Hawaii,HI,15,Honolulu,County,003,15003,008632,15003008632,5317,"556,424,387.00","251,217.00",1.10,0.00,0.00,1.10,"556,424,387.00","5,317.00","72,842,900,000.00","251,217.00","73,399,575,604.00",0.13,0.00,0.03,Very Low,"1,516.81",0.00,"1,247.47",0.15,"2,764.42",7.12,Very Low,0.00,0.00,0.00,12.07,"2,173.68",4.73,Very Low,December 2025
24243,T15003008633,Hawaii,HI,15,Honolulu,County,003,15003,008633,15003008633,2726,"371,108,131.00","129,477.00",0.47,0.00,0.00,0.45,"371,108,131.00","2,726.00","37,346,200,000.00","129,477.00","37,717,437,608.00",0.32,0.00,0.07,Very Low,"1,011.64",0.00,639.57,0.08,"1,651.28",4.62,Very Low,0.00,0.00,0.00,14.23,"1,298.41",3.27,Very Low,December 2025
24244,T15003008634,Hawaii,HI,15,Honolulu,County,003,15003,008634,15003008634,2800,"232,625,806.00",0.00,0.27,0.00,0.00,0.27,"232,625,806.00","2,800.00","38,360,000,000.00",0.00,"38,592,625,806.00",0.56,0.00,0.00,Very Low,634.14,0.00,656.93,0.00,"1,291.07",3.80,Very Low,0.00,0.00,0.00,10.44,"1,015.17",2.74,Very Low,December 2025
24245,T15003008702,Hawaii,HI,15,Honolulu,County,003,15003,008702,15003008702,6490,"686,875,059.00","49,204.00",0.42,0.00,0.00,0.42,"686,875,059.00","6,490.00","88,913,000,000.00","49,204.00","89,599,924,263.00",0.35,0.00,0.08,Very Low,"1,872.42",0.00,"1,522.67",0.03,"3,395.12",8.70,Very Low,0.00,0.00,0.00,12.24,"3,765.39",7.88,Very Low,December 2025
24246,T15003008704,Hawaii,HI,15,Honolulu,County,003,15003,008704,15003008704,3331,"483,648,857.00","109,780.00",0.76,0.00,0.00,0.76,"483,648,857.00","3,331.00","45,634,700,000.00","109,780.00","46,118,458,637.00",0.19,0.00,0.04,Very Low,"1,318.42",0.00,781.51,0.06,"2,100.00",5.62,Very Low,0.00,0.00,0.00,14.49,"2,179.08",4.74,Very Low,December 2025
24247,T15003008705,Hawaii,HI,15,Honolulu,County,003,15003,008705,15003008705,3250,"327,018,152.00",0.00,0.31,0.00,0.00,0.31,"327,018,152.00","3,250.00","44,525,000,000.00",0.00,"44,852,018,152.00",0.47,0.00,0.00,Very Low,891.45,0.00,762.51,0.00,"1,653.96",4.62,Very Low,0.00,0.00,0.00,11.52,"2,533.52",5.34,Very Low,December 2025
24248,T15003008706,Hawaii,HI,15,Honolulu,County,003,15003,008706,15003008706,3591,"842,964,755.00",0.00,1.16,0.00,0.00,1.06,"842,964,755.00","3,591.00","49,196,700,000.00",0.00,"50,039,664,755.00",0.13,0.00,0.00,Very Low,"2,297.91",0.00,842.52,0.00,"3,140.43",8.01,Very Low,0.00,0.00,0.00,16.69,"3,970.82",8.37,Very Low,December 2025
24249,T15003008707,Hawaii,HI,15,Honolulu,County,003,15003,008707,15003008707,6985,"450,538,176.00",0.00,0.32,0.00,0.00,0.32,"450,538,176.00","6,985.00","95,694,500,000.00",0.00,"96,145,038,176.00",0.46,0.00,0.00,Very Low,"1,228.16",0.00,"1,638.81",0.00,"2,866.97",7.37,Very Low,0.00,0.00,0.00,9.35,"3,109.28",6.48,Very Low,December 2025
24250,T15003008801,Hawaii,HI,15,Honolulu,County,003,15003,008801,15003008801,4056,"226,703,522.00",0.00,0.16,0.00,0.00,0.16,"226,703,522.00","4,056.00","55,567,200,000.00",0.00,"55,793,903,522.00",0.95,0.01,0.00,Very Low,617.99,0.00,951.61,0.00,"1,569.60",4.45,Very Low,0.00,0.00,0.00,8.63,"1,481.62",3.58,Very Low,December 2025
24251,T15003008802,Hawaii,HI,15,Honolulu,County,003,15003,008802,15003008802,5304,"635,604,840.00",0.00,0.43,0.00,0.00,0.43,"635,604,840.00","5,304.00","72,664,800,000.00",0.00,"73,300,404,840.00",0.35,0.00,0.00,Very Low,"1,732.65",0.00,"1,244.42",0.00,"2,977.07",7.64,Very Low,0.00,0.00,0.00,12.92,"3,148.28",6.55,Very Low,December 2025
24252,T15003008906,Hawaii,HI,15,Honolulu,County,003,15003,008906,15003008906,4026,"486,847,501.00",0.00,0.65,0.00,0.00,0.63,"486,847,501.00","4,026.00","55,156,200,000.00",0.00,"55,643,047,501.00",0.23,0.00,0.00,Very Low,"1,327.14",0.00,944.57,0.00,"2,271.72",5.97,Very Low,0.00,0.00,0.00,13.18,"2,167.06",4.72,Very Low,December 2025
24253,T15003008909,Hawaii,HI,15,Honolulu,County,003,15003,008909,15003008909,3820,"515,037,267.00",0.00,0.39,0.00,0.00,0.39,"515,037,267.00","3,820.00","52,334,000,000.00",0.00,"52,849,037,267.00",0.38,0.00,0.00,Very Low,"1,403.99",0.00,896.24,0.00,"2,300.23",6.05,Very Low,0.00,0.00,0.00,13.73,"2,096.88",4.57,Very Low,December 2025
24254,T15003008912,Hawaii,HI,15,Honolulu,County,003,15003,008912,15003008912,3103,"318,609,165.00",0.00,0.19,0.00,0.00,0.19,"318,609,165.00","3,103.00","42,511,100,000.00",0.00,"42,829,709,165.00",0.77,0.00,0.00,Very Low,868.53,0.00,728.02,0.00,"1,596.55",4.52,Very Low,0.00,0.00,0.00,11.91,"1,809.09",4.13,Very Low,December 2025
