OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Tsunami - Number of Events,Tsunami - Annualized Frequency,Tsunami - Exposure - Impacted Area (sq mi),Tsunami - Exposure - Building Value,Tsunami - Exposure - Population,Tsunami - Exposure - Population Equivalence,Tsunami - Exposure - Total,Tsunami - Historic Loss Ratio - Buildings,Tsunami - Historic Loss Ratio - Population,Tsunami - Historic Loss Ratio - Total Rating,Tsunami - Expected Annual Loss - Building Value,Tsunami - Expected Annual Loss - Population,Tsunami - Expected Annual Loss - Population Equivalence,Tsunami - Expected Annual Loss - Total,Tsunami - Expected Annual Loss Score,Tsunami - Expected Annual Loss Rating,Tsunami - Expected Annual Loss Rate - Building,Tsunami - Expected Annual Loss Rate - Population,Tsunami - Expected Annual Loss Rate - National Percentile,Tsunami - Hazard Type Risk Index Value,Tsunami - Hazard Type Risk Index Score,Tsunami - Hazard Type Risk Index Rating,National Risk Index Version
24134,T15003003801,Hawaii,HI,15,Honolulu,County,003,15003,003801,15003003801,4909,"833,000,973.00",0.00,0.49,147.00,0.66,0.39,"1,693,752,798.61","2,656.00","36,387,200,000.00","38,080,952,798.61",0.00,0.00,Relatively Low,"364,035.02",0.00,0.00,"364,035.02",83.19,Relatively Moderate,0.00,0.00,90.80,"409,845.69",84.84,Relatively Moderate,December 2025
24135,T15003003802,Hawaii,HI,15,Honolulu,County,003,15003,003802,15003003802,5114,"677,184,256.00",0.00,0.11,147.00,0.66,0.11,"1,303,052,168.05","5,097.00","69,828,900,000.00","71,131,952,168.05",0.00,0.00,Relatively Low,"217,612.60",0.00,0.00,"217,612.60",78.11,Relatively Moderate,0.00,0.00,88.64,"295,175.67",81.39,Relatively Moderate,December 2025
24136,T15003003900,Hawaii,HI,15,Honolulu,County,003,15003,003900,15003003900,559,"936,277,982.00",0.00,0.55,147.00,0.66,0.39,"1,868,051,842.91",288.00,"3,945,600,000.00","5,813,651,842.91",0.00,0.00,Relatively Moderate,"250,361.82",0.00,0.00,"250,361.82",79.51,Relatively Moderate,0.00,0.00,87.18,"438,340.77",85.60,Relatively Moderate,December 2025
24137,T15003004000,Hawaii,HI,15,Honolulu,County,003,15003,004000,15003004000,1627,"2,136,812,541.00",0.00,0.12,147.00,0.66,0.12,"2,982,239,632.24",712.00,"9,754,400,000.00","12,736,639,632.24",0.00,0.00,Relatively Low,"99,821.23",0.00,0.00,"99,821.23",71.38,Relatively Low,0.00,0.00,74.05,"131,841.44",74.12,Relatively Low,December 2025
24138,T15003004101,Hawaii,HI,15,Honolulu,County,003,15003,004101,15003004101,1618,"207,696,099.00",0.00,0.06,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24139,T15003004102,Hawaii,HI,15,Honolulu,County,003,15003,004102,15003004102,2438,"1,008,125,851.00",0.00,0.20,147.00,0.66,0.20,"1,216,767,101.61",0.00,0.00,"1,216,767,101.61",0.00,0.00,Relatively Low,"19,081.69",0.00,0.00,"19,081.69",54.19,Relatively Low,0.00,0.00,67.26,"28,961.93",56.66,Relatively Low,December 2025
24140,T15003004201,Hawaii,HI,15,Honolulu,County,003,15003,004201,15003004201,1602,"197,439,868.00",0.00,0.01,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24141,T15003004202,Hawaii,HI,15,Honolulu,County,003,15003,004202,15003004202,1901,"191,182,044.00",0.00,0.09,147.00,0.66,0.09,"68,891,857.43",0.00,0.00,"68,891,857.43",0.00,0.00,Relatively Low,197.91,0.00,0.00,197.91,25.70,Very Low,0.00,0.00,47.59,239.30,22.89,Very Low,December 2025
24142,T15003004301,Hawaii,HI,15,Honolulu,County,003,15003,004301,15003004301,2273,"278,320,938.00",0.00,0.37,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24143,T15003004302,Hawaii,HI,15,Honolulu,County,003,15003,004302,15003004302,3313,"483,764,356.00",0.00,0.15,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24144,T15003004401,Hawaii,HI,15,Honolulu,County,003,15003,004401,15003004401,2536,"340,680,166.00",0.00,0.19,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24145,T15003004402,Hawaii,HI,15,Honolulu,County,003,15003,004402,15003004402,2550,"304,794,320.00",0.00,1.26,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24146,T15003004500,Hawaii,HI,15,Honolulu,County,003,15003,004500,15003004500,5360,"1,152,513,114.00",0.00,3.10,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24147,T15003004600,Hawaii,HI,15,Honolulu,County,003,15003,004600,15003004600,3883,"807,788,422.00",0.00,2.68,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24148,T15003004701,Hawaii,HI,15,Honolulu,County,003,15003,004701,15003004701,2305,"415,642,967.00",0.00,0.24,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24149,T15003004702,Hawaii,HI,15,Honolulu,County,003,15003,004702,15003004702,2477,"649,481,877.00",0.00,0.30,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24150,T15003004801,Hawaii,HI,15,Honolulu,County,003,15003,004801,15003004801,3079,"822,039,718.00",0.00,1.17,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24151,T15003004802,Hawaii,HI,15,Honolulu,County,003,15003,004802,15003004802,3873,"432,960,000.00",0.00,0.20,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24152,T15003004900,Hawaii,HI,15,Honolulu,County,003,15003,004900,15003004900,3351,"397,146,538.00",0.00,0.16,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24153,T15003005000,Hawaii,HI,15,Honolulu,County,003,15003,005000,15003005000,4106,"869,129,630.00",0.00,0.21,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24154,T15003005100,Hawaii,HI,15,Honolulu,County,003,15003,005100,15003005100,2905,"267,472,840.00",0.00,0.07,147.00,0.66,0.07,"468,168,148.07","1,380.00","18,906,000,000.00","19,374,168,148.07",0.00,0.00,Very Low,"19,991.35",0.00,0.00,"19,991.35",54.82,Relatively Low,0.00,0.00,78.49,"34,420.18",58.58,Relatively Low,December 2025
24155,T15003005200,Hawaii,HI,15,Honolulu,County,003,15003,005200,15003005200,3000,"327,103,580.00",0.00,0.08,147.00,0.66,0.08,"419,353,840.59",730.00,"10,001,000,000.00","10,420,353,840.59",0.00,0.00,Relatively Low,"42,354.75",0.00,0.00,"42,354.75",62.37,Relatively Low,0.00,0.00,82.49,"73,324.80",66.54,Relatively Low,December 2025
24156,T15003005300,Hawaii,HI,15,Honolulu,County,003,15003,005300,15003005300,4235,"337,835,440.00",0.00,0.14,147.00,0.66,0.14,"386,664,698.09",427.56,"5,857,590,990.10","6,244,255,688.19",0.00,0.00,Relatively Low,"18,815.32",0.00,0.00,"18,815.32",54.06,Relatively Low,0.00,0.00,75.76,"26,595.79",55.67,Relatively Low,December 2025
24157,T15003005400,Hawaii,HI,15,Honolulu,County,003,15003,005400,15003005400,1545,"49,331,926.00",0.00,0.03,147.00,0.66,0.03,"76,238,889.88",47.00,"643,900,000.00","720,138,889.88",0.00,0.00,Relatively Low,"1,272.58",0.00,0.00,"1,272.58",34.71,Very Low,0.00,0.00,69.23,"2,165.42",34.15,Very Low,December 2025
24158,T15003005500,Hawaii,HI,15,Honolulu,County,003,15003,005500,15003005500,2157,"160,087,370.00",0.00,0.08,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24159,T15003005601,Hawaii,HI,15,Honolulu,County,003,15003,005601,15003005601,1808,"172,993,730.00",0.00,0.06,147.00,0.66,0.06,"136,326,953.09",113.32,"1,552,494,339.62","1,688,821,292.71",0.00,0.00,Very Low,778.80,0.00,0.00,778.80,31.79,Very Low,0.00,0.00,56.60,"1,068.29",29.71,Very Low,December 2025
24160,T15003005602,Hawaii,HI,15,Honolulu,County,003,15003,005602,15003005602,5124,"537,892,741.00",0.00,0.31,147.00,0.66,0.31,"620,612,998.71","1,096.44","15,021,294,837.20","15,641,907,835.92",0.00,0.00,Very Low,"6,181.82",0.00,0.00,"6,181.82",45.37,Very Low,0.00,0.00,62.94,"4,860.79",40.43,Very Low,December 2025
24161,T15003005700,Hawaii,HI,15,Honolulu,County,003,15003,005700,15003005700,2483,"2,389,813,804.00",0.00,2.32,147.00,0.66,1.58,"4,909,194,166.26","1,217.40","16,678,445,888.90","21,587,640,055.16",0.00,0.00,Relatively Moderate,"880,741.59",0.00,0.00,"880,741.59",89.78,Relatively Moderate,0.00,0.00,89.72,"1,475,247.52",93.42,Relatively Moderate,December 2025
24162,T15003005800,Hawaii,HI,15,Honolulu,County,003,15003,005800,15003005800,3322,"684,910,317.00",0.00,0.20,147.00,0.66,0.20,"627,993,396.96",0.00,0.00,"627,993,396.96",0.00,0.00,Relatively Low,"9,419.41",0.00,0.00,"9,419.41",47.97,Relatively Low,0.00,0.00,64.34,"16,024.16",49.69,Relatively Low,December 2025
24163,T15003005900,Hawaii,HI,15,Honolulu,County,003,15003,005900,15003005900,2981,"2,040,438,884.00",0.00,1.02,147.00,0.66,0.93,"3,604,400,263.81","1,113.35","15,252,956,613.76","18,857,356,877.56",0.00,0.00,Relatively Moderate,"498,596.45",0.00,0.00,"498,596.45",85.79,Relatively Moderate,0.00,0.00,86.93,"839,084.54",90.66,Relatively Moderate,December 2025
24164,T15003006000,Hawaii,HI,15,Honolulu,County,003,15003,006000,15003006000,5661,"988,129,105.00",0.00,0.28,147.00,0.66,0.28,"736,892,822.06",0.00,0.00,"736,892,822.06",0.00,0.00,Relatively Low,"13,598.90",0.00,0.00,"13,598.90",50.70,Relatively Low,0.00,0.00,64.40,"14,766.20",48.62,Relatively Low,December 2025
24165,T15003006100,Hawaii,HI,15,Honolulu,County,003,15003,006100,15003006100,4517,"467,418,708.00",0.00,0.19,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24166,T15003006202,Hawaii,HI,15,Honolulu,County,003,15003,006202,15003006202,2705,"118,005,866.00",0.00,0.06,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24167,T15003006203,Hawaii,HI,15,Honolulu,County,003,15003,006203,15003006203,6425,"390,941,978.00",0.00,0.19,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24168,T15003006301,Hawaii,HI,15,Honolulu,County,003,15003,006301,15003006301,4068,"411,213,205.00",0.00,0.31,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24169,T15003006302,Hawaii,HI,15,Honolulu,County,003,15003,006302,15003006302,3152,"145,872,126.00",0.00,0.26,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24170,T15003006401,Hawaii,HI,15,Honolulu,County,003,15003,006401,15003006401,2362,"182,133,804.00",0.00,0.08,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24171,T15003006402,Hawaii,HI,15,Honolulu,County,003,15003,006402,15003006402,6393,"610,563,234.00",0.00,0.99,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24172,T15003006500,Hawaii,HI,15,Honolulu,County,003,15003,006500,15003006500,4694,"488,628,411.00",0.00,3.78,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24173,T15003006703,Hawaii,HI,15,Honolulu,County,003,15003,006703,15003006703,1725,"430,262,997.00",0.00,0.74,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24174,T15003006704,Hawaii,HI,15,Honolulu,County,003,15003,006704,15003006704,7162,"1,225,132,334.00",0.00,7.13,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24175,T15003006806,Hawaii,HI,15,Honolulu,County,003,15003,006806,15003006806,1758,"318,770,574.00",0.00,0.19,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24176,T15003006810,Hawaii,HI,15,Honolulu,County,003,15003,006810,15003006810,2374,"170,276,353.00",0.00,0.39,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24177,T15003006811,Hawaii,HI,15,Honolulu,County,003,15003,006811,15003006811,1047,"94,559,770.00",0.00,0.37,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24178,T15003006812,Hawaii,HI,15,Honolulu,County,003,15003,006812,15003006812,1363,"292,419,913.00",0.00,0.21,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24179,T15003006813,Hawaii,HI,15,Honolulu,County,003,15003,006813,15003006813,4680,"611,856,922.00",0.00,0.72,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24180,T15003006814,Hawaii,HI,15,Honolulu,County,003,15003,006814,15003006814,2442,"189,112,844.00",0.00,0.03,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24181,T15003006815,Hawaii,HI,15,Honolulu,County,003,15003,006815,15003006815,2165,"193,287,813.00",0.00,0.03,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24182,T15003006816,Hawaii,HI,15,Honolulu,County,003,15003,006816,15003006816,2411,"175,818,458.00",0.00,0.08,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24183,T15003006817,Hawaii,HI,15,Honolulu,County,003,15003,006817,15003006817,4809,"430,676,364.00",0.00,0.18,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24184,T15003006818,Hawaii,HI,15,Honolulu,County,003,15003,006818,15003006818,1695,"173,604,305.00",0.00,0.03,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24185,T15003006819,Hawaii,HI,15,Honolulu,County,003,15003,006819,15003006819,2646,"245,769,002.00",0.00,0.03,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24186,T15003006900,Hawaii,HI,15,Honolulu,County,003,15003,006900,15003006900,3852,"447,713,575.00",0.00,0.43,147.00,0.66,0.43,"95,667,128.57",0.00,0.00,"95,667,128.57",0.00,0.00,Very Low,61.71,0.00,0.00,61.71,22.27,Very Low,0.00,0.00,38.32,48.52,18.61,Very Low,December 2025
24187,T15003007001,Hawaii,HI,15,Honolulu,County,003,15003,007001,15003007001,1565,"389,563,587.00",0.00,0.53,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24188,T15003007002,Hawaii,HI,15,Honolulu,County,003,15003,007002,15003007002,2100,"240,902,864.00",0.00,0.59,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24189,T15003007100,Hawaii,HI,15,Honolulu,County,003,15003,007100,15003007100,3043,"529,727,819.00",0.00,0.48,147.00,0.66,0.48,"557,832,031.70",0.00,0.00,"557,832,031.70",0.00,0.00,Very Low,763.53,0.00,0.00,763.53,31.73,Very Low,0.00,0.00,49.11,600.37,26.49,Very Low,December 2025
24190,T15003007302,Hawaii,HI,15,Honolulu,County,003,15003,007302,15003007302,4088,"633,116,615.00",0.00,1.28,147.00,0.66,1.09,"594,117,638.58",273.51,"3,747,077,986.28","4,341,195,624.87",0.00,0.00,Relatively Low,"24,967.23",0.00,0.00,"24,967.23",57.04,Relatively Low,0.00,0.00,72.78,"19,631.84",52.37,Relatively Low,December 2025
24191,T15003007400,Hawaii,HI,15,Honolulu,County,003,15003,007400,15003007400,7651,"1,112,580,895.00",0.00,4.85,147.00,0.66,4.85,"409,336,957.18",0.00,0.00,"409,336,957.18",0.00,0.00,Relatively Low,"5,336.69",0.00,0.00,"5,336.69",44.23,Very Low,0.00,0.00,56.92,"4,196.26",38.90,Very Low,December 2025
24192,T15003007504,Hawaii,HI,15,Honolulu,County,003,15003,007504,15003007504,3372,"348,843,389.00",0.00,0.42,147.00,0.66,0.42,"46,400,173.06",0.00,0.00,"46,400,173.06",0.00,0.00,Very Low,1.85,0.00,0.00,1.85,17.32,Very Low,0.00,0.00,32.11,3.07,15.24,Very Low,December 2025
24193,T15003007507,Hawaii,HI,15,Honolulu,County,003,15003,007507,15003007507,6617,"1,472,487,079.00",0.00,8.74,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24194,T15003007508,Hawaii,HI,15,Honolulu,County,003,15003,007508,15003007508,6965,"806,651,794.00",0.00,0.77,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24195,T15003007701,Hawaii,HI,15,Honolulu,County,003,15003,007701,15003007701,4906,"656,275,257.00",0.00,0.96,147.00,0.66,0.96,"230,498,149.34",182.28,"2,497,236,000.00","2,727,734,149.34",0.00,0.00,Very Low,"2,124.11",0.00,0.00,"2,124.11",37.82,Very Low,0.00,0.00,54.25,"2,540.51",35.38,Very Low,December 2025
24196,T15003007702,Hawaii,HI,15,Honolulu,County,003,15003,007702,15003007702,5487,"983,354,968.00",0.00,2.43,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24197,T15003007804,Hawaii,HI,15,Honolulu,County,003,15003,007804,15003007804,2005,"250,067,688.00",0.00,0.18,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24198,T15003007807,Hawaii,HI,15,Honolulu,County,003,15003,007807,15003007807,5292,"566,790,774.00",0.00,0.14,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24199,T15003007808,Hawaii,HI,15,Honolulu,County,003,15003,007808,15003007808,3459,"1,314,358,636.00","83,770.00",0.75,147.00,0.66,0.75,"1,496,434,036.51",0.00,0.00,"1,496,434,036.51",0.00,0.00,Relatively Low,"10,628.01",0.00,0.00,"10,628.01",48.98,Relatively Low,0.00,0.00,60.79,"8,356.85",44.72,Very Low,December 2025
24200,T15003007809,Hawaii,HI,15,Honolulu,County,003,15003,007809,15003007809,3363,"677,696,119.00",0.00,0.96,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24201,T15003007812,Hawaii,HI,15,Honolulu,County,003,15003,007812,15003007812,2164,"302,896,418.00",0.00,0.29,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24202,T15003007813,Hawaii,HI,15,Honolulu,County,003,15003,007813,15003007813,2880,"359,569,228.00",0.00,0.21,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24203,T15003007814,Hawaii,HI,15,Honolulu,County,003,15003,007814,15003007814,3416,"614,023,274.00",0.00,0.59,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24204,T15003007815,Hawaii,HI,15,Honolulu,County,003,15003,007815,15003007815,2034,"392,270,154.00",0.00,7.77,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24205,T15003007816,Hawaii,HI,15,Honolulu,County,003,15003,007816,15003007816,3443,"478,000,276.00",0.00,4.36,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24206,T15003007817,Hawaii,HI,15,Honolulu,County,003,15003,007817,15003007817,1631,"239,162,169.00",0.00,0.30,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24207,T15003008001,Hawaii,HI,15,Honolulu,County,003,15003,008001,15003008001,2664,"393,391,118.00","91,077.00",0.75,147.00,0.66,0.75,"162,628,804.38",0.00,0.00,"162,628,804.38",0.00,0.00,Relatively Low,"1,766.25",0.00,0.00,"1,766.25",36.29,Very Low,0.00,0.00,56.54,"2,959.93",36.29,Very Low,December 2025
24208,T15003008002,Hawaii,HI,15,Honolulu,County,003,15003,008002,15003008002,2897,"792,473,061.00",0.00,0.49,147.00,0.66,0.49,"58,436,398.39",0.00,0.00,"58,436,398.39",0.00,0.00,Very Low,0.02,0.00,0.00,0.02,15.67,Very Low,0.00,0.00,29.70,0.03,13.55,Very Low,December 2025
24209,T15003008005,Hawaii,HI,15,Honolulu,County,003,15003,008005,15003008005,6997,"807,797,201.00",0.00,5.16,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24210,T15003008008,Hawaii,HI,15,Honolulu,County,003,15003,008008,15003008008,1655,"184,577,491.00",0.00,0.19,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24211,T15003008009,Hawaii,HI,15,Honolulu,County,003,15003,008009,15003008009,2760,"535,107,553.00",0.00,0.39,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24212,T15003008010,Hawaii,HI,15,Honolulu,County,003,15003,008010,15003008010,2439,"272,320,898.00",0.00,0.20,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24213,T15003008011,Hawaii,HI,15,Honolulu,County,003,15003,008011,15003008011,2697,"592,100,463.00",0.00,0.60,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24214,T15003008012,Hawaii,HI,15,Honolulu,County,003,15003,008012,15003008012,2933,"423,544,032.00",0.00,0.31,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24215,T15003008013,Hawaii,HI,15,Honolulu,County,003,15003,008013,15003008013,2634,"361,596,402.00",0.00,0.27,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24216,T15003008301,Hawaii,HI,15,Honolulu,County,003,15003,008301,15003008301,4550,"522,338,942.00","2,967,460.00",6.74,147.00,0.66,5.85,"825,290,375.82","4,502.06","61,678,265,263.16","62,503,555,638.98",0.00,0.00,Relatively Low,"488,970.39",0.00,0.00,"488,970.39",85.60,Relatively Moderate,0.00,0.00,94.99,"384,479.42",84.23,Relatively Moderate,December 2025
24217,T15003008302,Hawaii,HI,15,Honolulu,County,003,15003,008302,15003008302,7253,"752,770,119.00","18,067.00",0.60,147.00,0.66,0.60,"1,279,553,853.16","2,725.39","37,337,830,596.35","38,617,384,449.51",0.00,0.00,Relatively Low,"484,736.35",0.00,0.00,"484,736.35",85.28,Relatively Moderate,0.00,0.00,93.40,"448,280.04",86.14,Relatively Moderate,December 2025
24218,T15003008405,Hawaii,HI,15,Honolulu,County,003,15003,008405,15003008405,4988,"529,392,716.00","50,675.00",0.42,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24219,T15003008407,Hawaii,HI,15,Honolulu,County,003,15003,008407,15003008407,3778,"495,721,098.00",0.00,0.29,147.00,0.66,0.29,"726,140,286.97",18.62,"255,030,769.23","981,171,056.20",0.00,0.00,Relatively Low,"17,321.00",0.00,0.00,"17,321.00",53.36,Relatively Low,0.00,0.00,71.64,"24,305.88",54.82,Relatively Low,December 2025
24220,T15003008408,Hawaii,HI,15,Honolulu,County,003,15003,008408,15003008408,9057,"1,275,953,976.00","5,718.00",1.73,147.00,0.66,1.58,"1,636,346,548.33","2,035.28","27,883,270,353.55","29,519,616,901.89",0.00,0.00,Relatively Low,"123,814.31",0.00,0.00,"123,814.31",73.35,Relatively Low,0.00,0.00,80.20,"97,355.70",70.06,Relatively Low,December 2025
24221,T15003008410,Hawaii,HI,15,Honolulu,County,003,15003,008410,15003008410,6931,"638,435,481.00",0.00,0.72,147.00,0.66,0.72,"402,609,734.03",0.00,0.00,"402,609,734.03",0.00,0.00,Very Low,181.52,0.00,0.00,181.52,25.00,Very Low,0.00,0.00,41.31,142.73,20.90,Very Low,December 2025
24222,T15003008411,Hawaii,HI,15,Honolulu,County,003,15003,008411,15003008411,3609,"381,888,273.00",0.00,0.50,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24223,T15003008413,Hawaii,HI,15,Honolulu,County,003,15003,008413,15003008413,3400,"237,916,277.00",0.00,0.19,147.00,0.66,0.19,"363,820,509.11",5.50,"75,350,000.00","439,170,509.11",0.00,0.00,Relatively High,"119,281.26",0.00,0.00,"119,281.26",73.16,Relatively Low,0.00,0.00,92.13,"93,791.34",69.45,Relatively Low,December 2025
24224,T15003008414,Hawaii,HI,15,Honolulu,County,003,15003,008414,15003008414,2168,"291,005,740.00","35,205.00",0.67,147.00,0.66,0.67,"54,859,647.24",0.00,0.00,"54,859,647.24",0.00,0.00,Very Low,33.87,0.00,0.00,33.87,21.26,Very Low,0.00,0.00,37.56,26.63,17.53,Very Low,December 2025
24225,T15003008415,Hawaii,HI,15,Honolulu,County,003,15003,008415,15003008415,4275,"398,034,765.00",0.00,0.23,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24226,T15003008416,Hawaii,HI,15,Honolulu,County,003,15003,008416,15003008416,2217,"236,011,376.00",0.00,0.10,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24227,T15003008417,Hawaii,HI,15,Honolulu,County,003,15003,008417,15003008417,3661,"407,826,059.00",0.00,0.16,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24228,T15003008418,Hawaii,HI,15,Honolulu,County,003,15003,008418,15003008418,5762,"506,980,367.00",0.00,0.58,147.00,0.66,0.42,"773,440,447.51","5,762.00","78,939,400,000.00","79,712,840,447.51",0.00,0.00,Relatively Low,"904,121.77",0.00,0.00,"904,121.77",89.85,Relatively Moderate,0.00,0.00,97.65,"1,103,262.62",92.34,Relatively Moderate,December 2025
24229,T15003008502,Hawaii,HI,15,Honolulu,County,003,15003,008502,15003008502,2341,"810,259,743.00","847,040.00",8.38,147.00,0.66,7.70,"602,829,220.26",9.00,"123,300,000.00","726,129,220.26",0.00,0.00,Relatively Moderate,"70,066.41",0.00,0.00,"70,066.41",67.58,Relatively Low,0.00,0.00,79.44,"107,539.12",71.82,Relatively Low,December 2025
24230,T15003008609,Hawaii,HI,15,Honolulu,County,003,15003,008609,15003008609,2179,"404,871,278.00",0.00,1.07,147.00,0.66,1.07,"215,299,427.16",21.43,"293,571,428.57","508,870,855.73",0.00,0.00,Relatively Low,"6,262.92",0.00,0.00,"6,262.92",45.62,Very Low,0.00,0.00,65.10,"4,924.56",40.51,Very Low,December 2025
24231,T15003008610,Hawaii,HI,15,Honolulu,County,003,15003,008610,15003008610,1240,"566,127,926.00",0.00,1.63,147.00,0.66,0.83,"893,859,816.57",933.50,"12,789,002,152.63","13,682,861,969.20",0.00,0.00,Relatively Moderate,"509,857.56",0.00,0.00,"509,857.56",85.98,Relatively Moderate,0.00,0.00,94.86,"467,263.36",86.52,Relatively Moderate,December 2025
24232,T15003008611,Hawaii,HI,15,Honolulu,County,003,15003,008611,15003008611,38,"71,617,416.00",54.00,5.73,147.00,0.66,5.10,"149,242,187.53",0.00,0.00,"149,242,187.53",0.00,0.00,Very High,"102,134.20",0.00,0.00,"102,134.20",71.51,Relatively Low,0.00,0.00,96.57,"80,308.54",67.46,Relatively Low,December 2025
