OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Coastal Flooding - Number of Events,Coastal Flooding - Annualized Frequency,Coastal Flooding - Exposure - Impacted Area (sq mi),Coastal Flooding - Exposure - Building Value,Coastal Flooding - Exposure - Population,Coastal Flooding - Exposure - Population Equivalence,Coastal Flooding - Exposure - Total,Coastal Flooding - Historic Loss Ratio - Buildings,Coastal Flooding - Historic Loss Ratio - Population,Coastal Flooding - Historic Loss Ratio - Total Rating,Coastal Flooding - Expected Annual Loss - Building Value,Coastal Flooding - Expected Annual Loss - Population,Coastal Flooding - Expected Annual Loss - Population Equivalence,Coastal Flooding - Expected Annual Loss - Total,Coastal Flooding - Expected Annual Loss Score,Coastal Flooding - Expected Annual Loss Rating,Coastal Flooding - Expected Annual Loss Rate - Building,Coastal Flooding - Expected Annual Loss Rate - Population,Coastal Flooding - Expected Annual Loss Rate - National Percentile,Coastal Flooding - Hazard Type Risk Index Value,Coastal Flooding - Hazard Type Risk Index Score,Coastal Flooding - Hazard Type Risk Index Rating,National Risk Index Version
24373,T15003982200,Hawaii,HI,15,Honolulu,County,003,15003,982200,15003982200,31,"53,581,751.00",0.00,5.57,,0.29,0.03,"44,266,234.15",6.00,"82,200,000.00","126,466,234.15",0.00,0.00,Relatively Moderate,"5,938.39",0.00,1.61,"5,939.99",84.62,Relatively Low,0.00,0.00,98.34,"4,670.64",83.05,Relatively Low,December 2025
24374,T15005031900,Hawaii,HI,15,Kalawao,County,005,15005,031900,15005031900,82,"92,527,450.00",0.00,17.62,,0.33,0.04,"58,626,154.52",38.94,"533,513,730.62","592,139,885.14",0.00,0.00,Relatively Low,92.03,0.00,0.22,92.24,72.64,Very Low,0.00,0.00,86.85,124.11,73.11,Very Low,December 2025
24375,T15007040104,Hawaii,HI,15,Kauai,County,007,15007,040104,15007040104,1552,"511,976,797.00","1,001,368.00",84.76,,0.25,0.54,"469,712,621.86","1,322.25","18,114,785,827.40","18,584,498,449.26",0.00,0.00,Relatively Low,"25,435.04",0.00,56.56,"25,491.57",90.82,Relatively Moderate,0.00,0.00,96.81,"24,141.99",89.83,Relatively Moderate,December 2025
24376,T15007040105,Hawaii,HI,15,Kauai,County,007,15007,040105,15007040105,4393,"849,898,727.00","5,241,446.00",46.30,,0.25,0.07,"41,199,939.09",81.48,"1,116,265,324.36","1,157,465,263.45",0.00,0.00,Relatively Low,"6,098.37",0.00,10.93,"6,109.30",84.76,Relatively Low,0.00,0.00,91.79,"8,493.67",85.39,Relatively Low,December 2025
24377,T15007040106,Hawaii,HI,15,Kauai,County,007,15007,040106,15007040106,2157,"1,048,497,526.00","99,082.00",3.72,,0.25,0.02,"17,718,584.83",22.53,"308,616,485.37","326,335,070.20",0.00,0.00,Relatively Moderate,"7,507.67",0.00,7.44,"7,515.11",85.70,Relatively Low,0.00,0.00,91.82,"9,315.79",85.84,Relatively Low,December 2025
24378,T15007040204,Hawaii,HI,15,Kauai,County,007,15007,040204,15007040204,5735,"733,821,078.00","656,256.00",8.05,,0.01,0.11,"61,351,047.33",529.81,"7,258,336,722.94","7,319,687,770.27",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24379,T15007040205,Hawaii,HI,15,Kauai,County,007,15007,040205,15007040205,4069,"959,825,143.00","801,158.00",6.65,,0.21,0.09,"101,698,223.37",334.51,"4,582,757,371.82","4,684,455,595.19",0.00,0.00,Relatively Low,"6,143.09",0.00,15.64,"6,158.73",84.80,Relatively Low,0.00,0.00,91.30,"6,631.92",84.38,Relatively Low,December 2025
24380,T15007040301,Hawaii,HI,15,Kauai,County,007,15007,040301,15007040301,6843,"620,986,635.00","215,977.00",2.35,,0.01,0.02,"11,902,882.48",139.04,"1,904,794,486.99","1,916,697,369.47",0.00,0.00,Relatively Low,386.31,0.00,3.59,389.90,75.70,Very Low,0.00,0.00,85.16,475.32,75.95,Very Low,December 2025
24381,T15007040302,Hawaii,HI,15,Kauai,County,007,15007,040302,15007040302,2127,"830,371,144.00","41,058.00",2.19,,0.21,0.16,"269,492,461.11",460.77,"6,312,542,013.37","6,582,034,474.48",0.00,0.00,Relatively Low,"17,262.11",0.00,25.73,"17,287.85",89.22,Relatively Moderate,0.00,0.00,94.92,"19,604.42",88.90,Relatively Low,December 2025
24382,T15007040401,Hawaii,HI,15,Kauai,County,007,15007,040401,15007040401,7245,"1,151,337,319.00","8,173,674.00",80.87,,0.27,0.05,"74,370,843.37",143.33,"1,963,609,020.22","2,037,979,863.58",0.00,0.00,Relatively Low,"3,647.04",0.00,4.86,"3,651.90",82.65,Relatively Low,0.00,0.00,89.68,"3,476.43",81.87,Relatively Low,December 2025
24383,T15007040402,Hawaii,HI,15,Kauai,County,007,15007,040402,15007040402,3158,"978,868,884.00","127,202.00",2.45,,0.33,0.05,"37,335,507.39",117.25,"1,606,358,972.77","1,643,694,480.16",0.00,0.00,Relatively Low,"6,826.92",0.00,16.63,"6,843.54",85.31,Relatively Low,0.00,0.00,91.61,"7,937.92",85.16,Relatively Low,December 2025
24384,T15007040500,Hawaii,HI,15,Kauai,County,007,15007,040500,15007040500,6455,"2,510,430,345.00","755,243.00",7.71,,0.33,0.06,"98,492,178.20",243.59,"3,337,233,284.91","3,435,725,463.11",0.00,0.00,Relatively Low,"9,270.32",0.00,6.66,"9,276.99",86.64,Relatively Low,0.00,0.00,90.09,"11,273.86",86.65,Relatively Low,December 2025
24385,T15007040603,Hawaii,HI,15,Kauai,County,007,15007,040603,15007040603,2936,"1,576,187,641.00","1,893,802.00",18.84,,0.33,0.24,"539,074,702.41",534.10,"7,317,184,278.15","7,856,258,980.56",0.00,0.00,Relatively Low,"13,203.82",0.00,2.52,"13,206.32",88.06,Relatively Low,0.00,0.00,92.29,"12,631.04",87.15,Relatively Low,December 2025
24386,T15007040604,Hawaii,HI,15,Kauai,County,007,15007,040604,15007040604,3538,"713,275,412.00","1,412,889.00",9.40,,0.33,0.12,"122,740,884.39",213.53,"2,925,403,531.95","3,048,144,416.34",0.00,0.00,Relatively Low,"4,363.28",0.00,1.56,"4,364.84",83.36,Relatively Low,0.00,0.00,91.32,"5,453.50",83.65,Relatively Low,December 2025
24387,T15007040701,Hawaii,HI,15,Kauai,County,007,15007,040701,15007040701,2704,"367,747,891.00","950,643.00",24.95,,0.01,0.00,"2,100,722.97",18.21,"249,410,768.29","251,511,491.26",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24388,T15007040702,Hawaii,HI,15,Kauai,County,007,15007,040702,15007040702,6315,"1,022,446,815.00","12,126,151.00",13.52,,0.33,0.03,"25,584,204.15",100.25,"1,373,462,535.43","1,399,046,739.58",0.00,0.00,Relatively Low,"1,258.98",0.00,1.74,"1,260.72",78.95,Relatively Low,0.00,0.00,87.38,"1,203.87",78.49,Relatively Low,December 2025
24389,T15007040800,Hawaii,HI,15,Kauai,County,007,15007,040800,15007040800,3734,"544,582,053.00","23,135,346.00",124.95,,0.33,0.24,"191,970,983.57",767.49,"10,514,658,899.46","10,706,629,883.03",0.00,0.00,Relatively Low,"9,969.44",0.00,35.16,"10,004.60",86.94,Relatively Low,0.00,0.00,94.49,"10,331.97",86.26,Relatively Low,December 2025
24390,T15007040900,Hawaii,HI,15,Kauai,County,007,15007,040900,15007040900,5959,"1,372,812,023.00","13,569,584.00",97.96,,0.28,0.85,"775,570,546.34","4,366.69","59,823,640,328.64","60,599,210,874.99",0.00,0.00,Relatively Low,"21,741.70",0.00,90.51,"21,832.22",90.20,Relatively Moderate,0.00,0.00,93.99,"23,107.94",89.65,Relatively Moderate,December 2025
24391,T15007041200,Hawaii,HI,15,Kauai,County,007,15007,041200,15007041200,84,0.00,"4,592,613.00",85.65,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24392,T15007940000,Hawaii,HI,15,Kauai,County,007,15007,940000,15007940000,4132,"527,524,564.00","3,771,240.00",58.87,,0.25,0.12,"65,454,121.58",320.22,"4,387,034,372.09","4,452,488,493.67",0.00,0.00,Relatively Low,"6,938.22",0.00,26.17,"6,964.39",85.39,Relatively Low,0.00,0.00,93.52,"7,064.53",84.67,Relatively Low,December 2025
24393,T15009030100,Hawaii,HI,15,Maui,County,009,15009,030100,15009030100,2703,"466,380,238.00","2,381,177.00",226.46,,0.78,0.07,"28,029,948.20",187.68,"2,571,184,691.34","2,599,214,639.54",0.00,0.00,Relatively Low,"1,116.04",0.00,5.33,"1,121.37",78.65,Relatively Low,0.00,0.00,88.83,"1,409.31",78.96,Relatively Low,December 2025
24394,T15009030201,Hawaii,HI,15,Maui,County,009,15009,030201,15009030201,2764,"329,815,278.00","667,304.00",47.67,,0.78,0.00,"84,570.91",0.63,"8,638,891.24","8,723,462.15",0.00,0.00,Relatively Low,27.77,0.00,0.16,27.93,71.11,Very Low,0.00,0.00,81.23,25.85,71.07,Very Low,December 2025
24395,T15009030203,Hawaii,HI,15,Maui,County,009,15009,030203,15009030203,4334,"592,043,828.00","486,412.00",6.22,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24396,T15009030204,Hawaii,HI,15,Maui,County,009,15009,030204,15009030204,3558,"472,816,159.00","909,016.00",10.79,,0.01,0.00,521.32,0.00,"47,062.42","47,583.74",0.00,0.00,Relatively Low,0.02,0.00,0.00,0.02,69.24,Very Low,0.00,0.00,77.62,0.02,69.30,Very Low,December 2025
24397,T15009030304,Hawaii,HI,15,Maui,County,009,15009,030304,15009030304,3269,"544,776,094.00","9,086,912.00",43.13,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24398,T15009030305,Hawaii,HI,15,Maui,County,009,15009,030305,15009030305,5810,"1,122,465,179.00","4,002,503.00",126.07,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24399,T15009030306,Hawaii,HI,15,Maui,County,009,15009,030306,15009030306,2243,"348,754,835.00","259,989.00",9.55,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24400,T15009030307,Hawaii,HI,15,Maui,County,009,15009,030307,15009030307,1542,"2,323,474,746.00",0.00,15.42,,0.78,0.02,"67,809,091.39",12.98,"177,827,639.14","245,636,730.53",0.00,0.00,Relatively Moderate,"14,020.27",0.00,2.69,"14,022.95",88.30,Relatively Low,0.00,0.00,91.27,"17,381.15",88.46,Relatively Low,December 2025
24401,T15009030403,Hawaii,HI,15,Maui,County,009,15009,030403,15009030403,3522,"506,522,626.00","423,596.00",7.40,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24402,T15009030404,Hawaii,HI,15,Maui,County,009,15009,030404,15009030404,5562,"711,351,900.00","6,564,378.00",10.69,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24403,T15009030405,Hawaii,HI,15,Maui,County,009,15009,030405,15009030405,1850,"283,023,721.00","7,726,415.00",15.33,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24404,T15009030406,Hawaii,HI,15,Maui,County,009,15009,030406,15009030406,7490,"1,239,896,704.00","26,733.00",2.68,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24405,T15009030501,Hawaii,HI,15,Maui,County,009,15009,030501,15009030501,2493,"428,282,442.00","7,598,054.00",9.77,,0.78,0.03,"37,872,106.71",90.00,"1,232,980,207.40","1,270,852,314.11",0.00,0.00,Relatively Low,"2,973.75",0.00,6.12,"2,979.87",81.86,Relatively Low,0.00,0.00,91.62,"3,300.11",81.65,Relatively Low,December 2025
24406,T15009030705,Hawaii,HI,15,Maui,County,009,15009,030705,15009030705,4566,"707,204,092.00","16,774,544.00",19.73,,0.01,0.01,"7,265,678.26",0.00,0.00,"7,265,678.26",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24407,T15009030706,Hawaii,HI,15,Maui,County,009,15009,030706,15009030706,2472,"398,158,286.00",0.00,1.00,,0.78,0.04,"157,742,523.87",330.39,"4,526,321,133.71","4,684,063,657.58",0.00,0.00,Relatively Low,"13,748.32",0.00,6.43,"13,754.82",88.22,Relatively Low,0.00,0.00,96.30,"12,563.75",87.13,Relatively Low,December 2025
24408,T15009030708,Hawaii,HI,15,Maui,County,009,15009,030708,15009030708,3157,"599,808,331.00",4.00,1.81,,0.78,0.13,"173,265,770.08","1,052.22","14,415,390,013.04","14,588,655,783.12",0.00,0.00,Relatively Low,"10,101.98",0.00,39.40,"10,141.38",87.00,Relatively Low,0.00,0.00,94.19,"13,515.74",87.45,Relatively Low,December 2025
24409,T15009030709,Hawaii,HI,15,Maui,County,009,15009,030709,15009030709,3416,"992,511,725.00",0.00,1.41,,0.78,0.06,"108,027,362.13",334.46,"4,582,100,136.00","4,690,127,498.13",0.00,0.00,Relatively Low,"2,314.51",0.00,4.53,"2,319.04",80.94,Relatively Low,0.00,0.00,88.93,"3,359.19",81.72,Relatively Low,December 2025
24410,T15009030710,Hawaii,HI,15,Maui,County,009,15009,030710,15009030710,2403,"701,673,844.00",0.00,0.88,,0.78,0.00,"3,300,420.14",4.66,"63,779,536.22","67,079,956.36",0.00,0.00,Relatively Moderate,"1,217.15",0.00,0.94,"1,218.09",78.84,Relatively Low,0.00,0.00,88.31,"1,664.32",79.41,Relatively Low,December 2025
24411,T15009030711,Hawaii,HI,15,Maui,County,009,15009,030711,15009030711,2438,"379,884,682.00",0.00,0.30,,0.01,0.06,"156,843,393.23",755.37,"10,348,542,765.76","10,505,386,158.99",0.00,0.00,Relatively Low,"4,699.55",0.00,17.18,"4,716.73",83.68,Relatively Low,0.00,0.00,93.29,"4,654.81",83.03,Relatively Low,December 2025
24412,T15009030712,Hawaii,HI,15,Maui,County,009,15009,030712,15009030712,1990,"278,907,113.00",0.00,0.23,,0.01,0.07,"140,972,158.61","1,140.01","15,618,119,029.90","15,759,091,188.51",0.00,0.00,Relatively Low,"3,799.53",0.00,26.00,"3,825.53",82.88,Relatively Low,0.00,0.00,93.42,"4,156.25",82.52,Relatively Low,December 2025
24413,T15009030713,Hawaii,HI,15,Maui,County,009,15009,030713,15009030713,3366,"770,056,440.00",0.00,1.56,,0.78,0.16,"366,915,015.72","1,003.67","13,750,337,868.64","14,117,252,884.37",0.00,0.00,Relatively Low,"16,060.62",0.00,30.38,"16,090.99",88.91,Relatively Moderate,0.00,0.00,94.92,"17,060.42",88.37,Relatively Low,December 2025
24414,T15009030800,Hawaii,HI,15,Maui,County,009,15009,030800,15009030800,7413,"1,008,121,501.00","4,651,378.00",59.82,,0.78,0.06,"44,849,490.31",367.85,"5,039,581,098.32","5,084,430,588.63",0.00,0.00,Relatively Low,794.41,0.00,4.68,799.10,77.72,Relatively Low,0.00,0.00,85.98,717.18,77.06,Relatively Low,December 2025
24415,T15009030901,Hawaii,HI,15,Maui,County,009,15009,030901,15009030901,2830,"653,042,159.00",0.00,0.40,,0.01,0.05,"60,764,868.48",588.35,"8,060,380,684.60","8,121,145,553.08",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24416,T15009030902,Hawaii,HI,15,Maui,County,009,15009,030902,15009030902,3428,"856,207,730.00",0.00,0.63,,0.78,0.08,"114,912,417.43",790.38,"10,828,148,138.33","10,943,060,555.76",0.00,0.00,Relatively Low,"3,750.20",0.00,22.66,"3,772.86",82.81,Relatively Low,0.00,0.00,90.15,"3,878.58",82.27,Relatively Low,December 2025
24417,T15009030903,Hawaii,HI,15,Maui,County,009,15009,030903,15009030903,6505,"572,441,501.00","117,503.00",1.33,,0.78,0.03,"24,264,214.39",232.04,"3,178,945,388.07","3,203,209,602.46",0.00,0.00,Relatively Low,499.80,0.00,3.97,503.77,76.39,Very Low,0.00,0.00,86.09,499.33,76.09,Very Low,December 2025
24418,T15009031001,Hawaii,HI,15,Maui,County,009,15009,031001,15009031001,6473,"1,005,927,974.00","102,988.00",2.87,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24419,T15009031002,Hawaii,HI,15,Maui,County,009,15009,031002,15009031002,4162,"1,358,023,088.00",0.00,1.01,,0.01,0.07,"121,638,012.25",414.47,"5,678,248,129.72","5,799,886,141.97",0.00,0.00,Very Low,14.32,0.00,0.06,14.38,70.56,Very Low,0.00,0.00,79.17,21.92,70.90,Very Low,December 2025
24420,T15009031102,Hawaii,HI,15,Maui,County,009,15009,031102,15009031102,5865,"560,187,909.00",0.00,0.54,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24421,T15009031104,Hawaii,HI,15,Maui,County,009,15009,031104,15009031104,2144,"247,139,666.00",0.00,0.66,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24422,T15009031105,Hawaii,HI,15,Maui,County,009,15009,031105,15009031105,6446,"599,245,023.00",0.00,0.62,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24423,T15009031106,Hawaii,HI,15,Maui,County,009,15009,031106,15009031106,6002,"864,669,710.00",0.00,0.96,,0.01,0.03,"75,793,573.66",688.53,"9,432,809,673.39","9,508,603,247.06",0.00,0.00,Relatively Low,"2,413.00",0.00,18.57,"2,431.57",81.12,Relatively Low,0.00,0.00,88.98,"1,712.78",79.50,Relatively Low,December 2025
24424,T15009031107,Hawaii,HI,15,Maui,County,009,15009,031107,15009031107,2079,"396,195,316.00",0.00,1.69,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24425,T15009031402,Hawaii,HI,15,Maui,County,009,15009,031402,15009031402,3208,"555,539,298.00","272,858.00",9.85,,0.78,0.02,"66,770,827.28",155.47,"2,129,879,987.69","2,196,650,814.97",0.00,0.00,Relatively Low,"9,267.54",0.00,5.31,"9,272.86",86.63,Relatively Low,0.00,0.00,94.38,"11,539.92",86.75,Relatively Low,December 2025
24426,T15009031404,Hawaii,HI,15,Maui,County,009,15009,031404,15009031404,3195,"951,067,632.00",0.00,1.32,,0.56,0.13,"305,596,438.47",435.91,"5,972,000,834.83","6,277,597,273.30",0.00,0.00,Relatively Low,"26,833.48",0.00,16.44,"26,849.93",91.02,Relatively Moderate,0.00,0.00,95.83,"25,094.56",89.97,Relatively Moderate,December 2025
24427,T15009031405,Hawaii,HI,15,Maui,County,009,15009,031405,15009031405,6280,"634,180,511.00","150,450.00",6.71,,0.18,0.00,"2,083,990.79",14.77,"202,361,217.80","204,445,208.59",0.00,0.00,Very Low,2.87,0.00,0.01,2.88,69.80,Very Low,0.00,0.00,78.85,3.09,69.89,Very Low,December 2025
24428,T15009031501,Hawaii,HI,15,Maui,County,009,15009,031501,15009031501,2367,"759,605,258.00","23,093.00",2.52,,0.78,0.02,"46,958,997.61",45.48,"623,075,408.95","670,034,406.56",0.00,0.00,Relatively Moderate,"6,070.49",0.00,3.09,"6,073.57",84.72,Relatively Low,0.00,0.00,92.13,"5,640.18",83.76,Relatively Low,December 2025
24429,T15009031503,Hawaii,HI,15,Maui,County,009,15009,031503,15009031503,2544,"2,495,691,775.00","2,109,836.00",16.37,,0.78,0.06,"278,619,611.27",226.52,"3,103,273,083.62","3,381,892,694.89",0.00,0.00,Relatively Low,"17,445.74",0.00,9.47,"17,455.22",89.26,Relatively Moderate,0.00,0.00,91.76,"17,425.34",88.47,Relatively Low,December 2025
24430,T15009031504,Hawaii,HI,15,Maui,County,009,15009,031504,15009031504,1202,"369,341,552.00","886,801.00",34.87,,0.78,0.04,"42,880,167.37",224.40,"3,074,227,003.91","3,117,107,171.28",0.00,0.00,Relatively Low,"5,314.82",0.00,7.06,"5,321.88",84.16,Relatively Low,0.00,0.00,93.87,"4,826.40",83.18,Relatively Low,December 2025
24431,T15009031505,Hawaii,HI,15,Maui,County,009,15009,031505,15009031505,3541,"1,053,822,377.00","519,000.00",5.94,,0.78,0.06,"254,708,949.31",480.69,"6,585,475,767.65","6,840,184,716.96",0.00,0.00,Relatively Low,"33,086.90",0.00,18.72,"33,105.60",91.73,Relatively Moderate,0.00,0.00,96.06,"28,679.41",90.54,Relatively Moderate,December 2025
24432,T15009031601,Hawaii,HI,15,Maui,County,009,15009,031601,15009031601,3367,"629,195,610.00","356,469.00",165.63,,0.33,0.01,"4,355,279.45",6.46,"88,555,818.39","92,911,097.84",0.00,0.00,Relatively Low,480.87,0.00,0.23,481.10,76.23,Very Low,0.00,0.00,86.27,579.12,76.49,Very Low,December 2025
24433,T15009031700,Hawaii,HI,15,Maui,County,009,15009,031700,15009031700,4419,"789,146,168.00","441,390.00",145.74,,0.78,0.55,"302,464,544.35","1,390.63","19,051,669,256.34","19,354,133,800.69",0.00,0.00,Relatively Low,"45,067.42",0.00,196.80,"45,264.27",92.87,Relatively Moderate,0.00,0.00,96.98,"74,370.79",93.83,Relatively Moderate,December 2025
24434,T15009031801,Hawaii,HI,15,Maui,County,009,15009,031801,15009031801,2845,"527,546,626.00","8,383,209.00",150.15,,0.33,0.02,"13,701,712.83",17.22,"235,976,404.57","249,678,117.41",0.00,0.00,Relatively Low,610.30,0.00,0.61,610.91,76.91,Relatively Low,0.00,0.00,87.29,785.92,77.33,Relatively Low,December 2025
24435,T15009031900,Hawaii,HI,15,Maui,County,009,15009,031900,15009031900,6257,"2,905,010,347.00","22,935,686.00",29.15,,0.78,0.21,"339,798,117.84",277.97,"3,808,238,341.76","4,148,036,459.60",0.00,0.00,Relatively Low,"15,195.25",0.00,12.41,"15,207.66",88.67,Relatively Low,0.00,0.00,90.92,"23,479.72",89.71,Relatively Moderate,December 2025
24436,T15009032000,Hawaii,HI,15,Maui,County,009,15009,032000,15009032000,1112,"501,934,079.00","7,998,064.00",48.47,,0.72,0.05,"76,946,896.82",84.89,"1,163,003,396.12","1,239,950,292.95",0.00,0.00,Relatively Moderate,"9,003.14",0.00,14.77,"9,017.90",86.49,Relatively Low,0.00,0.00,94.53,"11,713.27",86.83,Relatively Low,December 2025
24437,T15009980000,Hawaii,HI,15,Maui,County,009,15009,980000,15009980000,0,0.00,0.00,54.29,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
