OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Lightning - Number of Events,Lightning - Annualized Frequency,Lightning - Exposure - Impacted Area (sq mi),Lightning - Exposure - Building Value,Lightning - Exposure - Population,Lightning - Exposure - Population Equivalence,Lightning - Exposure - Total,Lightning - Historic Loss Ratio - Buildings,Lightning - Historic Loss Ratio - Population,Lightning - Historic Loss Ratio - Total Rating,Lightning - Expected Annual Loss - Building Value,Lightning - Expected Annual Loss - Population,Lightning - Expected Annual Loss - Population Equivalence,Lightning - Expected Annual Loss - Total,Lightning - Expected Annual Loss Score,Lightning - Expected Annual Loss Rating,Lightning - Expected Annual Loss Rate - Building,Lightning - Expected Annual Loss Rate - Population,Lightning - Expected Annual Loss Rate - National Percentile,Lightning - Hazard Type Risk Index Value,Lightning - Hazard Type Risk Index Score,Lightning - Hazard Type Risk Index Rating,National Risk Index Version
24343,T15003011105,Hawaii,HI,15,Honolulu,County,003,15003,011105,15003011105,3664,"807,118,123.00",0.00,0.43,"3,705.00",73.32,0.43,"807,118,123.00","3,664.00","50,196,800,000.00","51,003,918,123.00",0.00,0.00,Relatively High,"1,935.32",0.00,"41,597.75","43,533.07",90.45,Relatively High,0.00,0.00,62.60,"46,123.28",88.36,Relatively High,December 2025
24344,T15003011106,Hawaii,HI,15,Honolulu,County,003,15003,011106,15003011106,6143,"932,908,401.00",0.00,1.52,"5,708.00",74.39,1.52,"932,908,401.00","6,143.00","84,159,100,000.00","85,092,008,401.00",0.00,0.00,Relatively High,"2,268.39",0.01,"70,357.99","72,626.39",96.83,Very High,0.00,0.00,52.95,"67,109.53",94.49,Relatively High,December 2025
24345,T15003011201,Hawaii,HI,15,Honolulu,County,003,15003,011201,15003011201,4611,"1,091,818,077.00",0.00,1.44,"5,134.00",77.87,0.97,"1,091,818,077.00","4,611.00","63,170,700,000.00","64,262,518,077.00",0.00,0.00,Relatively High,"2,790.97",0.00,"55,504.75","58,295.72",94.74,Relatively High,0.00,0.00,65.00,"54,580.87",91.56,Relatively High,December 2025
24346,T15003011202,Hawaii,HI,15,Honolulu,County,003,15003,011202,15003011202,1676,"443,954,013.00",0.00,1.88,"2,864.00",74.16,0.48,"443,954,013.00","1,676.00","22,961,200,000.00","23,405,154,013.00",0.00,0.00,Relatively High,"1,093.59",0.00,"19,505.71","20,599.31",68.94,Relatively Moderate,0.00,0.00,67.28,"20,183.83",64.79,Relatively Moderate,December 2025
24347,T15003011300,Hawaii,HI,15,Honolulu,County,003,15003,011300,15003011300,6057,"652,943,814.00","8,790,204.00",5.91,"5,748.00",69.65,5.91,"652,943,814.00","6,057.00","82,980,900,000.00","83,633,843,814.00",0.00,0.00,Relatively High,"1,425.30",0.00,"62,404.22","63,829.52",95.67,Very High,0.00,0.00,42.01,"79,752.60",96.21,Very High,December 2025
24348,T15003011401,Hawaii,HI,15,Honolulu,County,003,15003,011401,15003011401,1759,"228,550,283.00","157,507.00",1.11,"3,571.00",75.69,1.11,"228,550,283.00","1,759.00","24,098,300,000.00","24,326,850,283.00",0.00,0.00,Relatively High,571.66,0.00,"20,652.24","21,223.91",69.96,Relatively Moderate,0.00,0.00,48.88,"16,688.44",58.47,Relatively Moderate,December 2025
24349,T15003011500,Hawaii,HI,15,Honolulu,County,003,15003,011500,15003011500,11046,"1,876,411,652.00",0.00,1.71,"6,841.00",72.35,1.71,"1,876,411,652.00","11,046.00","151,330,200,000.00","153,206,611,652.00",0.00,0.00,Relatively High,"4,501.81",0.01,"124,223.28","128,725.10",99.28,Very High,0.00,0.00,56.10,"136,415.83",98.91,Very High,December 2025
24350,T15003011600,Hawaii,HI,15,Honolulu,County,003,15003,011600,15003011600,2023,"553,053,008.00",0.00,2.36,"2,322.00",73.35,2.36,"553,053,008.00","2,023.00","27,715,100,000.00","28,268,153,008.00",0.00,0.00,Relatively High,"1,307.41",0.00,"22,101.23","23,408.63",73.24,Relatively Moderate,0.00,0.00,68.30,"18,406.30",61.73,Relatively Moderate,December 2025
24351,T15003940003,Hawaii,HI,15,Honolulu,County,003,15003,940003,15003940003,2509,"277,585,551.00",0.00,0.58,"4,059.00",67.90,0.49,"277,585,551.00","2,509.00","34,373,300,000.00","34,650,885,551.00",0.00,0.00,Relatively High,628.29,0.00,"26,909.90","27,538.18",78.52,Relatively High,0.00,0.00,43.10,"28,983.87",76.30,Relatively Moderate,December 2025
24352,T15003940004,Hawaii,HI,15,Honolulu,County,003,15003,940004,15003940004,2330,"255,410,776.00","2,377,859.00",4.29,"4,985.00",69.56,2.52,"255,410,776.00","2,330.00","31,921,000,000.00","32,176,410,776.00",0.00,0.00,Relatively High,572.51,0.00,"24,928.80","25,501.31",76.15,Relatively High,0.00,0.00,42.48,"33,530.39",80.61,Relatively High,December 2025
24353,T15003940005,Hawaii,HI,15,Honolulu,County,003,15003,940005,15003940005,2367,"288,930,926.00",0.00,6.01,"2,694.00",79.77,6.01,"288,930,926.00","2,367.00","32,427,900,000.00","32,716,830,926.00",0.00,0.00,Relatively High,700.40,0.00,"26,889.30","27,589.70",78.57,Relatively High,0.00,0.00,46.89,"33,837.01",80.86,Relatively High,December 2025
24354,T15003940006,Hawaii,HI,15,Honolulu,County,003,15003,940006,15003940006,2446,"242,175,842.00",0.00,1.51,"4,822.00",72.57,0.56,"242,175,842.00","2,446.00","33,510,200,000.00","33,752,375,842.00",0.00,0.00,Relatively High,576.59,0.00,"27,619.34","28,195.93",79.27,Relatively High,0.00,0.00,40.67,"39,978.50",85.17,Relatively High,December 2025
24355,T15003940007,Hawaii,HI,15,Honolulu,County,003,15003,940007,15003940007,2059,"199,916,083.00",0.00,0.80,976.00,72.32,0.29,"199,916,083.00","2,059.00","28,208,300,000.00","28,408,216,083.00",0.00,0.00,Relatively High,464.24,0.00,"23,056.38","23,520.63",73.41,Relatively Moderate,0.00,0.00,39.45,"33,135.04",80.30,Relatively High,December 2025
24356,T15003980000,Hawaii,HI,15,Honolulu,County,003,15003,980000,15003980000,0,"10,424,045.00",0.00,2.84,"1,448.00",77.00,1.95,"10,424,045.00",0.00,0.00,"10,424,045.00",0.00,0.00,Very High,26.43,0.00,0.00,26.43,0.30,Very Low,0.00,0.00,99.93,14.68,0.26,Very Low,December 2025
24357,T15003980200,Hawaii,HI,15,Honolulu,County,003,15003,980200,15003980200,304,"894,286,015.00",0.00,4.85,"1,965.00",67.95,3.85,"894,286,015.00",304.00,"4,164,800,000.00","5,059,086,015.00",0.00,0.00,Relatively High,"2,004.56",0.00,"2,945.79","4,950.34",27.80,Relatively Low,0.00,0.00,97.91,"3,892.48",21.05,Relatively Low,December 2025
24358,T15003980300,Hawaii,HI,15,Honolulu,County,003,15003,980300,15003980300,16,"1,111,221,711.00",0.00,3.24,"2,131.00",57.79,2.26,"1,111,221,711.00",16.00,"219,200,000.00","1,330,421,711.00",0.00,0.00,Very High,"2,153.70",0.00,135.83,"2,289.53",14.79,Very Low,0.00,0.00,99.57,"1,800.27",10.70,Very Low,December 2025
24359,T15003980600,Hawaii,HI,15,Honolulu,County,003,15003,980600,15003980600,9,"30,997,716.00","13,045.00",11.79,"4,411.00",79.99,11.79,"30,997,716.00",9.00,"123,300,000.00","154,297,716.00",0.00,0.00,Relatively High,73.54,0.00,98.01,171.55,0.58,Very Low,0.00,0.00,98.24,134.89,0.56,Very Low,December 2025
24360,T15003980700,Hawaii,HI,15,Honolulu,County,003,15003,980700,15003980700,0,"46,410,903.00",0.00,8.14,"3,392.00",82.91,8.14,"46,410,903.00",0.00,0.00,"46,410,903.00",0.00,0.00,Very High,129.11,0.00,0.00,129.11,0.53,Very Low,0.00,0.00,99.95,71.74,0.45,Very Low,December 2025
24361,T15003980800,Hawaii,HI,15,Honolulu,County,003,15003,980800,15003980800,3,"12,004,622.00",12.00,0.76,"1,307.00",72.22,0.76,"12,004,622.00",3.00,"41,100,000.00","53,104,622.00",0.00,0.00,Relatively High,27.27,0.00,32.12,59.39,0.42,Very Low,0.00,0.00,98.42,33.00,0.35,Very Low,December 2025
24362,T15003981000,Hawaii,HI,15,Honolulu,County,003,15003,981000,15003981000,30,"3,248,942.00",0.00,1.38,664.00,67.09,1.38,"3,248,942.00",30.00,"411,000,000.00","414,248,942.00",0.00,0.00,Relatively High,7.42,0.00,320.43,327.84,0.93,Very Low,0.00,0.00,43.02,285.55,0.80,Very Low,December 2025
24363,T15003981100,Hawaii,HI,15,Honolulu,County,003,15003,981100,15003981100,167,"17,179,487.00",0.00,2.32,"1,665.00",67.20,2.32,"17,179,487.00",167.00,"2,287,900,000.00","2,305,079,487.00",0.00,0.00,Relatively High,37.35,0.00,"1,709.16","1,746.52",11.63,Very Low,0.00,0.00,40.83,"1,373.29",8.04,Very Low,December 2025
24364,T15003981300,Hawaii,HI,15,Honolulu,County,003,15003,981300,15003981300,252,"1,327,803,901.00",0.00,0.74,"3,817.00",84.81,0.74,"1,327,803,901.00",252.00,"3,452,400,000.00","4,780,203,901.00",0.00,0.00,Very High,"3,708.35",0.00,"3,323.22","7,031.58",35.31,Relatively Low,0.00,0.00,98.99,"6,442.23",31.58,Relatively Low,December 2025
24365,T15003981400,Hawaii,HI,15,Honolulu,County,003,15003,981400,15003981400,83,"1,264,240,457.00",0.00,2.39,"3,328.00",80.73,0.60,"1,264,240,457.00",83.00,"1,137,100,000.00","2,401,340,457.00",0.00,0.00,Very High,"3,454.17",0.00,"1,035.48","4,489.65",25.83,Relatively Low,0.00,0.00,99.48,"3,530.23",19.40,Very Low,December 2025
24366,T15003981700,Hawaii,HI,15,Honolulu,County,003,15003,981700,15003981700,2841,"442,510,945.00",0.00,2.99,"7,288.00",77.87,2.20,"442,510,945.00","2,841.00","38,921,700,000.00","39,364,210,945.00",0.00,0.00,Relatively High,"1,095.10",0.00,"33,063.91","34,159.02",84.82,Relatively High,0.00,0.00,53.87,"26,859.37",73.95,Relatively Moderate,December 2025
24367,T15003981801,Hawaii,HI,15,Honolulu,County,003,15003,981801,15003981801,2394,"323,306,822.00",0.00,0.35,"2,898.00",69.00,0.35,"323,306,822.00","2,394.00","32,797,800,000.00","33,121,106,822.00",0.00,0.00,Relatively High,734.45,0.00,"25,627.93","26,362.38",77.14,Relatively High,0.00,0.00,48.96,"20,728.84",65.68,Relatively Moderate,December 2025
24368,T15003981802,Hawaii,HI,15,Honolulu,County,003,15003,981802,15003981802,948,"118,062,438.00",0.00,1.38,"1,811.00",79.89,0.83,"118,062,438.00",948.00,"12,987,600,000.00","13,105,662,438.00",0.00,0.00,Relatively High,300.07,0.00,"11,334.34","11,634.40",49.24,Relatively Moderate,0.00,0.00,47.75,"9,148.18",40.38,Relatively Low,December 2025
24369,T15003981803,Hawaii,HI,15,Honolulu,County,003,15003,981803,15003981803,3292,"187,794,487.00",0.00,1.57,"1,930.00",74.19,1.40,"187,794,487.00","3,292.00","45,100,400,000.00","45,288,194,487.00",0.00,0.00,Relatively High,452.85,0.00,"37,753.20","38,206.04",87.62,Relatively High,0.00,0.00,28.19,"30,041.57",77.36,Relatively Moderate,December 2025
24370,T15003981900,Hawaii,HI,15,Honolulu,County,003,15003,981900,15003981900,349,"264,929,498.00",0.00,4.48,"4,780.00",62.98,3.10,"264,929,498.00",349.00,"4,781,300,000.00","5,046,229,498.00",0.00,0.00,Relatively High,541.86,0.00,"3,358.49","3,900.35",23.21,Relatively Low,0.00,0.00,86.55,"3,066.86",17.18,Very Low,December 2025
24371,T15003982000,Hawaii,HI,15,Honolulu,County,003,15003,982000,15003982000,1060,"160,163,621.00",0.00,1.64,"4,001.00",81.76,1.64,"160,163,621.00","1,060.00","14,522,000,000.00","14,682,163,621.00",0.00,0.00,Relatively High,441.84,0.00,"13,785.33","14,227.17",55.94,Relatively Moderate,0.00,0.00,54.13,"11,186.88",46.00,Relatively Low,December 2025
24372,T15003982100,Hawaii,HI,15,Honolulu,County,003,15003,982100,15003982100,1,"10,456,220.00",0.00,0.02,154.00,77.00,0.02,"10,456,220.00",1.00,"13,700,000.00","24,156,220.00",0.00,0.00,Very High,26.51,0.00,11.95,38.45,0.36,Very Low,0.00,0.00,99.34,21.37,0.29,Very Low,December 2025
24373,T15003982200,Hawaii,HI,15,Honolulu,County,003,15003,982200,15003982200,31,"53,581,751.00",0.00,5.57,"4,010.00",73.52,3.21,"53,581,751.00",31.00,"424,700,000.00","478,281,751.00",0.00,0.00,Relatively High,134.35,0.00,354.02,488.36,1.81,Very Low,0.00,0.00,95.77,384.00,1.16,Very Low,December 2025
24374,T15005031900,Hawaii,HI,15,Kalawao,County,005,15005,031900,15005031900,82,"92,527,450.00",0.00,17.62,"4,719.00",42.45,12.08,"92,527,450.00",82.00,"1,123,400,000.00","1,215,927,450.00",0.00,0.00,Relatively High,730.03,0.00,506.60,"1,236.63",8.25,Very Low,0.00,0.00,99.33,"1,663.87",9.84,Very Low,December 2025
24375,T15007040104,Hawaii,HI,15,Kauai,County,007,15007,040104,15007040104,1552,"511,976,797.00","1,001,368.00",84.76,"14,298.00",78.08,79.33,"511,976,797.00","1,552.00","21,262,400,000.00","21,774,376,797.00",0.00,0.00,Relatively High,"1,320.15",0.00,"18,111.10","19,431.24",66.91,Relatively Moderate,0.00,0.00,73.55,"18,402.51",61.72,Relatively Moderate,December 2025
24376,T15007040105,Hawaii,HI,15,Kauai,County,007,15007,040105,15007040105,4393,"849,898,727.00","5,241,446.00",46.30,"18,652.00",83.59,42.86,"849,898,727.00","4,393.00","60,184,100,000.00","61,033,998,727.00",0.00,0.00,Relatively High,"2,357.14",0.00,"54,832.03","57,189.17",94.52,Relatively High,0.00,0.00,62.00,"79,509.24",96.20,Very High,December 2025
24377,T15007040106,Hawaii,HI,15,Kauai,County,007,15007,040106,15007040106,2157,"1,048,497,526.00","99,082.00",3.72,"6,387.00",73.96,2.68,"1,048,497,526.00","2,157.00","29,550,900,000.00","30,599,397,526.00",0.00,0.00,Relatively High,"2,586.92",0.00,"24,231.15","26,818.07",77.65,Relatively High,0.00,0.00,80.98,"33,243.87",80.38,Relatively High,December 2025
24378,T15007040204,Hawaii,HI,15,Kauai,County,007,15007,040204,15007040204,5735,"733,821,078.00","656,256.00",8.05,"9,005.00",91.86,8.05,"733,821,078.00","5,735.00","78,569,500,000.00","79,303,321,078.00",0.00,0.00,Relatively High,"2,294.77",0.01,"81,547.28","83,842.05",97.73,Very High,0.00,0.00,51.42,"75,993.14",95.78,Relatively High,December 2025
24379,T15007040205,Hawaii,HI,15,Kauai,County,007,15007,040205,15007040205,4069,"959,825,143.00","801,158.00",6.65,"10,820.00",91.34,6.19,"959,825,143.00","4,069.00","55,745,300,000.00","56,705,125,143.00",0.00,0.00,Relatively High,"2,972.12",0.00,"55,451.25","58,423.37",94.76,Relatively High,0.00,0.00,68.11,"62,912.26",93.67,Relatively High,December 2025
24380,T15007040301,Hawaii,HI,15,Kauai,County,007,15007,040301,15007040301,6843,"620,986,635.00","215,977.00",2.35,"5,435.00",95.45,2.35,"620,986,635.00","6,843.00","93,749,100,000.00","94,370,086,635.00",0.00,0.00,Relatively High,"2,049.02",0.01,"102,741.48","104,790.49",98.72,Very High,0.00,0.00,42.06,"127,749.83",98.74,Very High,December 2025
24381,T15007040302,Hawaii,HI,15,Kauai,County,007,15007,040302,15007040302,2127,"830,371,144.00","41,058.00",2.19,"8,788.00",97.38,1.32,"830,371,144.00","2,127.00","29,139,900,000.00","29,970,271,144.00",0.00,0.00,Relatively High,"2,759.51",0.00,"32,122.95","34,882.46",85.39,Relatively High,0.00,0.00,78.68,"39,556.72",84.92,Relatively High,December 2025
24382,T15007040401,Hawaii,HI,15,Kauai,County,007,15007,040401,15007040401,7245,"1,151,337,319.00","8,173,674.00",80.87,"36,439.00",87.49,77.60,"1,151,337,319.00","7,245.00","99,256,500,000.00","100,407,837,319.00",0.00,0.00,Relatively High,"3,280.63",0.01,"94,083.17","97,363.80",98.45,Very High,0.00,0.00,56.80,"92,685.46",97.33,Very High,December 2025
24383,T15007040402,Hawaii,HI,15,Kauai,County,007,15007,040402,15007040402,3158,"978,868,884.00","127,202.00",2.45,"6,676.00",83.96,2.45,"978,868,884.00","3,158.00","43,264,600,000.00","44,243,468,884.00",0.00,0.00,Relatively High,"2,791.84",0.00,"39,349.16","42,141.00",89.79,Relatively High,0.00,0.00,73.88,"48,879.91",89.57,Relatively High,December 2025
24384,T15007040500,Hawaii,HI,15,Kauai,County,007,15007,040500,15007040500,6455,"2,510,430,345.00","755,243.00",7.71,"17,646.00",84.27,6.25,"2,510,430,345.00","6,455.00","88,433,500,000.00","90,943,930,345.00",0.00,0.00,Relatively High,"7,268.99",0.01,"85,097.85","92,366.84",98.25,Very High,0.00,0.00,77.91,"112,248.81",98.30,Very High,December 2025
24385,T15007040603,Hawaii,HI,15,Kauai,County,007,15007,040603,15007040603,2936,"1,576,187,641.00","1,893,802.00",18.84,"11,805.00",73.65,16.73,"1,576,187,641.00","2,936.00","40,223,200,000.00","41,799,387,641.00",0.00,0.00,Relatively High,"4,369.46",0.00,"35,995.04","40,364.49",88.91,Relatively High,0.00,0.00,84.17,"38,606.18",84.28,Relatively High,December 2025
24386,T15007040604,Hawaii,HI,15,Kauai,County,007,15007,040604,15007040604,3538,"713,275,412.00","1,412,889.00",9.40,"12,187.00",78.21,8.66,"713,275,412.00","3,538.00","48,470,600,000.00","49,183,875,412.00",0.00,0.00,Relatively High,"1,926.36",0.00,"42,138.94","44,065.30",90.68,Relatively High,0.00,0.00,63.31,"55,055.86",91.71,Relatively High,December 2025
24387,T15007040701,Hawaii,HI,15,Kauai,County,007,15007,040701,15007040701,2704,"367,747,891.00","950,643.00",24.95,"12,322.00",88.15,24.95,"367,747,891.00","2,704.00","37,044,800,000.00","37,412,547,891.00",0.00,0.00,Relatively High,"1,083.25",0.00,"36,093.17","37,176.42",86.95,Relatively High,0.00,0.00,52.81,"32,164.88",79.41,Relatively High,December 2025
24388,T15007040702,Hawaii,HI,15,Kauai,County,007,15007,040702,15007040702,6315,"1,022,446,815.00","12,126,151.00",13.52,"18,987.00",85.28,11.60,"1,022,446,815.00","6,315.00","86,515,500,000.00","87,537,946,815.00",0.00,0.00,Relatively High,"2,937.25",0.01,"82,208.39","85,145.65",97.83,Very High,0.00,0.00,57.55,"81,306.31",96.37,Very High,December 2025
24389,T15007040800,Hawaii,HI,15,Kauai,County,007,15007,040800,15007040800,3734,"544,582,053.00","23,135,346.00",124.95,"26,880.00",83.50,122.79,"544,582,053.00","3,734.00","51,155,800,000.00","51,700,382,053.00",0.00,0.00,Relatively High,"1,445.40",0.00,"44,898.33","46,343.73",91.63,Relatively High,0.00,0.00,53.86,"47,860.17",89.13,Relatively High,December 2025
24390,T15007040900,Hawaii,HI,15,Kauai,County,007,15007,040900,15007040900,5959,"1,372,812,023.00","13,569,584.00",97.96,"38,144.00",65.46,91.41,"1,372,812,023.00","5,959.00","81,638,300,000.00","83,011,112,023.00",0.00,0.00,Relatively High,"3,488.02",0.01,"74,195.88","77,683.90",97.27,Very High,0.00,0.00,63.30,"82,223.20",96.46,Very High,December 2025
24391,T15007041200,Hawaii,HI,15,Kauai,County,007,15007,041200,15007041200,84,0.00,"4,592,613.00",85.65,"7,735.00",60.53,72.75,0.00,84.00,"1,150,800,000.00","1,150,800,000.00",0.00,0.00,Relatively High,0.00,0.00,788.57,788.57,4.45,Very Low,0.00,0.00,0.08,875.01,4.46,Very Low,December 2025
24392,T15007940000,Hawaii,HI,15,Kauai,County,007,15007,940000,15007940000,4132,"527,524,564.00","3,771,240.00",58.87,"32,530.00",87.98,55.85,"527,524,564.00","4,132.00","56,608,400,000.00","57,135,924,564.00",0.00,0.00,Relatively High,"1,575.33",0.00,"55,719.75","57,295.08",94.54,Relatively High,0.00,0.00,51.25,"58,118.87",92.54,Relatively High,December 2025
24393,T15009030100,Hawaii,HI,15,Maui,County,009,15009,030100,15009030100,2703,"466,380,238.00","2,381,177.00",226.46,"42,555.00",78.04,217.87,"466,380,238.00","2,703.00","37,031,100,000.00","37,497,480,238.00",0.00,0.00,Relatively High,"1,746.05",0.00,"33,618.75","35,364.80",85.75,Relatively High,0.00,0.00,68.21,"44,445.72",87.57,Relatively High,December 2025
24394,T15009030201,Hawaii,HI,15,Maui,County,009,15009,030201,15009030201,2764,"329,815,278.00","667,304.00",47.67,"12,508.00",75.39,47.35,"329,815,278.00","2,764.00","37,866,800,000.00","38,196,615,278.00",0.00,0.00,Relatively High,"1,155.96",0.00,"31,615.31","32,771.26",83.68,Relatively High,0.00,0.00,59.18,"30,329.18",77.64,Relatively Moderate,December 2025
24395,T15009030203,Hawaii,HI,15,Maui,County,009,15009,030203,15009030203,4334,"592,043,828.00","486,412.00",6.22,"5,408.00",77.07,6.22,"592,043,828.00","4,334.00","59,375,800,000.00","59,967,843,828.00",0.00,0.00,Relatively High,"2,164.87",0.00,"52,091.82","54,256.69",93.90,Relatively High,0.00,0.00,62.65,"51,546.50",90.54,Relatively High,December 2025
24396,T15009030204,Hawaii,HI,15,Maui,County,009,15009,030204,15009030204,3558,"472,816,159.00","909,016.00",10.79,"4,819.00",68.21,8.24,"472,816,159.00","3,558.00","48,744,600,000.00","49,217,416,159.00",0.00,0.00,Relatively High,"1,551.50",0.00,"38,455.62","40,007.12",88.70,Relatively High,0.00,0.00,61.43,"51,859.13",90.65,Relatively High,December 2025
24397,T15009030304,Hawaii,HI,15,Maui,County,009,15009,030304,15009030304,3269,"544,776,094.00","9,086,912.00",43.13,"9,498.00",65.98,43.13,"544,776,094.00","3,269.00","44,785,300,000.00","45,330,076,094.00",0.00,0.00,Relatively High,"1,720.39",0.00,"34,140.66","35,861.05",86.09,Relatively High,0.00,0.00,66.71,"45,733.57",88.17,Relatively High,December 2025
24398,T15009030305,Hawaii,HI,15,Maui,County,009,15009,030305,15009030305,5810,"1,122,465,179.00","4,002,503.00",126.07,"17,730.00",63.30,124.86,"1,122,465,179.00","5,810.00","79,597,000,000.00","80,719,465,179.00",0.00,0.00,Relatively High,"3,510.11",0.00,"59,905.94","63,416.05",95.62,Very High,0.00,0.00,70.11,"74,616.61",95.62,Relatively High,December 2025
24399,T15009030306,Hawaii,HI,15,Maui,County,009,15009,030306,15009030306,2243,"348,754,835.00","259,989.00",9.55,"2,397.00",65.93,9.55,"348,754,835.00","2,243.00","30,729,100,000.00","31,077,854,835.00",0.00,0.00,Relatively High,"1,041.11",0.00,"21,855.94","22,897.05",72.53,Relatively Moderate,0.00,0.00,65.04,"23,573.42",69.83,Relatively Moderate,December 2025
24400,T15009030307,Hawaii,HI,15,Maui,County,009,15009,030307,15009030307,1542,"2,323,474,746.00",0.00,15.42,"6,394.00",57.75,10.38,"2,323,474,746.00","1,542.00","21,125,400,000.00","23,448,874,746.00",0.00,0.00,Relatively High,"6,632.31",0.00,"14,580.46","21,212.77",69.94,Relatively Moderate,0.00,0.00,97.02,"26,292.78",73.28,Relatively Moderate,December 2025
24401,T15009030403,Hawaii,HI,15,Maui,County,009,15009,030403,15009030403,3522,"506,522,626.00","423,596.00",7.40,"3,810.00",73.77,7.40,"506,522,626.00","3,522.00","48,251,400,000.00","48,757,922,626.00",0.00,0.00,Relatively High,"1,764.02",0.00,"40,619.57","42,383.59",89.92,Relatively High,0.00,0.00,63.56,"40,227.12",85.32,Relatively High,December 2025
24402,T15009030404,Hawaii,HI,15,Maui,County,009,15009,030404,15009030404,5562,"711,351,900.00","6,564,378.00",10.69,"7,385.00",78.75,10.69,"711,351,900.00","5,562.00","76,199,400,000.00","76,910,751,900.00",0.00,0.00,Relatively High,"2,685.52",0.01,"69,768.23","72,453.75",96.80,Very High,0.00,0.00,60.86,"99,587.95",97.77,Very High,December 2025
24403,T15009030405,Hawaii,HI,15,Maui,County,009,15009,030405,15009030405,1850,"283,023,721.00","7,726,415.00",15.33,"6,736.00",73.46,15.33,"283,023,721.00","1,850.00","25,345,000,000.00","25,628,023,721.00",0.00,0.00,Relatively High,"1,122.72",0.00,"24,516.34","25,639.06",76.31,Relatively High,0.00,0.00,65.41,"24,492.22",71.10,Relatively Moderate,December 2025
24404,T15009030406,Hawaii,HI,15,Maui,County,009,15009,030406,15009030406,7490,"1,239,896,704.00","26,733.00",2.68,"7,996.00",83.77,2.68,"1,239,896,704.00","7,490.00","102,613,000,000.00","103,852,896,704.00",0.00,0.00,Relatively High,"4,965.87",0.01,"98,131.90","103,097.76",98.67,Very High,0.00,0.00,67.84,"137,135.88",98.92,Very High,December 2025
24405,T15009030501,Hawaii,HI,15,Maui,County,009,15009,030501,15009030501,2493,"428,282,442.00","7,598,054.00",9.77,"7,911.00",64.99,7.79,"428,282,442.00","2,493.00","34,154,100,000.00","34,582,382,442.00",0.00,0.00,Relatively High,"1,241.98",0.00,"23,991.24","25,233.22",75.81,Relatively Moderate,0.00,0.00,66.88,"27,944.92",75.18,Relatively Moderate,December 2025
24406,T15009030705,Hawaii,HI,15,Maui,County,009,15009,030705,15009030705,4566,"707,204,092.00","16,774,544.00",19.73,"4,187.00",54.91,19.73,"707,204,092.00","4,566.00","62,554,200,000.00","63,261,404,092.00",0.00,0.00,Relatively High,"2,065.09",0.00,"44,605.73","46,670.82",91.75,Relatively High,0.00,0.00,64.17,"50,432.25",90.16,Relatively High,December 2025
24407,T15009030706,Hawaii,HI,15,Maui,County,009,15009,030706,15009030706,2472,"398,158,286.00",0.00,1.00,"1,245.00",56.97,0.40,"398,158,286.00","2,472.00","33,866,400,000.00","34,264,558,286.00",0.00,0.00,Relatively High,"1,086.90",0.00,"23,614.91","24,701.81",75.08,Relatively Moderate,0.00,0.00,63.55,"22,562.81",68.46,Relatively Moderate,December 2025
24408,T15009030708,Hawaii,HI,15,Maui,County,009,15009,030708,15009030708,3157,"599,808,331.00",4.00,1.81,"2,224.00",61.21,1.38,"599,808,331.00","3,157.00","43,250,900,000.00","43,850,708,331.00",0.00,0.00,Relatively High,"1,594.48",0.00,"26,917.50","28,511.98",79.65,Relatively High,0.00,0.00,69.32,"37,998.83",83.86,Relatively High,December 2025
24409,T15009030709,Hawaii,HI,15,Maui,County,009,15009,030709,15009030709,3416,"992,511,725.00",0.00,1.41,"3,885.00",57.04,0.93,"992,511,725.00","3,416.00","46,799,200,000.00","47,791,711,725.00",0.00,0.00,Relatively High,"2,606.81",0.00,"29,672.15","32,278.96",83.29,Relatively High,0.00,0.00,77.75,"46,756.94",88.65,Relatively High,December 2025
24410,T15009030710,Hawaii,HI,15,Maui,County,009,15009,030710,15009030710,2403,"701,673,844.00",0.00,0.88,"2,498.00",55.39,0.50,"701,673,844.00","2,403.00","32,921,100,000.00","33,622,773,844.00",0.00,0.00,Relatively High,"1,810.07",0.00,"20,028.25","21,838.31",70.91,Relatively Moderate,0.00,0.00,78.14,"29,838.40",77.16,Relatively Moderate,December 2025
24411,T15009030711,Hawaii,HI,15,Maui,County,009,15009,030711,15009030711,2438,"379,884,682.00",0.00,0.30,"1,798.00",62.00,0.30,"379,884,682.00","2,438.00","33,400,600,000.00","33,780,484,682.00",0.00,0.00,Relatively High,"1,114.98",0.00,"23,451.23","24,566.21",74.94,Relatively Moderate,0.00,0.00,64.85,"24,243.67",70.78,Relatively Moderate,December 2025
24412,T15009030712,Hawaii,HI,15,Maui,County,009,15009,030712,15009030712,1990,"278,907,113.00",0.00,0.23,496.00,62.00,0.23,"278,907,113.00","1,990.00","27,263,000,000.00","27,541,907,113.00",0.00,0.00,Relatively High,818.61,0.00,"19,141.90","19,960.50",67.81,Relatively Moderate,0.00,0.00,62.25,"21,686.09",67.19,Relatively Moderate,December 2025
